,activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio
0,running,337.79999999999995,68,904.72,337.79999999999995,1.213,0.0,131,492765108,-1146627586,1.213,451.0,50.68,45.5,579.0,17,2019-01-19 13:40:26,41.7,7.59
0,running,337.79999999999995,73,905.81,337.79999999999995,1.213,0.5,131,492765047,-1146627454,1.213,417.0,50.93,45.0,425.0,17,2019-01-19 13:40:27,41.7,10.25
0,running,338.20000000000005,82,911.02,338.20000000000005,1.53,0.5,134,492764841,-1146626764,1.53,303.0,51.12,42.75,620.0,17,2019-01-19 13:40:30,73.0,15.12
0,running,338.6,84,916.91,338.6,1.875,0.0,135,492764992,-1146625977,1.875,304.0,51.12,42.75,737.0,17,2019-01-19 13:40:33,60.5,9.93
0,running,338.79999999999995,83,919.62,338.79999999999995,1.894,0.0,135,492765283,-1146625882,1.894,325.0,51.03,45.0,749.0,17,2019-01-19 13:40:35,59.5,8.87
0,running,339.0,82,921.91,339.0,1.866,0.5,136,492765406,-1146626165,1.866,320.0,51.03,44.25,721.0,17,2019-01-19 13:40:37,58.5,8.46
0,running,339.0,80,926.37,339.0,1.726,0.5,138,492765760,-1146626597,1.726,333.0,51.12,44.75,621.0,17,2019-01-19 13:40:40,61.5,9.15
0,running,339.20000000000005,80,931.96,339.20000000000005,1.726,0.5,141,492766354,-1146626757,1.726,341.0,51.03,50.0,644.0,17,2019-01-19 13:40:43,56.5,8.96
0,running,339.79999999999995,79,938.14,339.79999999999995,1.689,0.0,143,492766960,-1146626454,1.689,351.0,50.65,46.25,657.0,17,2019-01-19 13:40:47,49.7,7.81
0,running,340.20000000000005,79,939.69,340.20000000000005,1.68,0.0,143,492767035,-1146626256,1.68,355.0,50.53,47.0,653.0,17,2019-01-19 13:40:48,48.7,8.0
0,running,340.20000000000005,77,942.49,340.20000000000005,1.661,0.0,142,492767141,-1146625888,1.661,360.0,50.53,46.5,642.0,17,2019-01-19 13:40:50,73.0,10.15
0,running,340.4,79,947.92,340.4,1.558,0.5,140,492767136,-1146625108,1.558,338.0,50.21,44.25,522.0,17,2019-01-19 13:40:54,63.2,11.31
0,running,340.4,79,949.0,340.4,1.549,0.5,140,492767245,-1146624842,1.549,344.0,50.21,45.25,542.0,17,2019-01-19 13:40:56,60.5,11.03
0,running,340.4,77,951.23,340.4,1.484,0.5,142,492767477,-1146625026,1.484,355.0,50.31,45.5,545.0,17,2019-01-19 13:40:59,48.7,10.25
0,running,340.20000000000005,83,954.77,340.20000000000005,1.232,0.0,141,492767724,-1146624654,1.232,333.0,50.31,44.25,342.0,17,2019-01-19 13:41:02,76.0,24.21
0,running,340.0,83,976.68,340.0,1.95,0.5,142,492768440,-1146621683,1.95,291.0,50.81,41.5,721.0,17,2019-01-19 13:41:14,72.2,10.81
0,running,339.0,84,988.23,339.0,2.081,0.5,142,492769247,-1146620434,2.081,291.0,50.9,41.0,754.0,17,2019-01-19 13:41:19,70.2,9.56
0,running,338.79999999999995,82,1008.38,338.79999999999995,1.978,0.0,145,492771260,-1146619943,1.978,326.0,50.71,44.25,697.0,17,2019-01-19 13:41:30,63.2,8.87
0,running,339.0,82,1012.36,339.0,1.978,0.0,145,492771683,-1146619901,1.978,329.0,50.81,44.75,720.0,17,2019-01-19 13:41:32,64.2,8.68
0,running,339.6,85,1032.42,339.6,2.034,0.0,146,492773755,-1146620010,2.034,295.0,50.9,41.75,743.0,17,2019-01-19 13:41:42,71.2,9.37
0,running,338.6,82,1049.89,338.6,2.099,0.0,148,492775516,-1146620872,2.099,283.0,51.0,40.25,849.0,17,2019-01-19 13:41:50,72.2,9.06
0,running,337.79999999999995,87,1065.26,337.79999999999995,1.969,0.5,145,492777140,-1146620866,1.969,278.0,51.09,40.0,690.0,17,2019-01-19 13:41:58,72.2,10.15
0,running,336.6,83,1082.23,336.6,2.155,0.5,145,492778893,-1146620190,2.155,296.0,51.0,41.5,811.0,16,2019-01-19 13:42:06,70.2,9.06
0,running,336.6,82,1096.5,336.6,2.062,0.5,142,492780333,-1146620828,2.062,298.0,51.0,41.5,724.0,16,2019-01-19 13:42:13,73.0,9.93
0,running,336.6,84,1118.36,336.6,1.875,0.0,141,492782648,-1146620411,1.875,290.0,51.18,40.5,677.0,16,2019-01-19 13:42:24,77.0,10.81
0,running,335.6,87,1128.0,335.6,1.838,0.5,140,492783647,-1146620050,1.838,287.0,51.18,41.0,655.0,16,2019-01-19 13:42:29,72.2,10.81
0,running,335.4,80,1137.44,335.4,1.875,0.5,139,492784606,-1146619652,1.875,302.0,50.96,41.5,756.0,16,2019-01-19 13:42:34,72.2,10.62
0,running,334.6,79,1141.85,334.6,1.633,0.0,139,492784702,-1146619030,1.633,319.0,51.06,43.0,647.0,16,2019-01-19 13:42:37,80.0,10.81
0,running,334.6,72,1143.46,334.6,1.596,0.0,137,492784647,-1146618812,1.596,335.0,50.87,42.75,616.0,16,2019-01-19 13:42:38,69.2,10.53
0,running,333.6,81,1153.09,333.6,1.689,0.5,136,492784026,-1146617710,1.689,309.0,50.37,42.75,630.0,16,2019-01-19 13:42:43,77.0,12.18
0,running,332.4,80,1159.87,332.4,1.931,0.0,134,492783427,-1146617138,1.931,327.0,50.5,43.5,661.0,16,2019-01-19 13:42:47,70.2,10.81
0,running,331.4,81,1173.29,331.4,1.829,0.5,133,492782122,-1146616348,1.829,313.0,50.31,42.25,600.0,16,2019-01-19 13:42:54,72.2,11.71
0,running,330.79999999999995,80,1184.47,330.79999999999995,1.791,0.5,132,492780911,-1146615804,1.791,325.0,50.5,50.0,699.0,16,2019-01-19 13:43:01,81.0,10.62
0,running,330.4,88,1188.64,330.4,1.241,0.5,135,492780849,-1146615205,1.241,299.0,50.0,42.5,343.0,16,2019-01-19 13:43:06,56.5,15.4
0,running,330.20000000000005,87,1189.95,330.20000000000005,1.241,0.5,135,492780911,-1146615029,1.241,294.0,50.0,42.0,342.0,16,2019-01-19 13:43:07,60.5,17.28
0,running,329.0,85,1196.38,329.0,1.68,0.5,134,492781542,-1146614683,1.68,287.0,50.09,40.5,568.0,16,2019-01-19 13:43:11,72.2,13.56
0,running,328.6,84,1203.69,328.6,1.81,0.5,138,492782324,-1146614507,1.81,291.0,50.5,40.75,643.0,16,2019-01-19 13:43:15,75.0,12.09
0,running,328.79999999999995,84,1206.05,328.79999999999995,1.866,0.0,138,492782610,-1146614487,1.866,296.0,50.59,41.75,653.0,16,2019-01-19 13:43:17,59.5,10.71
0,running,329.0,87,1211.35,329.0,1.652,0.0,140,492782958,-1146615067,1.652,311.0,50.68,44.5,599.0,16,2019-01-19 13:43:21,51.7,9.25
0,running,329.0,82,1214.79,329.0,1.577,0.5,140,492783306,-1146615229,1.577,323.0,50.68,45.0,575.0,16,2019-01-19 13:43:23,55.5,9.75
0,running,329.6,84,1226.76,329.6,1.698,0.5,143,492784566,-1146615565,1.698,310.0,50.78,43.25,645.0,16,2019-01-19 13:43:29,64.2,9.93
0,running,330.0,83,1242.04,330.0,1.717,0.5,144,492786130,-1146616265,1.717,305.0,51.0,42.5,648.0,16,2019-01-19 13:43:38,67.2,10.15
0,running,330.0,84,1247.03,330.0,1.717,0.0,142,492786660,-1146616411,1.717,299.0,51.0,41.75,621.0,15,2019-01-19 13:43:41,68.2,10.71
0,running,329.6,88,1255.07,329.6,1.568,0.5,141,492787098,-1146615666,1.568,285.0,51.0,41.75,479.0,15,2019-01-19 13:43:47,62.5,12.87
0,running,328.79999999999995,83,1260.72,328.79999999999995,1.53,0.5,140,492786752,-1146615017,1.53,291.0,50.87,41.5,517.0,15,2019-01-19 13:43:50,73.0,13.06
0,running,327.79999999999995,83,1272.05,327.79999999999995,1.698,0.0,139,492785871,-1146613895,1.698,317.0,50.59,44.5,569.0,15,2019-01-19 13:43:55,61.5,11.5
0,running,327.6,81,1279.74,327.6,1.754,0.5,139,492785105,-1146613439,1.754,321.0,50.59,43.75,722.0,15,2019-01-19 13:43:59,78.0,10.53
0,running,326.79999999999995,86,1292.12,326.79999999999995,1.708,0.5,141,492784080,-1146612298,1.708,291.0,50.68,41.5,606.0,15,2019-01-19 13:44:08,56.5,11.4
0,running,326.6,89,1293.01,326.6,1.642,0.0,140,492784151,-1146612215,1.642,292.0,50.59,42.0,597.0,15,2019-01-19 13:44:09,57.5,10.71
0,running,325.79999999999995,84,1299.5,325.79999999999995,1.577,0.0,140,492784817,-1146611946,1.577,303.0,50.81,42.5,582.0,15,2019-01-19 13:44:13,78.0,12.28
0,running,325.4,81,1302.36,325.4,1.549,0.0,139,492785132,-1146611942,1.549,312.0,50.81,43.0,598.0,15,2019-01-19 13:44:15,68.2,11.71
0,running,324.79999999999995,83,1305.34,324.79999999999995,1.512,0.0,138,492785434,-1146611811,1.512,313.0,50.9,43.5,570.0,15,2019-01-19 13:44:17,66.2,11.81
0,running,324.4,83,1311.05,324.4,1.549,0.5,138,492786047,-1146611747,1.549,297.0,50.68,41.0,554.0,15,2019-01-19 13:44:20,72.2,12.59
0,running,323.6,83,1315.93,323.6,1.577,0.5,139,492786499,-1146612074,1.577,315.0,50.9,43.75,619.0,15,2019-01-19 13:44:25,64.2,10.93
0,running,323.6,80,1318.67,323.6,1.446,0.0,139,492786730,-1146612316,1.446,333.0,50.9,44.75,435.0,15,2019-01-19 13:44:27,63.2,11.5
0,running,323.79999999999995,86,1323.45,323.79999999999995,1.661,0.0,140,492787227,-1146612524,1.661,304.0,50.81,42.5,597.0,15,2019-01-19 13:44:30,68.2,14.06
0,running,324.4,84,1327.92,324.4,1.288,0.0,143,492787606,-1146612974,1.288,315.0,50.68,44.0,478.0,15,2019-01-19 13:44:34,62.5,12.96
0,running,325.0,85,1334.46,325.0,1.316,0.0,144,492788015,-1146613718,1.316,315.0,50.87,44.25,492.0,15,2019-01-19 13:44:39,59.5,12.09
0,running,324.4,82,1356.02,324.4,1.736,0.0,142,492790276,-1146614280,1.736,290.0,50.78,40.75,649.0,15,2019-01-19 13:44:49,82.0,12.37
0,running,324.20000000000005,82,1359.53,324.20000000000005,1.801,0.0,139,492790664,-1146614342,1.801,297.0,50.78,41.25,674.0,15,2019-01-19 13:44:51,75.0,11.5
0,running,324.0,83,1379.87,324.0,1.717,0.5,141,492792337,-1146616210,1.717,319.0,50.9,44.0,630.0,15,2019-01-19 13:45:02,64.2,10.03
0,running,324.6,86,1382.81,324.6,1.717,0.0,145,492792594,-1146616803,1.717,319.0,50.9,45.25,613.0,15,2019-01-19 13:45:05,53.5,9.15
0,running,325.0,83,1385.76,325.0,1.68,0.5,145,492792277,-1146616828,1.68,327.0,51.0,45.5,620.0,15,2019-01-19 13:45:07,51.7,8.46
0,running,325.20000000000005,84,1388.61,325.20000000000005,1.624,0.0,147,492791973,-1146616818,1.624,326.0,51.0,45.25,589.0,15,2019-01-19 13:45:09,53.5,8.87
0,running,325.4,83,1391.59,325.4,1.521,0.0,148,492791647,-1146616892,1.521,333.0,50.78,45.75,564.0,15,2019-01-19 13:45:11,51.7,8.96
0,running,326.4,81,1401.99,326.4,1.568,0.5,151,492790541,-1146616461,1.568,331.0,51.0,45.0,607.0,15,2019-01-19 13:45:17,66.2,10.34
0,running,326.6,81,1403.69,326.6,1.577,0.5,151,492790370,-1146616348,1.577,331.0,51.0,44.75,623.0,15,2019-01-19 13:45:18,66.2,10.34
0,running,326.79999999999995,82,1413.72,326.79999999999995,1.614,0.5,153,492789304,-1146616341,1.614,335.0,50.87,45.75,629.0,15,2019-01-19 13:45:24,54.5,8.96
0,running,328.0,66,1428.68,328.0,1.204,0.0,156,492789096,-1146618306,1.204,328.0,51.09,48.0,430.0,15,2019-01-19 13:45:35,57.5,10.43
0,running,328.20000000000005,85,1432.11,328.20000000000005,1.316,0.0,156,492789316,-1146618695,1.316,301.0,51.09,44.0,583.0,15,2019-01-19 13:45:37,61.5,11.9
0,running,328.79999999999995,84,1435.29,328.79999999999995,1.512,0.5,156,492789550,-1146619028,1.512,295.0,51.09,42.5,562.0,15,2019-01-19 13:45:39,64.2,11.59
0,running,329.20000000000005,86,1438.98,329.20000000000005,1.577,0.0,156,492789852,-1146619378,1.577,295.0,51.0,42.75,562.0,15,2019-01-19 13:45:41,64.2,11.5
0,running,329.79999999999995,84,1444.79,329.79999999999995,1.624,0.0,158,492790419,-1146619771,1.624,299.0,51.0,42.25,597.0,15,2019-01-19 13:45:44,66.2,11.21
0,running,327.79999999999995,86,1465.99,327.79999999999995,1.894,0.5,156,492792678,-1146620193,1.894,281.0,50.59,40.25,699.0,15,2019-01-19 13:45:53,69.2,9.93
