,activity_type,altitude,ant_device_number,ant_network,ant_transmission_type,antplus_device_type,avg_cadence_position,avg_fractional_cadence,avg_heart_rate,avg_left_power_phase,avg_left_power_phase_peak,avg_power_position,avg_right_power_phase,avg_right_power_phase_peak,avg_running_cadence,avg_speed,avg_stance_time,avg_stance_time_balance,avg_stance_time_percent,avg_step_length,avg_vertical_oscillation,avg_vertical_ratio,battery_status,battery_voltage,cadence,cum_operating_time,data,device_index,device_type,distance,end_position_lat,end_position_long,enhanced_altitude,enhanced_avg_speed,enhanced_max_speed,enhanced_speed,event,event_group,event_type,first_lap_index,fractional_cadence,garmin_product,hardware_version,heart_rate,lap_trigger,local_timestamp,manufacturer,max_cadence_position,max_fractional_cadence,max_heart_rate,max_power_position,max_running_cadence,max_speed,message_index,name,nec_lat,nec_long,num_laps,num_sessions,position_lat,position_long,product,serial_number,software_version,source_type,speed,sport,stance_time,stance_time_balance,stance_time_percent,start_position_lat,start_position_long,start_time,step_length,sub_sport,swc_lat,swc_long,temperature,time_created,time_in_hr_zone,time_in_power_zone,timer_trigger,timestamp,total_ascent,total_calories,total_descent,total_distance,total_elapsed_time,total_strides,total_timer_time,total_training_effect,type,vertical_oscillation,vertical_ratio
0,running,259.20000000000005,,,,,,,,,,,,,,,,,,,,,,,74,,,,,10838.33,,,259.20000000000005,,,2.333,,,,,0.0,,,156,,,,,,,,,,,,,,,,492887085,-1146594314,,,,,2.333,,303.0,50.78,41.25,,,,1002.0,,,,19,,,,,2019-01-01 18:25:29,,,,,,,,,,98.5,9.46
0,running,258.79999999999995,,,,,,,,,,,,,,,,,,,,,,,69,,,,,10846.0,,,258.79999999999995,,,1.903,,,,,0.5,,,152,,,,,,,,,,,,,,,,492887832,-1146594773,,,,,1.903,,377.0,50.65,49.5,,,,813.0,,,,19,,,,,2019-01-01 18:25:34,,,,,,,,,,66.2,8.46
0,running,257.79999999999995,,,,,,,,,,,,,,,,,,,,,,,89,,,,,10854.16,,,257.79999999999995,,,2.109,,,,,0.0,,,151,,,,,,,,,,,,,,,,492888701,-1146594932,,,,,2.109,,291.0,50.56,42.25,,,,580.0,,,,19,,,,,2019-01-01 18:25:38,,,,,,,,,,68.2,11.31
0,running,258.0,,,,,,,,,,,,,,,,,,,,,,,69,,,,,10862.8,,,258.0,,,1.53,,,,,0.0,,,154,,,,,,,,,,,,,,,,492889612,-1146595153,,,,,1.53,,355.0,50.21,50.0,,,,685.0,,,,19,,,,,2019-01-01 18:25:44,,,,,,,,,,60.5,8.78
0,running,258.79999999999995,,,,,,,,,,,,,,,,,,,,,,,81,,,,,10869.74,,,258.79999999999995,,,1.633,,,,,0.0,,,156,,,,,,,,,,,,,,,,492890267,-1146594716,,,,,1.633,,335.0,50.0,43.5,,,,497.0,,,,19,,,,,2019-01-01 18:25:48,,,,,,,,,,77.0,14.34
0,running,259.4,,,,,,,,,,,,,,,,,,,,,,,80,,,,,10890.11,,,259.4,,,1.978,,,,,0.5,,,156,,,,,,,,,,,,,,,,492892290,-1146594231,,,,,1.978,,321.0,49.78,43.0,,,,768.0,,,,19,,,,,2019-01-01 18:25:58,,,,,,,,,,73.0,9.56
0,running,259.4,,,,,,,,,,,,,,,,,,,,,,,83,,,,,10910.19,,,259.4,,,2.146,,,,,0.5,,,158,,,,,,,,,,,,,,,,492893931,-1146596063,,,,,2.146,,303.0,50.09,41.75,,,,823.0,,,,19,,,,,2019-01-01 18:26:07,,,,,,,,,,69.2,8.46
0,running,259.79999999999995,,,,,,,,,,,,,,,,,,,,,,,82,,,,,10925.08,,,259.79999999999995,,,2.174,,,,,0.5,,,157,,,,,,,,,,,,,,,,492895051,-1146597578,,,,,2.174,,307.0,50.46,42.0,,,,826.0,,,,19,,,,,2019-01-01 18:26:14,,,,,,,,,,72.2,8.59
0,running,259.4,,,,,,,,,,,,,,,,,,,,,,,81,,,,,10945.88,,,259.4,,,2.137,,,,,0.5,,,155,,,,,,,,,,,,,,,,492896880,-1146599199,,,,,2.137,,311.0,50.46,42.25,,,,777.0,,,,19,,,,,2019-01-01 18:26:24,,,,,,,,,,71.2,8.96
0,running,259.6,,,,,,,,,,,,,,,,,,,,,,,82,,,,,10966.42,,,259.6,,,2.137,,,,,0.5,,,154,,,,,,,,,,,,,,,,492898992,-1146598737,,,,,2.137,,304.0,50.65,42.0,,,,751.0,,,,19,,,,,2019-01-01 18:26:34,,,,,,,,,,70.2,9.15
0,running,260.0,,,,,,,,,,,,,,,,,,,,,,,83,,,,,10984.2,,,260.0,,,2.165,,,,,0.0,,,151,,,,,,,,,,,,,,,,492900866,-1146598310,,,,,2.165,,300.0,50.78,41.5,,,,794.0,,,,19,,,,,2019-01-01 18:26:42,,,,,,,,,,71.2,8.78
0,running,260.0,,,,,,,,,,,,,,,,,,,,,,,79,,,,,11005.34,,,260.0,,,2.127,,,,,0.5,,,151,,,,,,,,,,,,,,,,492903131,-1146598331,,,,,2.127,,317.0,50.53,42.25,,,,777.0,,,,19,,,,,2019-01-01 18:26:53,,,,,,,,,,73.0,8.96
0,running,260.0,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11025.79,,,260.0,,,2.09,,,,,0.0,,,150,,,,,,,,,,,,,,,,492905303,-1146598745,,,,,2.09,,315.0,50.84,42.75,,,,760.0,,,,19,,,,,2019-01-01 18:27:03,,,,,,,,,,71.2,9.25
0,running,260.20000000000005,,,,,,,,,,,,,,,,,,,,,,,83,,,,,11045.86,,,260.20000000000005,,,2.165,,,,,0.0,,,151,,,,,,,,,,,,,,,,492907366,-1146599557,,,,,2.165,,299.0,50.53,41.25,,,,791.0,,,,19,,,,,2019-01-01 18:27:12,,,,,,,,,,74.0,9.06
0,running,260.20000000000005,,,,,,,,,,,,,,,,,,,,,,,85,,,,,11066.8,,,260.20000000000005,,,2.155,,,,,0.5,,,152,,,,,,,,,,,,,,,,492909350,-1146600940,,,,,2.155,,292.0,50.53,41.25,,,,746.0,,,,19,,,,,2019-01-01 18:27:22,,,,,,,,,,72.2,9.56
0,running,259.79999999999995,,,,,,,,,,,,,,,,,,,,,,,83,,,,,11085.37,,,259.79999999999995,,,2.239,,,,,0.5,,,155,,,,,,,,,,,,,,,,492911013,-1146602393,,,,,2.239,,296.0,50.65,41.5,,,,836.0,,,,19,,,,,2019-01-01 18:27:30,,,,,,,,,,69.2,8.37
0,running,260.20000000000005,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11100.43,,,260.20000000000005,,,2.211,,,,,0.5,,,152,,,,,,,,,,,,,,,,492912382,-1146603528,,,,,2.211,,304.0,50.53,41.75,,,,786.0,,,,19,,,,,2019-01-01 18:27:37,,,,,,,,,,72.2,8.87
0,running,260.4,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11120.97,,,260.4,,,2.183,,,,,0.5,,,154,,,,,,,,,,,,,,,,492914117,-1146605331,,,,,2.183,,304.0,50.65,41.75,,,,771.0,,,,19,,,,,2019-01-01 18:27:47,,,,,,,,,,73.0,9.25
0,running,260.4,,,,,,,,,,,,,,,,,,,,,,,79,,,,,11142.94,,,260.4,,,2.099,,,,,0.0,,,153,,,,,,,,,,,,,,,,492915680,-1146607670,,,,,2.099,,323.0,50.43,42.5,,,,756.0,,,,19,,,,,2019-01-01 18:27:58,,,,,,,,,,71.2,9.06
0,running,260.79999999999995,,,,,,,,,,,,,,,,,,,,,,,83,,,,,11163.74,,,260.79999999999995,,,2.053,,,,,0.0,,,153,,,,,,,,,,,,,,,,492916046,-1146610492,,,,,2.053,,305.0,50.31,41.75,,,,716.0,,,,19,,,,,2019-01-01 18:28:08,,,,,,,,,,72.2,9.75
0,running,261.0,,,,,,,,,,,,,,,,,,,,,,,80,,,,,11167.9,,,261.0,,,2.081,,,,,0.5,,,153,,,,,,,,,,,,,,,,492915953,-1146611073,,,,,2.081,,312.0,50.53,42.25,,,,726.0,,,,19,,,,,2019-01-01 18:28:10,,,,,,,,,,72.2,9.75
0,running,260.79999999999995,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11173.74,,,260.79999999999995,,,2.053,,,,,0.0,,,150,,,,,,,,,,,,,,,,492915921,-1146611905,,,,,2.053,,312.0,50.53,42.5,,,,756.0,,,,19,,,,,2019-01-01 18:28:13,,,,,,,,,,69.2,9.06
0,running,261.0,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11195.4,,,261.0,,,1.941,,,,,0.5,,,149,,,,,,,,,,,,,,,,492915873,-1146614983,,,,,1.941,,307.0,50.62,42.0,,,,704.0,,,,19,,,,,2019-01-01 18:28:24,,,,,,,,,,71.2,9.75
0,running,261.0,,,,,,,,,,,,,,,,,,,,,,,83,,,,,11212.83,,,261.0,,,1.997,,,,,0.0,,,152,,,,,,,,,,,,,,,,492916140,-1146617435,,,,,1.997,,304.0,50.71,42.0,,,,742.0,,,,19,,,,,2019-01-01 18:28:32,,,,,,,,,,70.2,9.25
0,running,261.20000000000005,,,,,,,,,,,,,,,,,,,,,,,83,,,,,11233.34,,,261.20000000000005,,,2.015,,,,,0.5,,,152,,,,,,,,,,,,,,,,492916188,-1146620351,,,,,2.015,,299.0,50.62,41.5,,,,732.0,,,,19,,,,,2019-01-01 18:28:42,,,,,,,,,,69.2,9.25
0,running,260.79999999999995,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11254.36,,,260.79999999999995,,,2.043,,,,,0.5,,,154,,,,,,,,,,,,,,,,492916447,-1146623325,,,,,2.043,,309.0,50.71,42.5,,,,777.0,,,,19,,,,,2019-01-01 18:28:52,,,,,,,,,,71.2,9.06
0,running,261.20000000000005,,,,,,,,,,,,,,,,,,,,,,,83,,,,,11265.86,,,261.20000000000005,,,2.071,,,,,0.0,,,154,,,,,,,,,,,,,,,,492916586,-1146624952,,,,,2.071,,303.0,50.81,41.75,,,,783.0,,,,19,,,,,2019-01-01 18:28:57,,,,,,,,,,72.2,8.96
0,,,,,,,"(None, None)",0.3046875,150,"(None, None, None, None)","(None, None, None, None)","(None, None)","(None, None, None, None)","(None, None, None, None)",82,1.997,305.8,50.43,41.9,734.5,72.3,9.8,,,,,,,,,492916586,-1146624952,,1.997,2.398,,lap,,stop,,,,,,distance,,,"(None, None)",0.5,158,"(None, None)",98,2.398,6,,,,,,,,,,,,,running,,,,492772730,-1146582588,2019-01-01 18:15:33,,generic,,,,,"(None, None, None, None, None, None, None)","(None, None, None, None, None, None, None, None)",,2019-01-01 18:28:57,5,137,2,1609.35,805.968,1097,805.968,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,running,261.6,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11287.53,,,261.6,,,2.118,,,,,0.0,,,153,,,,,,,,,,,,,,,,492916516,-1146628035,,,,,2.118,,312.0,50.34,42.75,,,,791.0,,,,19,,,,,2019-01-01 18:29:07,,,,,,,,,,68.2,8.37
0,running,261.4,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11289.67,,,261.4,,,2.118,,,,,0.0,,,154,,,,,,,,,,,,,,,,492916494,-1146628341,,,,,2.118,,313.0,50.34,42.75,,,,795.0,,,,19,,,,,2019-01-01 18:29:08,,,,,,,,,,79.0,8.78
0,running,261.6,,,,,,,,,,,,,,,,,,,,,,,80,,,,,11308.36,,,261.6,,,1.987,,,,,0.5,,,151,,,,,,,,,,,,,,,,492916107,-1146630907,,,,,1.987,,328.0,50.06,43.75,,,,717.0,,,,19,,,,,2019-01-01 18:29:18,,,,,,,,,,64.2,8.78
0,running,261.6,,,,,,,,,,,,,,,,,,,,,,,69,,,,,11311.63,,,261.6,,,1.978,,,,,0.0,,,148,,,,,,,,,,,,,,,,492916142,-1146631371,,,,,1.978,,376.0,50.06,45.25,,,,732.0,,,,19,,,,,2019-01-01 18:29:20,,,,,,,,,,64.2,8.78
0,walking,261.79999999999995,,,,,,,,,,,,,,,,,,,,,,,48,,,,,11316.37,,,261.79999999999995,,,1.194,,,,,0.5,,,145,,,,,,,,,,,,,,,,492916159,-1146632047,,,,,1.194,,,,,,,,907.0,,,,19,,,,,2019-01-01 18:29:24,,,,,,,,,,52.5,6.43
0,running,261.6,,,,,,,,,,,,,,,,,,,,,,,71,,,,,11320.0,,,261.6,,,1.381,,,,,0.5,,,145,,,,,,,,,,,,,,,,492916113,-1146632562,,,,,1.381,,292.0,48.59,44.75,,,,324.0,,,,19,,,,,2019-01-01 18:29:26,,,,,,,,,,67.2,20.68
0,running,261.6,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11325.0,,,261.6,,,1.791,,,,,0.5,,,146,,,,,,,,,,,,,,,,492916078,-1146633278,,,,,1.791,,335.0,47.87,44.5,,,,598.0,,,,19,,,,,2019-01-01 18:29:29,,,,,,,,,,67.2,13.75
0,running,261.6,,,,,,,,,,,,,,,,,,,,,,,83,,,,,11336.67,,,261.6,,,2.043,,,,,0.5,,,149,,,,,,,,,,,,,,,,492915914,-1146634876,,,,,2.043,,303.0,48.43,41.75,,,,725.0,,,,19,,,,,2019-01-01 18:29:35,,,,,,,,,,67.2,10.53
0,running,262.0,,,,,,,,,,,,,,,,,,,,,,,83,,,,,11342.66,,,262.0,,,1.81,,,,,0.5,,,149,,,,,,,,,,,,,,,,492915543,-1146635577,,,,,1.81,,304.0,48.96,42.25,,,,687.0,,,,19,,,,,2019-01-01 18:29:39,,,,,,,,,,68.2,9.93
0,running,262.0,,,,,,,,,,,,,,,,,,,,,,,70,,,,,11348.79,,,262.0,,,1.717,,,,,0.5,,,147,,,,,,,,,,,,,,,,492915208,-1146636342,,,,,1.717,,345.0,49.4,50.0,,,,685.0,,,,19,,,,,2019-01-01 18:29:43,,,,,,,,,,59.5,9.56
0,running,262.6,,,,,,,,,,,,,,,,,,,,,,,80,,,,,11369.36,,,262.6,,,1.642,,,,,0.0,,,149,,,,,,,,,,,,,,,,492913787,-1146638485,,,,,1.642,,332.0,49.87,44.25,,,,622.0,,,,19,,,,,2019-01-01 18:29:55,,,,,,,,,,64.2,11.03
0,running,262.4,,,,,,,,,,,,,,,,,,,,,,,81,,,,,11384.45,,,262.4,,,1.764,,,,,0.5,,,152,,,,,,,,,,,,,,,,492912327,-1146639157,,,,,1.764,,311.0,50.03,42.0,,,,698.0,,,,19,,,,,2019-01-01 18:30:03,,,,,,,,,,73.0,10.34
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,80,,,,,11388.16,,,262.20000000000005,,,1.764,,,,,0.0,,,149,,,,,,,,,,,,,,,,492911923,-1146639108,,,,,1.764,,320.0,50.03,42.75,,,,697.0,,,,18,,,,,2019-01-01 18:30:05,,,,,,,,,,73.0,10.34
0,running,262.0,,,,,,,,,,,,,,,,,,,,,,,79,,,,,11392.11,,,262.0,,,1.782,,,,,0.0,,,147,,,,,,,,,,,,,,,,492911515,-1146639167,,,,,1.782,,323.0,50.12,42.25,,,,702.0,,,,18,,,,,2019-01-01 18:30:07,,,,,,,,,,77.0,10.71
0,running,261.20000000000005,,,,,,,,,,,,,,,,,,,,,,,79,,,,,11401.81,,,261.20000000000005,,,1.81,,,,,0.5,,,144,,,,,,,,,,,,,,,,492910770,-1146640128,,,,,1.81,,314.0,50.21,41.5,,,,665.0,,,,18,,,,,2019-01-01 18:30:12,,,,,,,,,,75.0,10.34
0,running,261.0,,,,,,,,,,,,,,,,,,,,,,,80,,,,,11407.05,,,261.0,,,1.773,,,,,0.5,,,144,,,,,,,,,,,,,,,,492910248,-1146640391,,,,,1.773,,323.0,50.12,43.25,,,,682.0,,,,18,,,,,2019-01-01 18:30:15,,,,,,,,,,76.0,10.15
0,running,261.20000000000005,,,,,,,,,,,,,,,,,,,,,,,78,,,,,11418.25,,,261.20000000000005,,,1.801,,,,,0.5,,,146,,,,,,,,,,,,,,,,492909094,-1146640887,,,,,1.801,,338.0,50.09,44.5,,,,701.0,,,,18,,,,,2019-01-01 18:30:21,,,,,,,,,,68.2,9.75
0,running,261.4,,,,,,,,,,,,,,,,,,,,,,,78,,,,,11420.36,,,261.4,,,1.773,,,,,0.0,,,145,,,,,,,,,,,,,,,,492908900,-1146641043,,,,,1.773,,337.0,50.0,44.0,,,,692.0,,,,18,,,,,2019-01-01 18:30:22,,,,,,,,,,70.2,10.03
0,running,261.6,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11442.04,,,261.6,,,2.053,,,,,0.5,,,146,,,,,,,,,,,,,,,,492907241,-1146643164,,,,,2.053,,320.0,49.65,43.25,,,,829.0,,,,18,,,,,2019-01-01 18:30:32,,,,,,,,,,62.5,8.96
0,running,262.0,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11447.66,,,262.0,,,1.959,,,,,0.5,,,147,,,,,,,,,,,,,,,,492906798,-1146643696,,,,,1.959,,314.0,49.53,42.75,,,,755.0,,,,18,,,,,2019-01-01 18:30:36,,,,,,,,,,67.2,8.78
0,running,262.0,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11448.77,,,262.0,,,1.913,,,,,0.5,,,147,,,,,,,,,,,,,,,,492906670,-1146643779,,,,,1.913,,310.0,49.31,42.25,,,,690.0,,,,18,,,,,2019-01-01 18:30:37,,,,,,,,,,67.2,9.15
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,70,,,,,11457.15,,,262.20000000000005,,,1.745,,,,,0.0,,,146,,,,,,,,,,,,,,,,492906315,-1146644863,,,,,1.745,,322.0,49.43,41.25,,,,703.0,,,,18,,,,,2019-01-01 18:30:43,,,,,,,,,,41.7,8.0
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,0,,,,,11458.85,,,262.20000000000005,,,0.037,,,,,0.0,,,143,,,,,,,,,,,,,,,,492906428,-1146645046,,,,,0.037,,0.0,0.0,0.0,,,,0.0,,,,18,,,,,2019-01-01 18:30:50,,,,,,,,,,0.0,0.0
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,0,,,,,11459.04,,,262.20000000000005,,,0.0,,,,,0.0,,,140,,,,,,,,,,,,,,,,492906444,-1146645060,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,18,,,,,2019-01-01 18:30:53,,,,,,,,,,0.0,0.0
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,0,,,,,11459.04,,,262.20000000000005,,,0.0,,,,,0.0,,,137,,,,,,,,,,,,,,,,492906438,-1146645060,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,18,,,,,2019-01-01 18:30:54,,,,,,,,,,0.0,0.0
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,0,,,,,11459.35,,,262.20000000000005,,,0.0,,,,,0.0,,,141,,,,,,,,,,,,,,,,492906442,-1146645113,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,18,,,,,2019-01-01 18:30:58,,,,,,,,,,0.0,0.0
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,0,,,,,11459.51,,,262.20000000000005,,,0.0,,,,,0.0,,,144,,,,,,,,,,,,,,,,492906456,-1146645128,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,18,,,,,2019-01-01 18:31:00,,,,,,,,,,0.0,0.0
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,56,,,,,11460.3,,,262.20000000000005,,,0.0,,,,,0.5,,,147,,,,,,,,,,,,,,,,492906414,-1146645100,,,,,0.0,,570.0,50.18,47.0,,,,431.0,,,,18,,,,,2019-01-01 18:31:04,,,,,,,,,,38.0,5.15
0,running,262.4,,,,,,,,,,,,,,,,,,,,,,,80,,,,,11466.04,,,262.4,,,1.054,,,,,0.5,,,147,,,,,,,,,,,,,,,,492905848,-1146645424,,,,,1.054,,298.0,48.53,42.25,,,,260.0,,,,18,,,,,2019-01-01 18:31:09,,,,,,,,,,83.7,32.31
0,running,262.4,,,,,,,,,,,,,,,,,,,,,,,79,,,,,11473.0,,,262.4,,,1.67,,,,,0.0,,,144,,,,,,,,,,,,,,,,492905191,-1146645854,,,,,1.67,,309.0,49.53,41.5,,,,618.0,,,,18,,,,,2019-01-01 18:31:13,,,,,,,,,,77.0,12.37
0,running,262.4,,,,,,,,,,,,,,,,,,,,,,,80,,,,,11476.74,,,262.4,,,1.67,,,,,0.0,,,141,,,,,,,,,,,,,,,,492904779,-1146645908,,,,,1.67,,308.0,49.65,41.5,,,,609.0,,,,18,,,,,2019-01-01 18:31:15,,,,,,,,,,77.0,12.59
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,79,,,,,11481.68,,,262.20000000000005,,,1.726,,,,,0.5,,,138,,,,,,,,,,,,,,,,492904310,-1146646213,,,,,1.726,,311.0,49.87,41.5,,,,614.0,,,,18,,,,,2019-01-01 18:31:17,,,,,,,,,,84.7,12.87
0,running,262.4,,,,,,,,,,,,,,,,,,,,,,,75,,,,,11486.1,,,262.4,,,1.941,,,,,0.0,,,135,,,,,,,,,,,,,,,,492903903,-1146646543,,,,,1.941,,323.0,49.87,42.0,,,,686.0,,,,18,,,,,2019-01-01 18:31:19,,,,,,,,,,81.0,12.0
0,running,262.6,,,,,,,,,,,,,,,,,,,,,,,58,,,,,11493.62,,,262.6,,,1.922,,,,,0.0,,,138,,,,,,,,,,,,,,,,492903583,-1146647508,,,,,1.922,,546.0,50.0,50.0,,,,1025.0,,,,18,,,,,2019-01-01 18:31:23,,,,,,,,,,76.0,9.56
0,walking,262.79999999999995,,,,,,,,,,,,,,,,,,,,,,,48,,,,,11497.27,,,262.79999999999995,,,1.754,,,,,0.0,,,140,,,,,,,,,,,,,,,,492903417,-1146647987,,,,,1.754,,,,,,,,1087.0,,,,18,,,,,2019-01-01 18:31:25,,,,,,,,,,92.7,9.25
0,running,262.6,,,,,,,,,,,,,,,,,,,,,,,72,,,,,11502.36,,,262.6,,,1.596,,,,,0.0,,,138,,,,,,,,,,,,,,,,492903187,-1146648643,,,,,1.596,,351.0,50.0,47.5,,,,598.0,,,,18,,,,,2019-01-01 18:31:28,,,,,,,,,,77.0,9.37
0,running,262.6,,,,,,,,,,,,,,,,,,,,,,,77,,,,,11506.32,,,262.6,,,1.698,,,,,0.0,,,135,,,,,,,,,,,,,,,,492903159,-1146649209,,,,,1.698,,324.0,50.0,44.25,,,,645.0,,,,18,,,,,2019-01-01 18:31:30,,,,,,,,,,81.0,12.68
0,running,262.6,,,,,,,,,,,,,,,,,,,,,,,81,,,,,11518.44,,,262.6,,,1.931,,,,,0.0,,,138,,,,,,,,,,,,,,,,492902895,-1146650878,,,,,1.931,,315.0,49.71,42.0,,,,700.0,,,,18,,,,,2019-01-01 18:31:36,,,,,,,,,,68.2,10.34
0,running,262.6,,,,,,,,,,,,,,,,,,,,,,,62,,,,,11522.76,,,262.6,,,1.969,,,,,0.0,,,137,,,,,,,,,,,,,,,,492902746,-1146651442,,,,,1.969,,322.0,49.71,41.0,,,,974.0,,,,18,,,,,2019-01-01 18:31:39,,,,,,,,,,62.5,8.37
0,running,262.4,,,,,,,,,,,,,,,,,,,,,,,78,,,,,11527.73,,,262.4,,,1.185,,,,,0.0,,,136,,,,,,,,,,,,,,,,492903231,-1146651427,,,,,1.185,,333.0,49.37,41.5,,,,416.0,,,,18,,,,,2019-01-01 18:31:43,,,,,,,,,,97.5,21.65
0,running,261.0,,,,,,,,,,,,,,,,,,,,,,,77,,,,,11538.82,,,261.0,,,1.428,,,,,0.0,,,137,,,,,,,,,,,,,,,,492903841,-1146650110,,,,,1.428,,337.0,49.9,44.0,,,,550.0,,,,18,,,,,2019-01-01 18:31:51,,,,,,,,,,62.5,10.53
0,running,259.4,,,,,,,,,,,,,,,,,,,,,,,74,,,,,11543.41,,,259.4,,,1.493,,,,,0.5,,,138,,,,,,,,,,,,,,,,492904104,-1146649565,,,,,1.493,,346.0,50.0,44.75,,,,600.0,,,,18,,,,,2019-01-01 18:31:54,,,,,,,,,,76.0,12.09
0,running,259.20000000000005,,,,,,,,,,,,,,,,,,,,,,,74,,,,,11558.01,,,259.20000000000005,,,1.791,,,,,0.5,,,137,,,,,,,,,,,,,,,,492905085,-1146647970,,,,,1.791,,357.0,50.25,45.0,,,,759.0,,,,18,,,,,2019-01-01 18:32:03,,,,,,,,,,66.2,8.96
0,running,259.4,,,,,,,,,,,,,,,,,,,,,,,99,,,,,11562.07,,,259.4,,,1.754,,,,,0.0,,,140,,,,,,,,,,,,,,,,492904956,-1146647428,,,,,1.754,,318.0,50.25,42.25,,,,532.0,,,,18,,,,,2019-01-01 18:32:05,,,,,,,,,,64.2,9.37
0,running,260.6,,,,,,,,,,,,,,,,,,,,,,,96,,,,,11566.01,,,260.6,,,0.989,,,,,0.0,,,141,,,,,,,,,,,,,,,,492904980,-1146646912,,,,,0.989,,308.0,49.31,44.5,,,,532.0,,,,18,,,,,2019-01-01 18:32:09,,,,,,,,,,56.5,11.12
0,running,260.79999999999995,,,,,,,,,,,,,,,,,,,,,,,82,,,,,11567.61,,,260.79999999999995,,,0.989,,,,,0.0,,,142,,,,,,,,,,,,,,,,492905065,-1146646705,,,,,0.989,,319.0,49.03,45.0,,,,532.0,,,,18,,,,,2019-01-01 18:32:10,,,,,,,,,,58.5,11.12
0,running,261.4,,,,,,,,,,,,,,,,,,,,,,,80,,,,,11571.52,,,261.4,,,1.633,,,,,0.0,,,145,,,,,,,,,,,,,,,,492905399,-1146646360,,,,,1.633,,325.0,49.43,44.0,,,,512.0,,,,18,,,,,2019-01-01 18:32:12,,,,,,,,,,70.2,12.37
0,running,261.79999999999995,,,,,,,,,,,,,,,,,,,,,,,79,,,,,11575.45,,,261.79999999999995,,,1.941,,,,,0.5,,,147,,,,,,,,,,,,,,,,492905753,-1146646059,,,,,1.941,,325.0,49.87,43.25,,,,751.0,,,,18,,,,,2019-01-01 18:32:14,,,,,,,,,,74.0,11.71
0,running,262.0,,,,,,,,,,,,,,,,,,,,,,,78,,,,,11578.51,,,262.0,,,1.717,,,,,0.5,,,150,,,,,,,,,,,,,,,,492905981,-1146645748,,,,,1.717,,327.0,50.12,43.25,,,,739.0,,,,18,,,,,2019-01-01 18:32:16,,,,,,,,,,75.0,11.12
0,running,262.6,,,,,,,,,,,,,,,,,,,,,,,77,,,,,11585.59,,,262.6,,,1.726,,,,,0.0,,,153,,,,,,,,,,,,,,,,492906460,-1146644955,,,,,1.726,,344.0,50.03,44.5,,,,691.0,,,,18,,,,,2019-01-01 18:32:20,,,,,,,,,,72.2,10.53
0,running,262.0,,,,,,,,,,,,,,,,,,,,,,,71,,,,,11592.75,,,262.0,,,1.409,,,,,0.0,,,149,,,,,,,,,,,,,,,,492906717,-1146643971,,,,,1.409,,385.0,50.12,46.75,,,,702.0,,,,18,,,,,2019-01-01 18:32:25,,,,,,,,,,51.7,8.09
0,running,262.0,,,,,,,,,,,,,,,,,,,,,,,81,,,,,11601.19,,,262.0,,,1.764,,,,,0.5,,,148,,,,,,,,,,,,,,,,492907488,-1146643305,,,,,1.764,,324.0,50.12,43.0,,,,637.0,,,,18,,,,,2019-01-01 18:32:30,,,,,,,,,,67.2,11.71
0,running,262.4,,,,,,,,,,,,,,,,,,,,,,,97,,,,,11613.61,,,262.4,,,1.941,,,,,0.0,,,151,,,,,,,,,,,,,,,,492908420,-1146642020,,,,,1.941,,265.0,50.12,41.25,,,,626.0,,,,18,,,,,2019-01-01 18:32:36,,,,,,,,,,58.5,10.15
0,running,261.20000000000005,,,,,,,,,,,,,,,,,,,,,,,83,,,,,11622.82,,,261.20000000000005,,,1.894,,,,,0.0,,,154,,,,,,,,,,,,,,,,492909358,-1146641590,,,,,1.894,,311.0,50.12,43.25,,,,672.0,,,,18,,,,,2019-01-01 18:32:41,,,,,,,,,,68.2,9.37
