,activity_type,altitude,ant_device_number,ant_network,ant_transmission_type,antplus_device_type,avg_cadence_position,avg_fractional_cadence,avg_heart_rate,avg_left_power_phase,avg_left_power_phase_peak,avg_power_position,avg_right_power_phase,avg_right_power_phase_peak,avg_running_cadence,avg_speed,avg_stance_time,avg_stance_time_balance,avg_stance_time_percent,avg_step_length,avg_vertical_oscillation,avg_vertical_ratio,battery_status,battery_voltage,cadence,cum_operating_time,data,device_index,device_type,distance,end_position_lat,end_position_long,enhanced_altitude,enhanced_avg_speed,enhanced_max_speed,enhanced_speed,event,event_group,event_type,first_lap_index,fractional_cadence,garmin_product,hardware_version,heart_rate,lap_trigger,local_timestamp,manufacturer,max_cadence_position,max_fractional_cadence,max_heart_rate,max_power_position,max_running_cadence,max_speed,message_index,name,nec_lat,nec_long,num_laps,num_sessions,position_lat,position_long,product,serial_number,software_version,source_type,speed,sport,stance_time,stance_time_balance,stance_time_percent,start_position_lat,start_position_long,start_time,step_length,sub_sport,swc_lat,swc_long,temperature,time_created,time_in_hr_zone,time_in_power_zone,timer_trigger,timestamp,total_ascent,total_calories,total_descent,total_distance,total_elapsed_time,total_strides,total_timer_time,total_training_effect,type,vertical_oscillation,vertical_ratio
0,running,263.6,,,,,,,,,,,,,,,,,,,,,,,99,,,,,1193.77,,,263.6,,,1.642,,,,,0.5,,,144,,,,,,,,,,,,,,,,492781404,-1146614425,,,,,1.642,,245.0,49.21,40.25,,,,463.0,,,,20,,,,,2019-01-01 16:57:11,,,,,,,,,,58.5,12.18
0,running,262.6,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1201.61,,,262.6,,,1.764,,,,,0.5,,,146,,,,,,,,,,,,,,,,492782238,-1146614241,,,,,1.764,,255.0,49.31,39.75,,,,596.0,,,,20,,,,,2019-01-01 16:57:15,,,,,,,,,,70.2,11.71
0,running,263.0,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1222.72,,,263.0,,,1.81,,,,,0.5,,,147,,,,,,,,,,,,,,,,492784274,-1146615368,,,,,1.81,,288.0,49.53,42.5,,,,622.0,,,,20,,,,,2019-01-01 16:57:27,,,,,,,,,,65.2,10.03
0,running,263.6,,,,,,,,,,,,,,,,,,,,,,,85,,,,,1243.68,,,263.6,,,1.829,,,,,0.5,,,146,,,,,,,,,,,,,,,,492786471,-1146616009,,,,,1.829,,293.0,49.81,41.75,,,,683.0,,,,20,,,,,2019-01-01 16:57:38,,,,,,,,,,74.0,9.84
0,running,263.4,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1247.47,,,263.4,,,1.801,,,,,0.0,,,146,,,,,,,,,,,,,,,,492786877,-1146616034,,,,,1.801,,288.0,49.71,41.25,,,,651.0,,,,20,,,,,2019-01-01 16:57:40,,,,,,,,,,73.0,10.53
0,running,263.0,,,,,,,,,,,,,,,,,,,,,,,98,,,,,1250.52,,,263.0,,,1.764,,,,,0.5,,,146,,,,,,,,,,,,,,,,492787194,-1146615956,,,,,1.764,,268.0,49.5,40.5,,,,550.0,,,,20,,,,,2019-01-01 16:57:44,,,,,,,,,,56.5,10.81
0,running,261.0,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1256.19,,,261.0,,,1.484,,,,,0.5,,,146,,,,,,,,,,,,,,,,492786995,-1146615218,,,,,1.484,,275.0,49.31,40.75,,,,361.0,,,,20,,,,,2019-01-01 16:57:48,,,,,,,,,,70.2,23.9
0,running,260.20000000000005,,,,,,,,,,,,,,,,,,,,,,,90,,,,,1275.05,,,260.20000000000005,,,1.847,,,,,0.5,,,145,,,,,,,,,,,,,,,,492785164,-1146614254,,,,,1.847,,273.0,49.68,41.0,,,,596.0,,,,20,,,,,2019-01-01 16:57:58,,,,,,,,,,65.2,11.03
0,running,260.20000000000005,,,,,,,,,,,,,,,,,,,,,,,99,,,,,1288.21,,,260.20000000000005,,,1.726,,,,,0.0,,,144,,,,,,,,,,,,,,,,492784170,-1146612907,,,,,1.726,,265.0,49.59,40.75,,,,582.0,,,,19,,,,,2019-01-01 16:58:05,,,,,,,,,,54.5,10.62
0,running,259.79999999999995,,,,,,,,,,,,,,,,,,,,,,,97,,,,,1291.96,,,259.79999999999995,,,1.838,,,,,0.5,,,144,,,,,,,,,,,,,,,,492783950,-1146612458,,,,,1.838,,262.0,49.5,41.25,,,,569.0,,,,19,,,,,2019-01-01 16:58:07,,,,,,,,,,58.5,10.34
0,running,259.20000000000005,,,,,,,,,,,,,,,,,,,,,,,97,,,,,1294.81,,,259.20000000000005,,,1.801,,,,,0.5,,,143,,,,,,,,,,,,,,,,492784008,-1146612047,,,,,1.801,,259.0,49.4,41.25,,,,580.0,,,,19,,,,,2019-01-01 16:58:09,,,,,,,,,,59.5,10.15
0,running,258.79999999999995,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1298.41,,,258.79999999999995,,,1.726,,,,,0.0,,,143,,,,,,,,,,,,,,,,492784362,-1146611849,,,,,1.726,,266.0,49.4,40.75,,,,590.0,,,,19,,,,,2019-01-01 16:58:11,,,,,,,,,,71.2,10.62
0,running,257.4,,,,,,,,,,,,,,,,,,,,,,,90,,,,,1306.32,,,257.4,,,1.661,,,,,0.0,,,141,,,,,,,,,,,,,,,,492785152,-1146611455,,,,,1.661,,284.0,49.31,42.0,,,,586.0,,,,19,,,,,2019-01-01 16:58:16,,,,,,,,,,58.5,10.62
0,running,256.4,,,,,,,,,,,,,,,,,,,,,,,90,,,,,1315.97,,,256.4,,,1.754,,,,,0.5,,,141,,,,,,,,,,,,,,,,492786140,-1146611628,,,,,1.754,,273.0,49.59,41.0,,,,597.0,,,,19,,,,,2019-01-01 16:58:21,,,,,,,,,,65.2,10.93
0,running,256.4,,,,,,,,,,,,,,,,,,,,,,,84,,,,,1323.76,,,256.4,,,1.745,,,,,0.0,,,141,,,,,,,,,,,,,,,,492786789,-1146612282,,,,,1.745,,309.0,49.5,44.0,,,,651.0,,,,19,,,,,2019-01-01 16:58:26,,,,,,,,,,77.0,9.93
0,running,256.6,,,,,,,,,,,,,,,,,,,,,,,96,,,,,1329.42,,,256.6,,,1.633,,,,,0.0,,,141,,,,,,,,,,,,,,,,492787339,-1146612528,,,,,1.633,,285.0,49.25,42.5,,,,465.0,,,,19,,,,,2019-01-01 16:58:29,,,,,,,,,,62.5,12.0
0,running,257.20000000000005,,,,,,,,,,,,,,,,,,,,,,,89,,,,,1345.49,,,257.20000000000005,,,1.624,,,,,0.5,,,144,,,,,,,,,,,,,,,,492788469,-1146614199,,,,,1.624,,289.0,49.46,43.25,,,,540.0,,,,19,,,,,2019-01-01 16:58:39,,,,,,,,,,61.5,10.03
0,running,257.0,,,,,,,,,,,,,,,,,,,,,,,91,,,,,1367.63,,,257.0,,,1.791,,,,,0.5,,,146,,,,,,,,,,,,,,,,492790811,-1146614734,,,,,1.791,,269.0,49.37,41.25,,,,658.0,,,,18,,,,,2019-01-01 16:58:50,,,,,,,,,,61.5,9.93
0,running,257.0,,,,,,,,,,,,,,,,,,,,,,,89,,,,,1379.66,,,257.0,,,1.894,,,,,0.0,,,146,,,,,,,,,,,,,,,,492791914,-1146615640,,,,,1.894,,290.0,49.68,42.75,,,,681.0,,,,18,,,,,2019-01-01 16:58:56,,,,,,,,,,60.5,8.78
0,running,257.4,,,,,,,,,,,,,,,,,,,,,,,89,,,,,1387.05,,,257.4,,,1.875,,,,,0.5,,,147,,,,,,,,,,,,,,,,492792422,-1146616471,,,,,1.875,,291.0,49.78,43.25,,,,632.0,,,,18,,,,,2019-01-01 16:59:00,,,,,,,,,,56.5,8.68
0,running,257.6,,,,,,,,,,,,,,,,,,,,,,,90,,,,,1390.3,,,257.6,,,1.875,,,,,0.0,,,148,,,,,,,,,,,,,,,,492792452,-1146616949,,,,,1.875,,296.0,49.87,44.25,,,,628.0,,,,18,,,,,2019-01-01 16:59:02,,,,,,,,,,51.7,8.37
0,running,258.0,,,,,,,,,,,,,,,,,,,,,,,92,,,,,1396.56,,,258.0,,,1.819,,,,,0.0,,,150,,,,,,,,,,,,,,,,492791787,-1146617125,,,,,1.819,,299.0,49.68,45.5,,,,562.0,,,,18,,,,,2019-01-01 16:59:06,,,,,,,,,,43.7,7.9
0,running,258.6,,,,,,,,,,,,,,,,,,,,,,,90,,,,,1400.32,,,258.6,,,1.81,,,,,0.5,,,150,,,,,,,,,,,,,,,,492791400,-1146617302,,,,,1.81,,301.0,49.68,45.5,,,,565.0,,,,18,,,,,2019-01-01 16:59:08,,,,,,,,,,58.5,8.68
0,running,258.79999999999995,,,,,,,,,,,,,,,,,,,,,,,91,,,,,1401.54,,,258.79999999999995,,,1.801,,,,,0.5,,,150,,,,,,,,,,,,,,,,492791259,-1146617316,,,,,1.801,,297.0,49.68,45.25,,,,568.0,,,,18,,,,,2019-01-01 16:59:09,,,,,,,,,,53.5,8.78
0,running,259.6,,,,,,,,,,,,,,,,,,,,,,,89,,,,,1409.18,,,259.6,,,1.745,,,,,0.0,,,152,,,,,,,,,,,,,,,,492790510,-1146616873,,,,,1.745,,291.0,49.68,42.75,,,,550.0,,,,18,,,,,2019-01-01 16:59:14,,,,,,,,,,59.5,10.25
0,running,259.6,,,,,,,,,,,,,,,,,,,,,,,93,,,,,1417.49,,,259.6,,,1.698,,,,,0.0,,,153,,,,,,,,,,,,,,,,492789703,-1146616425,,,,,1.698,,293.0,49.81,43.75,,,,549.0,,,,18,,,,,2019-01-01 16:59:20,,,,,,,,,,51.7,9.65
0,running,259.6,,,,,,,,,,,,,,,,,,,,,,,91,,,,,1419.45,,,259.6,,,1.652,,,,,0.0,,,153,,,,,,,,,,,,,,,,492789568,-1146616642,,,,,1.652,,298.0,49.68,44.5,,,,527.0,,,,18,,,,,2019-01-01 16:59:22,,,,,,,,,,49.7,9.56
0,running,260.6,,,,,,,,,,,,,,,,,,,,,,,87,,,,,1429.21,,,260.6,,,1.493,,,,,0.0,,,155,,,,,,,,,,,,,,,,492789480,-1146618036,,,,,1.493,,306.0,49.78,44.5,,,,482.0,,,,18,,,,,2019-01-01 16:59:28,,,,,,,,,,50.7,10.93
0,running,261.0,,,,,,,,,,,,,,,,,,,,,,,87,,,,,1430.82,,,261.0,,,1.484,,,,,0.0,,,155,,,,,,,,,,,,,,,,492789515,-1146618264,,,,,1.484,,311.0,49.43,45.25,,,,524.0,,,,18,,,,,2019-01-01 16:59:29,,,,,,,,,,50.7,10.43
0,running,261.79999999999995,,,,,,,,,,,,,,,,,,,,,,,89,,,,,1448.67,,,261.79999999999995,,,1.652,,,,,0.5,,,158,,,,,,,,,,,,,,,,492790857,-1146620070,,,,,1.652,,280.0,49.53,41.25,,,,582.0,,,,18,,,,,2019-01-01 16:59:39,,,,,,,,,,62.5,11.21
0,running,260.79999999999995,,,,,,,,,,,,,,,,,,,,,,,94,,,,,1469.05,,,260.79999999999995,,,1.885,,,,,0.5,,,159,,,,,,,,,,,,,,,,492793038,-1146620031,,,,,1.885,,257.0,49.75,40.5,,,,667.0,,,,17,,,,,2019-01-01 16:59:49,,,,,,,,,,60.5,9.37
0,running,260.6,,,,,,,,,,,,,,,,,,,,,,,93,,,,,1471.12,,,260.6,,,1.903,,,,,0.5,,,159,,,,,,,,,,,,,,,,492793261,-1146620030,,,,,1.903,,257.0,49.75,40.25,,,,676.0,,,,17,,,,,2019-01-01 16:59:50,,,,,,,,,,61.5,9.25
0,running,260.20000000000005,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1474.97,,,260.20000000000005,,,1.922,,,,,0.5,,,158,,,,,,,,,,,,,,,,492793675,-1146620089,,,,,1.922,,254.0,49.75,38.5,,,,671.0,,,,17,,,,,2019-01-01 16:59:52,,,,,,,,,,65.2,9.37
0,running,259.6,,,,,,,,,,,,,,,,,,,,,,,90,,,,,1482.29,,,259.6,,,1.847,,,,,0.0,,,157,,,,,,,,,,,,,,,,492794422,-1146620304,,,,,1.847,,270.0,49.93,40.25,,,,611.0,,,,17,,,,,2019-01-01 16:59:57,,,,,,,,,,71.2,10.43
0,running,258.79999999999995,,,,,,,,,,,,,,,,,,,,,,,90,,,,,1484.86,,,258.79999999999995,,,1.698,,,,,0.5,,,157,,,,,,,,,,,,,,,,492794607,-1146620034,,,,,1.698,,269.0,50.03,40.25,,,,583.0,,,,17,,,,,2019-01-01 16:59:59,,,,,,,,,,75.0,11.59
0,running,258.20000000000005,,,,,,,,,,,,,,,,,,,,,,,90,,,,,1486.57,,,258.20000000000005,,,1.633,,,,,0.0,,,157,,,,,,,,,,,,,,,,492794624,-1146619791,,,,,1.633,,271.0,50.03,40.5,,,,586.0,,,,17,,,,,2019-01-01 17:00:00,,,,,,,,,,71.2,11.59
0,running,257.20000000000005,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1493.94,,,257.20000000000005,,,1.577,,,,,0.5,,,155,,,,,,,,,,,,,,,,492794415,-1146618785,,,,,1.577,,284.0,49.84,41.5,,,,553.0,,,,17,,,,,2019-01-01 17:00:05,,,,,,,,,,68.2,12.0
0,running,257.4,,,,,,,,,,,,,,,,,,,,,,,93,,,,,1500.24,,,257.4,,,1.605,,,,,0.0,,,153,,,,,,,,,,,,,,,,492794323,-1146617901,,,,,1.605,,274.0,49.75,40.75,,,,534.0,,,,17,,,,,2019-01-01 17:00:09,,,,,,,,,,63.2,12.09
0,running,256.79999999999995,,,,,,,,,,,,,,,,,,,,,,,87,,,,,1509.71,,,256.79999999999995,,,1.614,,,,,0.5,,,150,,,,,,,,,,,,,,,,492795189,-1146618324,,,,,1.614,,290.0,49.53,42.5,,,,544.0,,,,17,,,,,2019-01-01 17:00:15,,,,,,,,,,56.5,11.21
0,running,257.0,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1524.04,,,257.0,,,1.68,,,,,0.0,,,149,,,,,,,,,,,,,,,,492796268,-1146619740,,,,,1.68,,300.0,49.81,43.25,,,,594.0,,,,17,,,,,2019-01-01 17:00:23,,,,,,,,,,64.2,10.15
0,running,257.20000000000005,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1546.03,,,257.20000000000005,,,1.838,,,,,0.5,,,147,,,,,,,,,,,,,,,,492798362,-1146620824,,,,,1.838,,281.0,49.9,41.5,,,,649.0,,,,17,,,,,2019-01-01 17:00:34,,,,,,,,,,66.2,9.93
0,running,257.4,,,,,,,,,,,,,,,,,,,,,,,87,,,,,1553.89,,,257.4,,,1.885,,,,,0.0,,,148,,,,,,,,,,,,,,,,492798194,-1146621903,,,,,1.885,,297.0,50.0,43.25,,,,669.0,,,,16,,,,,2019-01-01 17:00:38,,,,,,,,,,64.2,9.37
0,running,257.4,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1558.58,,,257.4,,,1.819,,,,,0.5,,,148,,,,,,,,,,,,,,,,492797738,-1146622201,,,,,1.819,,304.0,49.9,44.0,,,,651.0,,,,16,,,,,2019-01-01 17:00:41,,,,,,,,,,57.5,9.06
0,running,257.4,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1560.17,,,257.4,,,1.81,,,,,0.0,,,147,,,,,,,,,,,,,,,,492797578,-1146622124,,,,,1.81,,307.0,49.9,44.25,,,,632.0,,,,16,,,,,2019-01-01 17:00:42,,,,,,,,,,60.5,9.25
0,running,257.6,,,,,,,,,,,,,,,,,,,,,,,85,,,,,1561.95,,,257.6,,,1.81,,,,,0.5,,,147,,,,,,,,,,,,,,,,492797412,-1146621989,,,,,1.81,,309.0,49.9,44.25,,,,612.0,,,,16,,,,,2019-01-01 17:00:43,,,,,,,,,,62.5,9.65
0,running,258.20000000000005,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1568.07,,,258.20000000000005,,,1.782,,,,,0.0,,,148,,,,,,,,,,,,,,,,492796926,-1146621448,,,,,1.782,,295.0,49.9,42.25,,,,617.0,,,,16,,,,,2019-01-01 17:00:47,,,,,,,,,,68.2,10.71
0,running,258.20000000000005,,,,,,,,,,,,,,,,,,,,,,,85,,,,,1569.17,,,258.20000000000005,,,1.764,,,,,0.0,,,149,,,,,,,,,,,,,,,,492796814,-1146621505,,,,,1.764,,300.0,49.9,42.25,,,,619.0,,,,16,,,,,2019-01-01 17:00:48,,,,,,,,,,70.2,10.93
0,running,258.20000000000005,,,,,,,,,,,,,,,,,,,,,,,82,,,,,1571.63,,,258.20000000000005,,,1.717,,,,,0.5,,,149,,,,,,,,,,,,,,,,492796725,-1146621831,,,,,1.717,,315.0,50.03,44.0,,,,613.0,,,,16,,,,,2019-01-01 17:00:50,,,,,,,,,,67.2,10.71
0,running,258.20000000000005,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1577.25,,,258.20000000000005,,,1.68,,,,,0.5,,,151,,,,,,,,,,,,,,,,492796751,-1146622628,,,,,1.68,,311.0,49.93,44.25,,,,504.0,,,,16,,,,,2019-01-01 17:00:53,,,,,,,,,,55.5,10.53
0,running,258.79999999999995,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1579.67,,,258.79999999999995,,,1.689,,,,,0.5,,,153,,,,,,,,,,,,,,,,492796528,-1146622862,,,,,1.689,,308.0,49.93,44.75,,,,557.0,,,,16,,,,,2019-01-01 17:00:55,,,,,,,,,,50.7,9.56
0,running,259.4,,,,,,,,,,,,,,,,,,,,,,,87,,,,,1582.84,,,259.4,,,1.614,,,,,0.5,,,154,,,,,,,,,,,,,,,,492796202,-1146622712,,,,,1.614,,307.0,49.93,44.5,,,,549.0,,,,16,,,,,2019-01-01 17:00:57,,,,,,,,,,54.5,10.03
0,running,260.4,,,,,,,,,,,,,,,,,,,,,,,87,,,,,1596.24,,,260.4,,,1.652,,,,,0.0,,,157,,,,,,,,,,,,,,,,492794840,-1146623181,,,,,1.652,,308.0,50.03,44.25,,,,590.0,,,,16,,,,,2019-01-01 17:01:04,,,,,,,,,,53.5,9.37
0,running,260.6,,,,,,,,,,,,,,,,,,,,,,,87,,,,,1597.61,,,260.6,,,1.661,,,,,0.0,,,157,,,,,,,,,,,,,,,,492794742,-1146623343,,,,,1.661,,311.0,50.03,44.5,,,,597.0,,,,16,,,,,2019-01-01 17:01:05,,,,,,,,,,52.5,9.15
0,running,261.0,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1599.49,,,261.0,,,1.642,,,,,0.5,,,157,,,,,,,,,,,,,,,,492794727,-1146623626,,,,,1.642,,316.0,50.12,45.0,,,,602.0,,,,16,,,,,2019-01-01 17:01:07,,,,,,,,,,51.7,8.78
0,running,261.4,,,,,,,,,,,,,,,,,,,,,,,84,,,,,1602.3,,,261.4,,,1.586,,,,,0.5,,,157,,,,,,,,,,,,,,,,492794829,-1146624002,,,,,1.586,,325.0,50.21,45.75,,,,568.0,,,,16,,,,,2019-01-01 17:01:09,,,,,,,,,,53.5,9.25
0,running,261.79999999999995,,,,,,,,,,,,,,,,,,,,,,,84,,,,,1609.54,,,261.79999999999995,,,1.558,,,,,0.5,,,159,,,,,,,,,,,,,,,,492794917,-1146625045,,,,,1.558,,326.0,50.12,45.5,,,,534.0,,,,16,,,,,2019-01-01 17:01:14,,,,,,,,,,58.5,10.53
0,,,,,,,"(None, None)",0.5390625,136,"(None, None, None, None)","(None, None, None, None)","(None, None)","(None, None, None, None)","(None, None, None, None)",75,1.601,324.8,49.63,43.41,656.0,55.3,8.54,,,,,,,,,492794917,-1146625045,,1.601,2.23,,lap,,stop,,,,,,distance,,,"(None, None)",0.0,162,"(None, None)",128,2.23,0,,,,,,,,,,,,,running,,,,492778188,-1146595148,2019-01-01 16:44:26,,generic,,,,,"(None, None, None, None, None, None, None)","(None, None, None, None, None, None, None, None)",,2019-01-01 17:01:14,31,185,25,1609.35,1004.979,1244,1004.979,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,running,262.20000000000005,,,,,,,,,,,,,,,,,,,,,,,89,,,,,1613.97,,,262.20000000000005,,,1.558,,,,,0.5,,,160,,,,,,,,,,,,,,,,492795104,-1146625635,,,,,1.558,,309.0,50.03,44.5,,,,524.0,,,,16,,,,,2019-01-01 17:01:17,,,,,,,,,,53.5,10.43
0,running,262.4,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1620.29,,,262.4,,,1.484,,,,,0.0,,,160,,,,,,,,,,,,,,,,492795309,-1146626477,,,,,1.484,,296.0,50.12,43.25,,,,499.0,,,,16,,,,,2019-01-01 17:01:21,,,,,,,,,,59.5,11.4
0,running,262.79999999999995,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1629.28,,,262.79999999999995,,,1.586,,,,,0.0,,,159,,,,,,,,,,,,,,,,492795593,-1146627688,,,,,1.586,,291.0,50.12,42.25,,,,552.0,,,,16,,,,,2019-01-01 17:01:25,,,,,,,,,,61.5,11.21
0,running,263.6,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1632.32,,,263.6,,,1.652,,,,,0.0,,,159,,,,,,,,,,,,,,,,492795597,-1146628166,,,,,1.652,,292.0,50.12,42.75,,,,685.0,,,,16,,,,,2019-01-01 17:01:27,,,,,,,,,,59.5,10.25
0,running,263.79999999999995,,,,,,,,,,,,,,,,,,,,,,,89,,,,,1632.65,,,263.79999999999995,,,1.661,,,,,0.0,,,159,,,,,,,,,,,,,,,,492795578,-1146628279,,,,,1.661,,291.0,50.12,43.0,,,,631.0,,,,16,,,,,2019-01-01 17:01:28,,,,,,,,,,57.5,9.65
0,running,264.6,,,,,,,,,,,,,,,,,,,,,,,83,,,,,1637.0,,,264.6,,,1.568,,,,,0.5,,,159,,,,,,,,,,,,,,,,492795216,-1146627898,,,,,1.568,,303.0,50.03,43.5,,,,549.0,,,,16,,,,,2019-01-01 17:01:32,,,,,,,,,,56.5,9.65
0,running,265.0,,,,,,,,,,,,,,,,,,,,,,,93,,,,,1639.36,,,265.0,,,1.521,,,,,0.5,,,160,,,,,,,,,,,,,,,,492794977,-1146627804,,,,,1.521,,287.0,49.78,42.0,,,,464.0,,,,16,,,,,2019-01-01 17:01:34,,,,,,,,,,41.0,9.46
0,running,265.79999999999995,,,,,,,,,,,,,,,,,,,,,,,87,,,,,1645.67,,,265.79999999999995,,,1.353,,,,,0.0,,,160,,,,,,,,,,,,,,,,492794496,-1146628383,,,,,1.353,,311.0,49.81,45.25,,,,448.0,,,,16,,,,,2019-01-01 17:01:38,,,,,,,,,,47.7,10.15
0,running,266.4,,,,,,,,,,,,,,,,,,,,,,,88,,,,,1649.8,,,266.4,,,1.512,,,,,0.0,,,160,,,,,,,,,,,,,,,,492794479,-1146628974,,,,,1.512,,297.0,49.9,42.75,,,,459.0,,,,16,,,,,2019-01-01 17:01:40,,,,,,,,,,79.0,14.93
0,running,266.20000000000005,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1664.79,,,266.20000000000005,,,1.894,,,,,0.5,,,159,,,,,,,,,,,,,,,,492794932,-1146631025,,,,,1.894,,292.0,50.09,42.25,,,,671.0,,,,15,,,,,2019-01-01 17:01:47,,,,,,,,,,60.5,9.56
0,running,266.4,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1676.54,,,266.4,,,1.931,,,,,0.5,,,158,,,,,,,,,,,,,,,,492794798,-1146632704,,,,,1.931,,291.0,49.9,42.0,,,,688.0,,,,15,,,,,2019-01-01 17:01:53,,,,,,,,,,67.2,9.15
0,running,266.20000000000005,,,,,,,,,,,,,,,,,,,,,,,84,,,,,1687.6,,,266.20000000000005,,,1.866,,,,,0.5,,,155,,,,,,,,,,,,,,,,492795089,-1146634164,,,,,1.866,,300.0,50.09,42.25,,,,658.0,,,,15,,,,,2019-01-01 17:01:59,,,,,,,,,,65.2,9.65
0,running,266.20000000000005,,,,,,,,,,,,,,,,,,,,,,,87,,,,,1701.91,,,266.20000000000005,,,1.885,,,,,0.5,,,155,,,,,,,,,,,,,,,,492796547,-1146634238,,,,,1.885,,288.0,50.09,41.75,,,,649.0,,,,15,,,,,2019-01-01 17:02:06,,,,,,,,,,73.0,10.15
0,running,265.79999999999995,,,,,,,,,,,,,,,,,,,,,,,96,,,,,1707.49,,,265.79999999999995,,,1.857,,,,,0.5,,,154,,,,,,,,,,,,,,,,492796828,-1146633557,,,,,1.857,,273.0,50.0,41.5,,,,627.0,,,,15,,,,,2019-01-01 17:02:09,,,,,,,,,,59.5,9.75
0,running,265.0,,,,,,,,,,,,,,,,,,,,,,,86,,,,,1720.82,,,265.0,,,1.931,,,,,0.5,,,153,,,,,,,,,,,,,,,,492795966,-1146632066,,,,,1.931,,291.0,49.68,42.25,,,,644.0,,,,15,,,,,2019-01-01 17:02:16,,,,,,,,,,56.5,9.84
0,running,264.79999999999995,,,,,,,,,,,,,,,,,,,,,,,84,,,,,1723.81,,,264.79999999999995,,,1.903,,,,,0.5,,,154,,,,,,,,,,,,,,,,492796007,-1146631659,,,,,1.903,,302.0,49.68,42.75,,,,713.0,,,,15,,,,,2019-01-01 17:02:18,,,,,,,,,,64.2,9.46
0,running,263.6,,,,,,,,,,,,,,,,,,,,,,,96,,,,,1733.56,,,263.6,,,1.456,,,,,0.5,,,152,,,,,,,,,,,,,,,,492796992,-1146631310,,,,,1.456,,247.0,49.9,37.75,,,,461.0,,,,15,,,,,2019-01-01 17:02:25,,,,,,,,,,57.5,11.71
0,running,262.79999999999995,,,,,,,,,,,,,,,,,,,,,,,97,,,,,1753.77,,,262.79999999999995,,,1.913,,,,,0.0,,,149,,,,,,,,,,,,,,,,492798902,-1146630127,,,,,1.913,,284.0,50.0,42.25,,,,650.0,,,,15,,,,,2019-01-01 17:02:35,,,,,,,,,,57.5,9.25
0,running,262.79999999999995,,,,,,,,,,,,,,,,,,,,,,,97,,,,,1760.43,,,262.79999999999995,,,1.67,,,,,0.5,,,146,,,,,,,,,,,,,,,,492799100,-1146629236,,,,,1.67,,252.0,49.71,40.0,,,,495.0,,,,15,,,,,2019-01-01 17:02:39,,,,,,,,,,54.5,9.93
0,running,262.6,,,,,,,,,,,,,,,,,,,,,,,98,,,,,1762.23,,,262.6,,,1.661,,,,,0.5,,,146,,,,,,,,,,,,,,,,492799113,-1146628979,,,,,1.661,,250.0,49.43,40.0,,,,485.0,,,,15,,,,,2019-01-01 17:02:40,,,,,,,,,,55.5,11.31
0,running,261.6,,,,,,,,,,,,,,,,,,,,,,,90,,,,,1771.31,,,261.6,,,1.726,,,,,0.5,,,146,,,,,,,,,,,,,,,,492798954,-1146627708,,,,,1.726,,266.0,49.43,40.5,,,,592.0,,,,15,,,,,2019-01-01 17:02:45,,,,,,,,,,72.2,11.21
0,running,260.6,,,,,,,,,,,,,,,,,,,,,,,83,,,,,1780.96,,,260.6,,,1.791,,,,,0.5,,,144,,,,,,,,,,,,,,,,492798454,-1146626502,,,,,1.791,,286.0,49.75,41.25,,,,645.0,,,,15,,,,,2019-01-01 17:02:50,,,,,,,,,,72.2,10.43
0,running,259.4,,,,,,,,,,,,,,,,,,,,,,,91,,,,,1793.71,,,259.4,,,1.661,,,,,0.0,,,144,,,,,,,,,,,,,,,,492798894,-1146624885,,,,,1.661,,272.0,49.87,40.75,,,,546.0,,,,15,,,,,2019-01-01 17:02:58,,,,,,,,,,64.2,11.31
0,running,258.20000000000005,,,,,,,,,,,,,,,,,,,,,,,96,,,,,1802.66,,,258.20000000000005,,,1.661,,,,,0.5,,,143,,,,,,,,,,,,,,,,492799229,-1146623679,,,,,1.661,,277.0,50.06,42.25,,,,554.0,,,,15,,,,,2019-01-01 17:03:03,,,,,,,,,,53.5,10.71
0,running,257.20000000000005,,,,,,,,,,,,,,,,,,,,,,,93,,,,,1814.03,,,257.20000000000005,,,1.866,,,,,0.0,,,141,,,,,,,,,,,,,,,,492800014,-1146622409,,,,,1.866,,261.0,50.25,40.0,,,,628.0,,,,14,,,,,2019-01-01 17:03:09,,,,,,,,,,59.5,10.53
