,Cadence,Ground Time,Power,Vertical Oscillation,activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio
0,0,0,0,0.0,running,358.6,47,0.0,358.6,0.0,0.5,82,,,0.0,632.0,0.0,48.25,0.0,28,2019-01-08 12:46:21,21.2,0.0
0,0,0,0,0.0,running,359.0,47,0.0,359.0,0.0,0.5,81,,,0.0,632.0,57.15,48.25,0.0,28,2019-01-08 12:46:22,21.2,0.0
0,0,0,0,0.0,running,359.20000000000005,47,0.0,359.20000000000005,0.0,0.5,78,,,0.0,632.0,57.15,48.25,0.0,29,2019-01-08 12:46:23,21.2,0.0
0,0,0,0,0.0,running,358.6,47,1.06,358.6,1.064,0.5,75,,,1.064,632.0,57.15,48.25,0.0,29,2019-01-08 12:46:24,21.2,0.0
0,0,0,0,0.0,running,358.20000000000005,49,2.14,358.20000000000005,1.073,0.5,79,,,1.073,558.0,57.15,44.25,0.0,29,2019-01-08 12:46:25,26.2,0.0
0,0,0,0,0.0,running,357.0,59,39.71,357.0,1.372,0.5,102,492377183,-1145962657,1.372,502.0,49.93,49.25,673.0,29,2019-01-08 12:47:01,73.0,11.5
0,0,0,0,0.0,running,358.79999999999995,57,96.71,358.79999999999995,1.465,0.5,114,492377185,-1145954669,1.465,520.0,49.53,50.0,780.0,29,2019-01-08 12:47:41,70.2,8.28
0,0,0,0,0.0,running,359.4,64,114.28,359.4,1.558,0.5,112,492377762,-1145952220,1.558,480.0,49.43,50.0,739.0,29,2019-01-08 12:47:52,57.5,7.5
0,0,0,0,0.0,running,359.4,64,115.61,359.4,1.577,0.0,114,492377896,-1145952122,1.577,476.0,49.53,49.0,750.0,29,2019-01-08 12:47:53,58.5,7.59
0,0,0,0,0.0,running,359.4,63,116.77,359.4,1.577,0.5,115,492378022,-1145952079,1.577,473.0,49.53,50.0,750.0,29,2019-01-08 12:47:54,60.5,7.59
0,0,0,0,0.0,running,359.20000000000005,63,117.75,359.20000000000005,1.568,0.0,116,492378130,-1145952058,1.568,470.0,49.62,47.25,775.0,29,2019-01-08 12:47:55,62.5,7.68
0,0,0,0,0.0,running,359.0,63,118.93,359.0,1.53,0.0,117,492378257,-1145952070,1.53,458.0,49.62,45.0,768.0,29,2019-01-08 12:47:56,69.2,7.81
0,0,0,0,0.0,running,358.79999999999995,63,119.92,358.79999999999995,1.418,0.5,117,492378361,-1145952096,1.418,439.0,49.84,36.5,750.0,29,2019-01-08 12:47:57,67.2,8.0
0,0,0,0,0.0,running,358.6,63,121.42,358.6,1.344,0.5,118,492378523,-1145952094,1.344,458.0,49.93,47.0,660.0,29,2019-01-08 12:47:58,65.2,8.37
0,0,0,0,0.0,running,360.0,57,132.58,360.0,1.054,0.0,121,492379712,-1145951881,1.054,514.0,49.75,49.0,498.0,29,2019-01-08 12:48:04,68.2,12.96
0,0,0,0,0.0,running,360.6,57,133.41,360.6,1.064,0.0,121,492379797,-1145951849,1.064,514.0,49.75,50.0,506.0,29,2019-01-08 12:48:05,68.2,13.06
0,0,0,0,0.0,running,360.79999999999995,57,134.02,360.79999999999995,1.064,0.0,123,492379863,-1145951848,1.064,513.0,49.65,48.75,510.0,29,2019-01-08 12:48:06,70.2,13.15
0,0,0,0,0.0,running,361.0,57,136.24,361.0,1.017,0.0,123,492380101,-1145951902,1.017,514.0,49.53,48.75,527.0,29,2019-01-08 12:48:07,71.2,13.06
0,0,0,0,0.0,running,361.6,57,141.7,361.6,0.961,0.0,124,492380643,-1145951792,0.961,523.0,49.43,49.0,485.0,28,2019-01-08 12:48:12,91.7,16.28
0,0,0,0,0.0,running,361.79999999999995,56,142.3,361.79999999999995,0.961,0.5,124,492380662,-1145951707,0.961,521.0,49.53,49.0,486.0,28,2019-01-08 12:48:13,88.7,16.59
0,0,0,0,0.0,running,362.0,56,142.76,362.0,0.924,0.5,125,492380676,-1145951643,0.924,522.0,49.53,49.0,489.0,28,2019-01-08 12:48:14,85.7,16.28
0,0,0,0,0.0,running,362.0,56,143.38,362.0,0.877,0.0,124,492380727,-1145951578,0.877,520.0,49.53,48.25,489.0,28,2019-01-08 12:48:15,77.0,15.81
0,0,0,0,0.0,running,361.6,66,160.86,361.6,0.98,0.5,128,492380354,-1145949913,0.98,454.0,50.25,48.5,416.0,28,2019-01-08 12:48:33,44.7,11.4
0,0,0,0,0.0,running,361.20000000000005,66,163.27,361.20000000000005,1.045,0.5,128,492380104,-1145949844,1.045,437.0,49.65,47.75,551.0,28,2019-01-08 12:48:35,44.7,9.65
0,0,0,0,0.0,running,358.4,59,172.66,358.4,1.204,0.0,118,492379112,-1145949546,1.204,476.0,49.53,49.0,610.0,28,2019-01-08 12:48:42,43.7,7.9
0,0,0,0,0.0,running,358.20000000000005,58,174.25,358.20000000000005,1.232,0.0,116,492378940,-1145949541,1.232,481.0,49.43,48.5,636.0,28,2019-01-08 12:48:43,44.7,7.68
0,0,0,0,0.0,running,358.0,58,175.92,358.0,1.288,0.5,114,492378761,-1145949506,1.288,481.0,49.43,48.5,643.0,28,2019-01-08 12:48:44,45.7,7.59
0,0,0,0,0.0,running,357.4,58,183.54,357.4,1.53,0.5,116,492378078,-1145949005,1.53,481.0,49.71,49.0,821.0,28,2019-01-08 12:48:48,71.2,7.81
0,0,0,0,0.0,running,357.4,58,185.24,357.4,1.568,0.5,117,492377948,-1145948835,1.568,481.0,49.71,49.0,914.0,28,2019-01-08 12:48:49,71.2,7.68
0,0,0,0,0.0,running,357.20000000000005,57,186.82,357.20000000000005,1.652,0.0,118,492377866,-1145948637,1.652,484.0,49.71,50.0,928.0,28,2019-01-08 12:48:50,74.0,7.81
0,0,0,0,0.0,running,357.20000000000005,58,188.56,357.20000000000005,1.652,0.5,118,492377835,-1145948393,1.652,483.0,49.46,50.0,916.0,28,2019-01-08 12:48:51,71.2,7.5
0,0,0,0,0.0,running,359.20000000000005,60,197.01,359.20000000000005,1.614,0.0,116,492377827,-1145947188,1.614,496.0,49.65,50.0,810.0,27,2019-01-08 12:48:57,66.2,7.59
0,0,0,0,0.0,running,359.0,57,287.72,359.0,1.652,0.5,115,492376733,-1145934373,1.652,514.0,49.62,49.25,865.0,26,2019-01-08 12:49:53,64.2,7.12
0,0,0,0,0.0,running,358.79999999999995,55,290.57,358.79999999999995,1.67,0.5,116,492376799,-1145933972,1.67,531.0,49.31,50.0,869.0,26,2019-01-08 12:49:55,70.2,7.31
0,0,0,0,0.0,running,358.79999999999995,55,291.13,358.79999999999995,1.67,0.0,116,492376796,-1145933884,1.67,534.0,49.12,50.0,880.0,26,2019-01-08 12:49:56,69.2,7.12
0,0,0,0,0.0,running,359.0,56,293.24,359.0,1.344,0.5,116,492376776,-1145933587,1.344,523.0,48.53,50.0,842.0,26,2019-01-08 12:49:58,64.2,7.31
0,0,0,0,0.0,running,359.0,58,294.72,359.0,1.344,0.0,117,492376767,-1145933377,1.344,518.0,48.4,50.0,775.0,26,2019-01-08 12:49:59,67.2,7.68
0,0,0,0,0.0,running,359.0,60,296.05,359.0,1.362,0.0,117,492376782,-1145933188,1.362,514.0,48.59,48.5,778.0,26,2019-01-08 12:50:00,70.2,7.81
0,0,0,0,0.0,running,359.0,60,297.44,359.0,1.4,0.5,119,492376776,-1145932990,1.4,507.0,48.84,48.5,740.0,26,2019-01-08 12:50:01,85.7,9.65
0,0,0,0,0.0,running,359.20000000000005,62,298.86,359.20000000000005,1.409,0.5,120,492376756,-1145932789,1.409,476.0,48.84,50.0,645.0,26,2019-01-08 12:50:02,83.0,11.12
0,0,0,0,0.0,running,359.20000000000005,62,300.33,359.20000000000005,1.428,0.5,121,492376724,-1145932584,1.428,480.0,48.75,47.75,697.0,26,2019-01-08 12:50:03,77.0,10.93
0,0,0,0,0.0,running,359.20000000000005,62,301.88,359.20000000000005,1.437,0.0,122,492376723,-1145932364,1.437,481.0,48.56,47.75,725.0,26,2019-01-08 12:50:04,76.0,10.43
0,0,0,0,0.0,running,359.20000000000005,61,303.58,359.20000000000005,1.456,0.0,122,492376709,-1145932123,1.456,479.0,48.56,47.5,727.0,26,2019-01-08 12:50:05,62.5,9.93
0,0,0,0,0.0,running,359.20000000000005,61,304.97,359.20000000000005,1.484,0.0,121,492376683,-1145931924,1.484,477.0,48.68,50.0,728.0,26,2019-01-08 12:50:06,59.5,9.56
0,0,0,0,0.0,running,359.20000000000005,61,306.55,359.20000000000005,1.493,0.0,119,492376721,-1145931703,1.493,478.0,48.81,47.75,744.0,26,2019-01-08 12:50:07,60.5,9.15
0,0,0,0,0.0,running,359.4,61,307.73,359.4,1.502,0.0,117,492376736,-1145931537,1.502,475.0,48.96,50.0,763.0,26,2019-01-08 12:50:08,59.5,8.59
0,0,0,0,0.0,running,359.4,62,310.09,359.4,1.502,0.5,113,492376785,-1145931206,1.502,472.0,49.4,50.0,758.0,26,2019-01-08 12:50:10,56.5,8.18
0,0,0,0,0.0,running,359.6,62,311.21,359.6,1.493,0.0,112,492376803,-1145931048,1.493,476.0,49.53,50.0,760.0,26,2019-01-08 12:50:11,59.5,8.46
0,0,0,0,0.0,running,359.6,61,312.44,359.6,1.484,0.0,114,492376809,-1145930872,1.484,480.0,49.53,48.5,757.0,26,2019-01-08 12:50:12,71.2,8.68
0,0,0,0,0.0,running,359.6,61,314.0,359.6,1.474,0.5,114,492376867,-1145930661,1.474,477.0,49.53,50.0,752.0,26,2019-01-08 12:50:13,66.2,8.46
0,0,0,0,0.0,running,359.79999999999995,61,315.41,359.79999999999995,1.474,0.5,116,492376899,-1145930465,1.474,476.0,49.65,48.5,735.0,26,2019-01-08 12:50:14,65.2,8.59
0,0,0,0,0.0,running,359.79999999999995,61,316.69,359.79999999999995,1.474,0.5,118,492376898,-1145930282,1.474,476.0,49.65,50.0,720.0,26,2019-01-08 12:50:15,65.2,8.78
0,0,0,0,0.0,running,360.0,61,318.15,360.0,1.474,0.5,119,492376890,-1145930073,1.474,478.0,49.65,48.5,723.0,26,2019-01-08 12:50:16,66.2,8.87
0,0,0,0,0.0,running,360.0,61,319.83,360.0,1.474,0.0,119,492376875,-1145929834,1.474,480.0,49.75,48.5,726.0,26,2019-01-08 12:50:17,66.2,8.87
0,0,0,0,0.0,running,360.0,61,321.67,360.0,1.474,0.0,119,492376873,-1145929572,1.474,480.0,49.87,48.5,725.0,26,2019-01-08 12:50:18,66.2,8.78
0,0,0,0,0.0,running,360.0,61,323.91,360.0,1.484,0.0,119,492376886,-1145929252,1.484,480.0,49.87,48.5,724.0,26,2019-01-08 12:50:19,63.2,8.68
0,0,0,0,0.0,running,360.0,61,325.82,360.0,1.493,0.0,119,492376866,-1145928981,1.493,480.0,49.87,48.5,728.0,26,2019-01-08 12:50:20,63.2,8.78
0,0,0,0,0.0,running,360.0,61,327.72,360.0,1.502,0.0,120,492376852,-1145928712,1.502,483.0,49.87,48.75,747.0,26,2019-01-08 12:50:21,66.2,8.78
0,0,0,0,0.0,running,360.0,60,330.04,360.0,1.512,0.5,120,492376832,-1145928382,1.512,485.0,49.96,48.75,823.0,26,2019-01-08 12:50:22,70.2,8.59
0,0,0,0,0.0,running,360.0,60,332.11,360.0,1.521,0.5,119,492376844,-1145928087,1.521,487.0,49.96,48.75,822.0,26,2019-01-08 12:50:23,67.2,8.59
0,0,0,0,0.0,running,360.0,60,334.46,360.0,1.54,0.0,118,492376829,-1145927753,1.54,487.0,49.96,50.0,846.0,26,2019-01-08 12:50:24,67.2,8.37
0,0,0,0,0.0,running,360.0,60,336.79,360.0,1.549,0.0,117,492376820,-1145927421,1.549,488.0,49.96,48.5,848.0,26,2019-01-08 12:50:25,68.2,8.37
0,0,0,0,0.0,running,360.20000000000005,60,338.8,360.20000000000005,1.558,0.0,117,492376841,-1145927134,1.558,492.0,50.06,50.0,854.0,26,2019-01-08 12:50:26,70.2,8.28
0,0,0,0,0.0,running,360.4,59,341.28,360.4,1.568,0.5,116,492376798,-1145926777,1.568,495.0,50.18,50.0,865.0,26,2019-01-08 12:50:27,70.2,8.18
0,0,0,0,0.0,running,360.4,59,343.27,360.4,1.577,0.5,116,492376762,-1145926485,1.577,495.0,50.18,48.5,865.0,26,2019-01-08 12:50:28,70.2,8.18
0,0,0,0,0.0,running,360.6,60,345.1,360.6,1.605,0.0,117,492376696,-1145926226,1.605,495.0,50.31,50.0,870.0,26,2019-01-08 12:50:29,70.2,8.09
0,0,0,0,0.0,running,360.79999999999995,59,346.55,360.79999999999995,1.605,0.5,117,492376629,-1145926024,1.605,497.0,50.4,50.0,879.0,26,2019-01-08 12:50:30,70.2,8.09
0,0,0,0,0.0,running,360.79999999999995,59,348.34,360.79999999999995,1.605,0.5,118,492376552,-1145925787,1.605,499.0,50.4,48.75,882.0,26,2019-01-08 12:50:31,71.2,8.09
0,0,0,0,0.0,running,360.79999999999995,59,350.11,360.79999999999995,1.596,0.5,118,492376509,-1145925531,1.596,499.0,50.5,50.0,877.0,26,2019-01-08 12:50:32,71.2,8.18
0,0,0,0,0.0,running,360.79999999999995,59,352.24,360.79999999999995,1.596,0.0,119,492376445,-1145925227,1.596,500.0,50.5,48.5,877.0,26,2019-01-08 12:50:33,73.0,8.18
0,0,0,0,0.0,running,361.0,59,354.43,361.0,1.605,0.0,120,492376394,-1145924916,1.605,500.0,50.59,50.0,866.0,26,2019-01-08 12:50:34,72.2,8.09
0,0,0,0,0.0,running,361.0,59,356.98,361.0,1.652,0.0,120,492376334,-1145924557,1.652,500.0,50.59,48.25,858.0,26,2019-01-08 12:50:35,70.2,8.09
0,0,0,0,0.0,running,361.0,59,358.87,361.0,1.689,0.5,119,492376271,-1145924283,1.689,494.0,50.68,48.25,856.0,26,2019-01-08 12:50:36,68.2,8.0
0,0,0,0,0.0,running,361.0,60,360.97,361.0,1.745,0.0,119,492376235,-1145923980,1.745,492.0,50.68,50.0,857.0,26,2019-01-08 12:50:37,67.2,7.68
0,0,0,0,0.0,running,361.0,61,363.34,361.0,1.764,0.0,119,492376238,-1145923642,1.764,487.0,50.68,48.5,859.0,26,2019-01-08 12:50:38,63.2,7.59
0,0,0,0,0.0,running,361.0,60,365.58,361.0,1.782,0.5,120,492376239,-1145923323,1.782,480.0,50.68,47.5,883.0,26,2019-01-08 12:50:39,61.5,7.21
0,0,0,0,0.0,running,361.20000000000005,59,367.88,361.20000000000005,1.81,0.5,120,492376226,-1145922987,1.81,479.0,50.68,50.0,972.0,26,2019-01-08 12:50:40,61.5,7.12
0,0,0,0,0.0,running,361.20000000000005,59,370.4,361.20000000000005,1.829,0.0,120,492376213,-1145922628,1.829,481.0,50.81,50.0,959.0,26,2019-01-08 12:50:41,63.2,7.12
0,0,0,0,0.0,running,361.4,59,372.63,361.4,1.857,0.0,121,492376214,-1145922311,1.857,484.0,50.81,50.0,960.0,26,2019-01-08 12:50:42,63.2,7.03
0,0,0,0,0.0,running,361.4,59,374.55,361.4,1.894,0.5,122,492376232,-1145922032,1.894,484.0,50.93,48.0,948.0,26,2019-01-08 12:50:43,61.5,6.62
0,0,0,0,0.0,running,361.4,61,376.41,361.4,1.913,0.0,123,492376257,-1145921767,1.913,479.0,50.93,47.75,939.0,26,2019-01-08 12:50:44,61.5,6.71
0,0,0,0,0.0,running,361.6,66,378.12,361.6,1.913,0.0,124,492376308,-1145921526,1.913,471.0,50.84,50.0,876.0,26,2019-01-08 12:50:45,60.5,6.62
0,0,0,0,0.0,running,361.6,64,379.9,361.6,1.903,0.5,125,492376354,-1145921280,1.903,474.0,50.75,50.0,954.0,26,2019-01-08 12:50:46,60.5,6.53
0,0,0,0,0.0,running,361.6,63,381.31,361.6,1.875,0.5,126,492376390,-1145921084,1.875,476.0,50.62,48.0,934.0,26,2019-01-08 12:50:47,60.5,6.43
0,0,0,0,0.0,running,362.0,62,385.65,362.0,1.745,0.0,126,492376501,-1145920487,1.745,482.0,50.53,48.5,863.0,26,2019-01-08 12:50:50,60.5,6.71
0,0,0,0,0.0,running,362.0,61,386.89,362.0,1.708,0.0,126,492376512,-1145920309,1.708,485.0,50.4,48.5,860.0,26,2019-01-08 12:50:51,62.5,7.03
0,0,0,0,0.0,running,362.0,55,388.32,362.0,1.67,0.5,125,492376501,-1145920106,1.67,487.0,50.4,48.0,859.0,26,2019-01-08 12:50:52,71.2,7.21
0,0,0,0,0.0,running,362.0,59,389.89,362.0,1.633,0.0,124,492376507,-1145919879,1.633,481.0,50.31,50.0,852.0,26,2019-01-08 12:50:53,74.0,7.5
0,0,0,0,0.0,running,362.20000000000005,60,391.4,362.20000000000005,1.624,0.0,124,492376450,-1145919675,1.624,484.0,50.18,50.0,745.0,25,2019-01-08 12:50:54,76.0,8.68
0,0,0,0,0.0,running,362.4,60,392.85,362.4,1.614,0.0,124,492376394,-1145919476,1.614,487.0,50.18,48.0,745.0,25,2019-01-08 12:50:55,79.0,8.68
0,0,0,0,0.0,running,362.6,60,394.33,362.6,1.614,0.0,124,492376359,-1145919268,1.614,489.0,50.09,50.0,779.0,25,2019-01-08 12:50:56,81.0,9.75
0,0,0,0,0.0,running,362.6,59,395.81,362.6,1.614,0.5,124,492376361,-1145919056,1.614,493.0,50.09,50.0,799.0,25,2019-01-08 12:50:57,92.7,9.84
0,0,0,0,0.0,running,362.79999999999995,59,397.31,362.79999999999995,1.614,0.0,125,492376371,-1145918842,1.614,494.0,50.18,48.0,805.0,25,2019-01-08 12:50:58,92.7,9.84
0,0,0,0,0.0,running,362.79999999999995,57,399.05,362.79999999999995,1.605,0.5,126,492376447,-1145918606,1.605,499.0,50.31,50.0,814.0,25,2019-01-08 12:50:59,85.7,9.65
0,0,0,0,0.0,running,363.0,57,400.54,363.0,1.605,0.5,128,492376509,-1145918406,1.605,499.0,50.4,47.75,817.0,25,2019-01-08 12:51:00,73.0,9.25
0,0,0,0,0.0,running,363.4,57,401.87,363.4,1.614,0.5,128,492376568,-1145918228,1.614,500.0,50.4,47.75,819.0,25,2019-01-08 12:51:01,70.2,9.15
0,0,0,0,0.0,running,363.6,57,403.17,363.6,1.614,0.5,128,492376615,-1145918049,1.614,502.0,50.5,48.0,820.0,25,2019-01-08 12:51:02,69.2,8.87
0,0,0,0,0.0,running,363.79999999999995,58,406.29,363.79999999999995,1.596,0.0,129,492376704,-1145917604,1.596,503.0,50.5,50.0,811.0,25,2019-01-08 12:51:04,66.2,8.59
0,0,0,0,0.0,running,364.0,58,407.6,364.0,1.586,0.5,129,492376697,-1145917418,1.586,500.0,50.5,48.5,794.0,25,2019-01-08 12:51:05,65.2,8.46
0,0,0,0,0.0,running,364.20000000000005,59,409.02,364.20000000000005,1.586,0.0,129,492376704,-1145917215,1.586,498.0,50.5,50.0,765.0,25,2019-01-08 12:51:06,65.2,8.18
0,0,0,0,0.0,running,364.20000000000005,61,410.39,364.20000000000005,1.577,0.5,129,492376700,-1145917019,1.577,489.0,50.5,48.75,757.0,25,2019-01-08 12:51:07,50.7,8.09
0,0,0,0,0.0,running,364.4,62,411.72,364.4,1.568,0.5,129,492376699,-1145916828,1.568,480.0,50.5,48.5,738.0,25,2019-01-08 12:51:08,49.7,7.81
0,0,0,0,0.0,running,364.6,64,431.1,364.6,1.577,0.0,130,492376835,-1145914061,1.577,468.0,50.5,50.0,743.0,25,2019-01-08 12:51:19,51.7,6.71
0,0,0,0,0.0,running,364.6,63,434.0,364.6,1.596,0.5,130,492376872,-1145913651,1.596,469.0,50.5,49.5,747.0,25,2019-01-08 12:51:20,55.5,6.9
0,0,0,0,0.0,running,364.4,63,435.91,364.4,1.605,0.0,130,492376874,-1145913379,1.605,473.0,50.5,49.25,791.0,25,2019-01-08 12:51:21,73.0,7.4
0,0,0,0,0.0,running,364.4,62,437.18,364.4,1.624,0.5,129,492376908,-1145913199,1.624,473.0,50.5,49.0,846.0,25,2019-01-08 12:51:22,68.2,7.21
0,0,0,0,0.0,running,364.6,62,440.58,364.6,1.633,0.0,128,492376841,-1145912692,1.633,475.0,50.59,50.0,852.0,25,2019-01-08 12:51:25,56.5,6.81
0,0,0,0,0.0,running,364.6,62,441.84,364.6,1.605,0.0,127,492376831,-1145912512,1.605,474.0,50.59,48.75,848.0,25,2019-01-08 12:51:26,58.5,6.81
0,0,0,0,0.0,running,364.79999999999995,62,442.94,364.79999999999995,1.586,0.0,127,492376815,-1145912347,1.586,473.0,50.59,50.0,813.0,25,2019-01-08 12:51:27,57.5,6.71
0,0,0,0,0.0,running,364.79999999999995,62,444.16,364.79999999999995,1.568,0.0,127,492376828,-1145912167,1.568,473.0,50.59,50.0,727.0,25,2019-01-08 12:51:28,55.5,6.81
0,0,0,0,0.0,running,364.79999999999995,62,445.89,364.79999999999995,1.549,0.0,127,492376780,-1145911915,1.549,474.0,50.59,50.0,722.0,25,2019-01-08 12:51:29,55.5,6.9
0,0,0,0,0.0,running,365.0,63,456.37,365.0,1.549,0.0,121,492376695,-1145910396,1.549,471.0,50.09,49.25,727.0,25,2019-01-08 12:51:36,53.5,7.21
0,0,0,0,0.0,running,365.0,63,457.81,365.0,1.549,0.0,121,492376694,-1145910187,1.549,471.0,50.09,49.25,730.0,25,2019-01-08 12:51:37,59.5,7.12
0,0,0,0,0.0,running,364.0,65,481.29,364.0,1.512,0.0,117,492376750,-1145906846,1.512,438.0,51.28,48.25,595.0,25,2019-01-08 12:51:53,28.2,5.84
0,0,0,0,0.0,running,363.6,73,483.08,363.6,1.521,0.5,118,492376732,-1145906586,1.521,408.0,51.28,47.0,614.0,25,2019-01-08 12:51:54,29.2,5.65
0,0,0,0,0.0,running,363.4,72,484.81,363.4,1.605,0.5,117,492376738,-1145906340,1.605,398.0,51.5,46.5,654.0,25,2019-01-08 12:51:55,30.2,5.25
0,0,0,0,0.0,running,363.20000000000005,73,486.76,363.20000000000005,1.67,0.5,117,492376729,-1145906055,1.67,390.0,51.5,46.25,672.0,25,2019-01-08 12:51:56,30.2,5.15
0,0,0,0,0.0,running,363.0,74,488.31,363.0,1.717,0.5,115,492376753,-1145905836,1.717,386.0,51.78,45.75,680.0,25,2019-01-08 12:51:57,29.2,4.87
0,0,0,0,0.0,running,362.79999999999995,75,490.13,362.79999999999995,1.754,0.0,114,492376726,-1145905573,1.754,386.0,52.0,46.75,676.0,25,2019-01-08 12:51:58,30.2,5.06
0,0,0,0,0.0,running,362.6,76,491.62,362.6,1.764,0.5,113,492376711,-1145905361,1.764,377.0,52.0,46.75,662.0,25,2019-01-08 12:51:59,33.0,5.34
0,0,0,0,0.0,running,362.4,83,493.41,362.4,1.782,0.0,113,492376659,-1145905112,1.782,360.0,51.78,47.0,642.0,25,2019-01-08 12:52:00,41.7,5.65
0,0,0,0,0.0,running,362.20000000000005,79,494.77,362.20000000000005,1.81,0.0,113,492376674,-1145904920,1.81,360.0,51.65,46.75,653.0,25,2019-01-08 12:52:01,44.7,5.93
0,0,0,0,0.0,running,361.79999999999995,78,496.18,361.79999999999995,1.875,0.5,114,492376683,-1145904709,1.875,363.0,51.5,46.75,655.0,25,2019-01-08 12:52:02,43.7,5.93
0,0,0,0,0.0,running,361.79999999999995,77,497.41,361.79999999999995,1.875,0.5,116,492376720,-1145904541,1.875,368.0,51.34,50.0,662.0,25,2019-01-08 12:52:03,44.7,6.12
0,0,0,0,0.0,running,361.4,77,498.54,361.4,1.819,0.0,118,492376731,-1145904375,1.819,372.0,51.25,50.0,666.0,25,2019-01-08 12:52:04,43.7,5.93
0,0,0,0,0.0,running,361.20000000000005,77,499.97,361.20000000000005,1.782,0.0,119,492376711,-1145904170,1.782,372.0,51.15,47.75,668.0,25,2019-01-08 12:52:05,41.0,5.93
0,0,0,0,0.0,running,361.20000000000005,76,501.58,361.20000000000005,1.726,0.5,120,492376714,-1145903940,1.726,376.0,51.15,48.0,665.0,25,2019-01-08 12:52:06,47.7,6.43
0,0,0,0,0.0,running,361.0,76,503.43,361.0,1.717,0.5,118,492376713,-1145903670,1.717,375.0,51.06,47.75,649.0,25,2019-01-08 12:52:07,48.7,6.81
0,0,0,0,0.0,running,360.79999999999995,77,505.37,360.79999999999995,1.726,0.0,117,492376726,-1145903394,1.726,371.0,50.96,47.5,636.0,25,2019-01-08 12:52:08,47.7,6.81
0,0,0,0,0.0,running,360.6,80,507.9,360.6,1.736,0.5,116,492376709,-1145903034,1.736,361.0,50.84,47.25,638.0,25,2019-01-08 12:52:09,48.7,7.12
0,0,0,0,0.0,running,360.20000000000005,80,509.95,360.20000000000005,1.764,0.5,116,492376698,-1145902742,1.764,355.0,50.71,46.75,644.0,25,2019-01-08 12:52:10,59.5,7.59
0,0,0,0,0.0,running,360.0,80,511.69,360.0,1.847,0.5,115,492376712,-1145902495,1.847,353.0,50.62,46.5,830.0,25,2019-01-08 12:52:11,59.5,7.59
0,0,0,0,0.0,running,359.79999999999995,80,513.56,359.79999999999995,1.875,0.0,115,492376754,-1145902234,1.875,353.0,50.62,46.25,846.0,25,2019-01-08 12:52:12,59.5,7.5
0,0,0,0,0.0,running,359.6,78,515.25,359.6,1.894,0.5,114,492376773,-1145901995,1.894,358.0,50.53,46.75,836.0,25,2019-01-08 12:52:13,55.5,7.12
0,0,0,0,0.0,running,359.4,79,517.12,359.4,1.903,0.0,115,492376827,-1145901738,1.903,358.0,50.4,50.0,827.0,25,2019-01-08 12:52:14,46.7,6.81
0,0,0,0,0.0,running,359.0,80,518.93,359.0,1.903,0.5,116,492376842,-1145901479,1.903,357.0,50.4,47.25,780.0,25,2019-01-08 12:52:15,45.7,6.34
0,0,0,0,0.0,running,358.79999999999995,81,520.7,358.79999999999995,1.903,0.0,117,492376866,-1145901228,1.903,354.0,50.4,47.25,766.0,25,2019-01-08 12:52:16,44.7,6.34
0,0,0,0,0.0,running,358.6,82,522.5,358.6,1.903,0.5,118,492376902,-1145900975,1.903,349.0,50.28,47.25,739.0,25,2019-01-08 12:52:17,44.7,6.25
0,0,0,0,0.0,running,358.4,82,524.43,358.4,1.894,0.5,118,492376917,-1145900701,1.894,349.0,50.28,47.25,724.0,25,2019-01-08 12:52:18,43.7,6.12
0,0,0,0,0.0,running,358.20000000000005,81,526.18,358.20000000000005,1.894,0.0,119,492376910,-1145900451,1.894,352.0,50.18,47.25,719.0,25,2019-01-08 12:52:19,45.7,6.25
0,0,0,0,0.0,running,358.0,81,527.67,358.0,1.875,0.0,119,492376907,-1145900238,1.875,350.0,50.09,47.0,709.0,25,2019-01-08 12:52:20,47.7,6.53
0,0,0,0,0.0,running,357.6,81,529.32,357.6,1.866,0.0,118,492376912,-1145900003,1.866,349.0,50.0,46.75,706.0,25,2019-01-08 12:52:21,49.7,6.81
0,0,0,0,0.0,running,357.6,79,531.15,357.6,1.838,0.0,117,492376917,-1145899742,1.838,355.0,49.87,47.0,707.0,25,2019-01-08 12:52:22,49.7,6.81
0,0,0,0,0.0,running,357.4,78,532.94,357.4,1.829,0.5,117,492376935,-1145899488,1.829,358.0,49.78,47.25,684.0,25,2019-01-08 12:52:23,49.7,6.9
0,0,0,0,0.0,running,357.0,79,534.59,357.0,1.819,0.0,118,492376946,-1145899254,1.819,357.0,49.87,47.25,672.0,25,2019-01-08 12:52:24,48.7,7.12
0,0,0,0,0.0,running,356.79999999999995,80,536.17,356.79999999999995,1.819,0.5,118,492376944,-1145899029,1.819,351.0,49.87,47.0,659.0,25,2019-01-08 12:52:25,48.7,7.12
0,0,0,0,0.0,running,356.6,81,538.08,356.6,1.81,0.5,118,492376929,-1145898757,1.81,351.0,49.87,47.25,654.0,25,2019-01-08 12:52:26,48.7,7.21
0,0,0,0,0.0,running,356.20000000000005,81,539.84,356.20000000000005,1.81,0.5,118,492376935,-1145898505,1.81,347.0,49.78,47.0,650.0,25,2019-01-08 12:52:27,51.7,7.59
