,activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio
0,running,343.20000000000005,0,0.07,343.20000000000005,0.0,0.0,98,492373229,-1145961990,0.0,0.0,0.0,0.0,0.0,26,2019-01-17 14:37:38,0.0,0.0
0,running,343.20000000000005,37,0.32,343.20000000000005,0.0,0.5,98,492373253,-1145961974,0.0,796.0,0.0,50.0,0.0,26,2019-01-17 14:37:39,46.7,0.0
0,running,342.6,42,0.96,342.6,0.009,0.0,98,492373212,-1145961921,0.009,669.0,48.28,47.0,0.0,26,2019-01-17 14:37:42,46.7,0.0
0,running,342.6,63,3.98,342.6,0.672,0.0,97,492373357,-1145962252,0.672,525.0,49.59,49.25,329.0,26,2019-01-17 14:37:48,71.2,22.93
0,running,342.4,62,11.99,342.4,1.334,0.0,95,492373951,-1145963148,1.334,487.0,49.96,50.0,873.0,26,2019-01-17 14:37:52,72.2,8.87
0,running,342.20000000000005,60,15.76,342.20000000000005,1.605,0.0,98,492374334,-1145963332,1.605,491.0,50.09,48.0,910.0,26,2019-01-17 14:37:54,71.2,8.28
0,running,342.0,57,17.43,342.0,1.521,0.0,102,492374505,-1145963410,1.521,493.0,50.09,47.75,911.0,26,2019-01-17 14:37:55,70.2,8.09
0,running,341.20000000000005,81,29.63,341.20000000000005,1.437,0.0,95,492375788,-1145963380,1.437,416.0,49.84,48.75,682.0,26,2019-01-17 14:38:02,57.5,7.59
0,running,341.0,83,32.3,341.0,1.68,0.0,96,492376077,-1145963415,1.68,324.0,49.53,48.25,659.0,26,2019-01-17 14:38:03,56.5,8.96
0,running,340.79999999999995,67,34.66,340.79999999999995,1.903,0.5,100,492376336,-1145963429,1.903,419.0,49.53,47.25,743.0,26,2019-01-17 14:38:04,59.5,8.87
0,running,340.79999999999995,59,37.03,340.79999999999995,1.978,0.0,104,492376593,-1145963457,1.978,454.0,49.53,47.25,818.0,26,2019-01-17 14:38:05,74.0,8.68
0,running,340.79999999999995,56,39.02,340.79999999999995,1.978,0.5,107,492376812,-1145963488,1.978,488.0,49.53,50.0,1111.0,26,2019-01-17 14:38:06,69.2,7.68
0,running,340.79999999999995,56,40.81,340.79999999999995,1.857,0.5,107,492377003,-1145963539,1.857,496.0,49.53,48.25,1093.0,26,2019-01-17 14:38:07,64.2,7.5
0,running,340.79999999999995,76,46.42,340.79999999999995,1.624,0.5,110,492377600,-1145963482,1.624,343.0,48.96,47.0,598.0,25,2019-01-17 14:38:11,79.0,7.68
0,running,340.79999999999995,75,47.59,340.79999999999995,1.204,0.5,111,492377635,-1145963322,1.204,441.0,49.31,50.0,674.0,25,2019-01-17 14:38:12,85.7,10.53
0,running,340.79999999999995,55,51.21,340.79999999999995,1.278,0.0,113,492377590,-1145962802,1.278,522.0,49.65,48.0,665.0,25,2019-01-17 14:38:15,61.5,9.75
0,running,341.4,56,70.57,341.4,1.437,0.0,109,492377315,-1145960039,1.437,531.0,49.75,50.0,774.0,25,2019-01-17 14:38:28,48.7,6.53
0,running,341.4,60,77.93,341.4,1.446,0.5,116,492377572,-1145958989,1.446,493.0,48.71,50.0,717.0,25,2019-01-17 14:38:34,61.5,7.31
0,running,341.79999999999995,63,86.36,341.79999999999995,1.596,0.0,119,492377527,-1145957800,1.596,474.0,49.09,48.5,782.0,25,2019-01-17 14:38:39,84.7,9.75
0,running,342.0,62,94.56,342.0,1.661,0.0,122,492377701,-1145956644,1.661,481.0,49.21,50.0,848.0,25,2019-01-17 14:38:44,67.2,8.37
0,running,342.20000000000005,61,96.19,342.20000000000005,1.652,0.5,122,492377740,-1145956416,1.652,480.0,49.31,50.0,846.0,25,2019-01-17 14:38:45,67.2,8.18
0,running,342.4,61,101.05,342.4,1.661,0.5,119,492377831,-1145955722,1.661,478.0,49.5,50.0,812.0,25,2019-01-17 14:38:48,63.2,7.9
0,running,342.4,63,107.44,342.4,1.661,0.0,117,492377943,-1145954819,1.661,466.0,49.84,50.0,784.0,25,2019-01-17 14:38:52,59.5,7.59
0,running,342.4,62,119.91,342.4,1.633,0.0,117,492379160,-1145954149,1.633,477.0,50.09,50.0,812.0,24,2019-01-17 14:39:00,57.5,6.9
0,running,342.79999999999995,60,122.33,342.79999999999995,1.596,0.0,117,492379419,-1145954180,1.596,485.0,50.09,49.0,777.0,24,2019-01-17 14:39:02,61.5,7.59
