,activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio
0,running,339.4,51,3.98,339.4,1.204,0.0,107,,,1.204,574.0,49.87,49.0,762.0,29,2019-01-12 15:35:18,48.7,6.53
0,running,338.4,56,36.8,338.4,1.362,0.0,107,491815818,-1147452385,1.362,523.0,50.78,48.5,713.0,29,2019-01-12 15:35:30,58.5,7.9
0,running,338.20000000000005,55,56.33,338.20000000000005,1.708,0.5,98,491814623,-1147454930,1.708,526.0,50.75,48.75,873.0,29,2019-01-12 15:35:36,48.7,6.81
0,running,337.0,59,88.01,337.0,1.642,0.5,111,491814371,-1147459490,1.642,504.0,50.53,50.0,796.0,28,2019-01-12 15:35:54,65.2,7.59
0,running,337.0,60,92.61,337.0,1.642,0.0,108,491814512,-1147460114,1.642,496.0,50.65,49.0,801.0,28,2019-01-12 15:35:57,66.2,7.9
0,running,336.79999999999995,60,95.68,336.79999999999995,1.68,0.0,107,491814707,-1147460466,1.68,490.0,50.65,50.0,801.0,28,2019-01-12 15:35:59,65.2,7.9
0,running,336.6,60,102.65,336.6,1.67,0.0,107,491815223,-1147461229,1.67,492.0,50.87,48.75,841.0,28,2019-01-12 15:36:04,63.2,7.5
0,running,338.0,61,222.98,338.0,1.512,0.0,112,491822256,-1147471067,1.512,490.0,50.78,50.0,782.0,27,2019-01-12 15:37:27,60.5,8.28
0,running,338.0,60,232.25,338.0,1.568,0.5,113,491821893,-1147472320,1.568,484.0,50.78,48.5,839.0,27,2019-01-12 15:37:32,64.2,7.81
0,running,337.79999999999995,59,245.38,337.79999999999995,1.605,0.0,107,491821282,-1147474022,1.605,503.0,50.46,49.5,853.0,27,2019-01-12 15:37:40,65.2,7.5
0,running,336.79999999999995,89,302.22,336.79999999999995,1.689,0.5,115,491818186,-1147480684,1.689,279.0,50.81,45.75,568.0,26,2019-01-12 15:38:13,57.5,8.18
0,running,337.0,89,304.66,337.0,2.211,0.0,116,491818006,-1147480936,2.211,280.0,50.81,43.5,612.0,26,2019-01-12 15:38:14,57.5,8.37
0,running,337.0,88,306.89,337.0,2.323,0.5,119,491817880,-1147481208,2.323,280.0,50.9,43.0,754.0,26,2019-01-12 15:38:15,58.5,8.09
0,running,337.20000000000005,88,312.14,337.20000000000005,2.538,0.5,122,491817685,-1147481909,2.538,283.0,50.9,42.5,790.0,26,2019-01-12 15:38:17,62.5,8.0
0,running,336.79999999999995,90,324.75,336.79999999999995,2.65,0.0,126,491817240,-1147483597,2.65,280.0,51.09,42.0,877.0,26,2019-01-12 15:38:22,60.5,6.9
0,running,336.79999999999995,90,326.77,336.79999999999995,2.622,0.0,126,491817196,-1147483880,2.622,282.0,51.21,42.25,873.0,26,2019-01-12 15:38:23,58.5,6.71
0,running,336.6,90,329.43,336.6,2.566,0.5,128,491817185,-1147484258,2.566,280.0,51.21,42.25,869.0,26,2019-01-12 15:38:24,58.5,6.71
0,running,336.79999999999995,90,337.13,336.79999999999995,2.566,0.5,132,491817209,-1147485354,2.566,276.0,51.21,41.75,850.0,26,2019-01-12 15:38:27,58.5,6.9
0,running,336.79999999999995,90,348.39,336.79999999999995,2.519,0.0,135,491817170,-1147486938,2.519,280.0,51.0,42.0,844.0,26,2019-01-12 15:38:32,60.5,6.9
