,distance,cadence,altitude,enhanced_speed,speed,heart_rate,step_length,fractional_cadence,stance_time_balance,stance_time_percent,timestamp,vertical_oscillation,vertical_ratio,run_number
0,0.0,37,252.79999999999995,0.0,0.0,93,0.0,0.0,47.9,43.75,2019-01-01 16:44:26,38.0,0.0,1
0,0.0,41,252.79999999999995,0.0,0.0,94,0.0,0.0,47.9,50.0,2019-01-01 16:44:27,40.0,0.0,1
0,1.76,48,253.0,0.905,0.905,97,0.0,0.0,48.0,50.0,2019-01-01 16:44:29,42.7,0.0,1
0,3.78,48,253.20000000000005,1.036,1.036,101,0.0,0.5,48.12,45.75,2019-01-01 16:44:31,42.7,0.0,1
0,4.84,49,253.20000000000005,1.064,1.064,104,0.0,0.0,48.31,45.5,2019-01-01 16:44:32,42.7,0.0,1
0,5.93,51,253.20000000000005,1.092,1.092,108,0.0,0.0,48.46,45.0,2019-01-01 16:44:36,55.5,0.0,1
0,7.04,51,253.20000000000005,1.101,1.101,111,0.0,0.5,49.12,45.0,2019-01-01 16:44:38,53.5,0.0,1
0,24.75,51,253.79999999999995,1.073,1.073,108,0.0,0.0,50.78,45.75,2019-01-01 16:44:52,52.5,0.0,1
0,26.95,51,253.79999999999995,1.026,1.026,111,0.0,0.0,50.9,45.75,2019-01-01 16:44:54,52.5,0.0,1
0,29.84,59,253.60000000000002,1.045,1.045,114,459.0,0.0,51.21,44.75,2019-01-01 16:44:56,49.7,1.25,1
0,33.12,60,253.39999999999998,1.12,1.12,113,550.0,0.5,51.75,39.5,2019-01-01 16:44:59,35.0,7.03,1
0,47.56,54,252.60000000000002,1.204,1.204,108,661.0,0.5,52.4,49.75,2019-01-01 16:45:14,45.7,6.81,1
0,79.63,56,252.79999999999995,1.194,1.194,113,668.0,0.5,50.65,49.25,2019-01-01 16:45:40,46.7,7.21,1
0,114.83,60,252.0,1.222,1.222,117,625.0,0.0,50.53,49.5,2019-01-01 16:46:09,70.2,10.25,1
0,128.74,63,252.39999999999998,1.334,1.334,122,652.0,0.0,50.71,48.75,2019-01-01 16:46:18,67.2,10.15,1
0,148.55,64,252.20000000000005,1.502,1.502,123,729.0,0.0,49.87,49.0,2019-01-01 16:46:30,52.5,7.68,1
0,154.91,64,252.20000000000005,1.568,1.568,123,798.0,0.5,49.31,49.0,2019-01-01 16:46:34,57.5,7.31,1
0,159.11,61,252.20000000000005,1.568,1.568,124,817.0,0.0,49.31,48.5,2019-01-01 16:46:37,61.5,7.21,1
0,176.18,62,252.39999999999998,1.689,1.689,121,834.0,0.0,49.03,49.25,2019-01-01 16:46:47,62.5,7.21,1
0,211.69,69,253.79999999999995,1.54,1.54,128,684.0,0.0,48.87,49.5,2019-01-01 16:47:10,44.7,6.12,1
0,219.9,63,254.60000000000002,1.624,1.624,130,742.0,0.5,48.87,49.25,2019-01-01 16:47:15,53.5,6.71,1
0,222.89,58,254.79999999999995,1.605,1.605,130,848.0,0.5,48.87,48.5,2019-01-01 16:47:17,54.5,6.71,1
0,234.79,71,254.20000000000005,1.838,1.838,128,877.0,0.0,49.12,49.0,2019-01-01 16:47:24,41.7,6.53,1
0,261.39,63,254.60000000000002,1.633,1.633,128,842.0,0.5,48.93,48.5,2019-01-01 16:47:40,57.5,6.71,1
0,263.06,61,254.79999999999995,1.624,1.624,131,871.0,0.5,49.06,50.0,2019-01-01 16:47:41,58.5,6.81,1
0,273.43,69,256.0,1.913,1.913,134,830.0,0.5,49.65,46.75,2019-01-01 16:47:47,35.0,5.15,1
0,276.59,70,255.79999999999995,1.633,1.633,132,548.0,0.0,49.65,47.25,2019-01-01 16:47:49,57.5,6.03,1
0,282.15,68,256.20000000000005,1.381,1.381,132,652.0,0.5,49.84,47.25,2019-01-01 16:47:53,40.0,6.53,1
0,285.72,69,256.20000000000005,1.614,1.614,134,625.0,0.5,49.34,47.5,2019-01-01 16:47:55,36.0,6.03,1
0,321.42,63,257.4,1.558,1.558,134,803.0,0.0,49.03,50.0,2019-01-01 16:48:19,45.7,6.12,1
0,322.79,63,257.4,1.558,1.558,134,803.0,0.0,49.03,50.0,2019-01-01 16:48:20,45.7,6.12,1
0,412.72,62,261.4,1.446,1.446,126,704.0,0.5,47.4,48.75,2019-01-01 16:49:18,58.5,6.25,1
0,419.45,57,262.4,1.502,1.502,127,775.0,0.5,47.71,44.0,2019-01-01 16:49:22,62.5,7.4,1
0,432.57,63,264.0,1.68,1.68,129,808.0,0.5,48.18,48.5,2019-01-01 16:49:29,42.7,6.25,1
0,541.63,67,264.20000000000005,1.484,1.484,122,675.0,0.0,48.28,48.75,2019-01-01 16:50:40,40.0,5.93,1
0,547.18,68,264.20000000000005,1.53,1.53,122,697.0,0.0,48.31,48.5,2019-01-01 16:50:44,37.0,5.56,1
0,596.9,70,265.4,1.344,1.344,120,508.0,0.0,48.18,44.5,2019-01-01 16:51:21,51.7,7.4,1
0,597.58,70,265.6,1.372,1.372,121,551.0,0.0,48.43,44.5,2019-01-01 16:51:22,51.7,8.78,1
0,599.94,68,265.6,1.278,1.278,123,568.0,0.0,48.84,50.0,2019-01-01 16:51:24,59.5,9.46,1
0,602.15,58,265.79999999999995,1.278,1.278,124,628.0,0.0,49.37,50.0,2019-01-01 16:51:26,55.5,8.78,1
0,625.67,68,266.4,1.53,1.53,128,703.0,0.0,49.18,50.0,2019-01-01 16:51:41,35.0,6.25,1
0,654.9,49,267.79999999999995,1.372,1.372,126,743.0,0.0,49.28,50.0,2019-01-01 16:52:02,60.5,6.25,1
0,656.12,57,268.0,1.157,1.157,127,712.0,0.0,49.18,49.25,2019-01-01 16:52:03,50.7,6.43,1
0,695.71,83,269.4,1.521,1.521,125,540.0,0.5,49.12,49.25,2019-01-01 16:52:29,41.0,6.03,1
0,730.16,77,268.6,1.596,1.596,119,723.0,0.5,52.0,48.5,2019-01-01 16:52:51,43.7,5.06,1
0,735.07,103,269.20000000000005,1.465,1.465,122,442.0,0.0,51.59,18.75,2019-01-01 16:52:55,48.7,6.53,1
0,740.52,72,269.6,1.381,1.381,126,510.0,0.0,51.25,45.0,2019-01-01 16:52:59,72.2,12.68,1
0,746.84,91,269.6,1.698,1.698,127,576.0,0.5,50.65,42.25,2019-01-01 16:53:02,59.5,12.96,1
0,751.22,90,269.4,2.081,2.081,128,750.0,0.0,50.65,41.5,2019-01-01 16:53:04,64.2,11.12,1
0,754.96,91,269.20000000000005,2.137,2.137,130,729.0,0.0,50.37,42.5,2019-01-01 16:53:06,61.5,9.25,1
0,761.7,79,269.79999999999995,2.043,2.043,133,706.0,0.5,49.87,41.5,2019-01-01 16:53:10,79.0,8.96,1
0,765.32,92,270.4,1.885,1.885,134,591.0,0.5,49.75,44.0,2019-01-01 16:53:12,49.7,8.78,1
0,770.99,88,271.20000000000005,1.894,1.894,137,690.0,0.0,49.53,44.5,2019-01-01 16:53:15,54.5,8.59,1
0,772.46,85,271.4,1.903,1.903,138,736.0,0.5,49.53,45.0,2019-01-01 16:53:16,55.5,8.46,1
0,775.04,78,271.6,1.764,1.764,140,756.0,0.0,49.53,45.5,2019-01-01 16:53:18,69.2,8.46,1
0,777.95,79,271.79999999999995,1.586,1.586,143,492.0,0.5,49.65,45.25,2019-01-01 16:53:20,64.2,10.43,1
0,783.6,85,272.20000000000005,1.586,1.586,146,531.0,0.0,49.75,44.5,2019-01-01 16:53:23,60.5,10.81,1
0,790.77,87,272.4,1.717,1.717,148,652.0,0.0,49.71,43.75,2019-01-01 16:53:27,60.5,9.75,1
0,801.85,87,273.6,1.857,1.857,150,677.0,0.0,49.62,43.5,2019-01-01 16:53:32,60.5,8.87,1
0,806.58,87,273.20000000000005,1.903,1.903,152,720.0,0.5,49.62,43.75,2019-01-01 16:53:34,58.5,8.28,1
0,809.85,84,273.20000000000005,1.922,1.922,153,801.0,0.0,49.43,43.75,2019-01-01 16:53:36,58.5,7.68,1
0,819.88,83,274.0,1.782,1.782,154,621.0,0.5,48.56,44.5,2019-01-01 16:53:42,54.5,9.06,1
0,822.75,83,274.6,1.782,1.782,155,635.0,0.5,48.93,44.75,2019-01-01 16:53:44,53.5,8.68,1
0,829.89,84,275.4,1.736,1.736,157,637.0,0.0,49.15,44.5,2019-01-01 16:53:48,63.2,9.37,1
0,831.28,83,275.6,1.736,1.736,158,644.0,0.0,49.15,45.0,2019-01-01 16:53:49,61.5,9.37,1
0,834.94,84,276.20000000000005,1.689,1.689,158,627.0,0.0,49.28,45.0,2019-01-01 16:53:51,62.5,9.46,1
0,839.62,79,276.79999999999995,1.698,1.698,160,673.0,0.0,49.18,44.5,2019-01-01 16:53:54,58.5,8.96,1
0,850.82,81,277.4,1.726,1.726,161,672.0,0.5,49.28,45.25,2019-01-01 16:54:00,60.5,9.25,1
0,858.4,89,277.6,1.717,1.717,161,590.0,0.5,49.28,43.0,2019-01-01 16:54:04,60.5,9.46,1
0,872.25,84,277.20000000000005,1.941,1.941,161,667.0,0.0,49.56,43.25,2019-01-01 16:54:11,63.2,9.37,1
0,877.98,84,277.20000000000005,1.922,1.922,161,679.0,0.5,49.59,43.0,2019-01-01 16:54:14,64.2,9.37,1
0,883.75,82,277.6,1.903,1.903,161,714.0,0.0,49.78,44.0,2019-01-01 16:54:17,65.2,9.25,1
0,891.59,83,275.0,1.829,1.829,161,696.0,0.5,49.5,44.25,2019-01-01 16:54:22,60.5,8.78,1
0,893.03,82,273.79999999999995,1.782,1.782,161,687.0,0.5,49.5,44.25,2019-01-01 16:54:23,63.2,9.25,1
0,895.98,81,272.20000000000005,1.633,1.633,160,559.0,0.5,49.5,44.0,2019-01-01 16:54:25,67.2,10.15,1
0,910.47,86,272.6,2.09,2.09,161,726.0,0.5,49.87,43.25,2019-01-01 16:54:32,64.2,9.56,1
0,927.75,81,273.0,1.689,1.689,158,643.0,0.0,49.59,44.5,2019-01-01 16:54:43,63.2,9.46,1
0,930.98,81,273.4,1.456,1.456,158,593.0,0.5,49.5,45.0,2019-01-01 16:54:45,58.5,9.65,1
0,932.71,81,273.79999999999995,1.456,1.456,158,502.0,0.5,49.5,44.75,2019-01-01 16:54:46,62.5,11.03,1
0,936.49,81,274.0,1.474,1.474,158,543.0,0.0,49.59,44.5,2019-01-01 16:54:48,68.2,11.9,1
0,940.37,87,274.20000000000005,1.512,1.512,158,541.0,0.0,49.59,43.25,2019-01-01 16:54:50,68.2,12.09,1
0,943.78,84,274.0,1.614,1.614,157,574.0,0.5,49.5,43.25,2019-01-01 16:54:52,69.2,12.0,1
0,949.3,85,274.4,1.577,1.577,156,592.0,0.0,49.4,43.5,2019-01-01 16:54:57,61.5,10.34,1
0,950.53,86,274.6,1.446,1.446,156,396.0,0.5,49.31,43.25,2019-01-01 16:54:58,60.5,10.81,1
0,966.12,86,274.20000000000005,1.39,1.39,153,550.0,0.0,49.68,42.75,2019-01-01 16:55:08,68.2,12.37,1
0,978.17,84,273.4,1.791,1.791,151,676.0,0.5,49.87,41.75,2019-01-01 16:55:14,80.0,12.09,1
0,999.54,87,272.4,1.931,1.931,151,673.0,0.5,50.0,42.75,2019-01-01 16:55:25,64.2,9.37,1
0,1020.63,86,273.0,1.95,1.95,150,666.0,0.0,49.96,41.75,2019-01-01 16:55:36,73.0,10.34,1
0,1031.43,89,273.4,2.006,2.006,147,706.0,0.0,50.15,42.0,2019-01-01 16:55:41,62.5,9.37,1
0,1036.05,88,273.6,2.062,2.062,147,742.0,0.5,50.15,41.5,2019-01-01 16:55:43,67.2,9.15,1
0,1058.09,90,272.6,2.23,2.23,147,789.0,0.0,50.25,40.25,2019-01-01 16:55:53,65.2,8.46,1
0,1059.68,96,272.4,2.221,2.221,147,745.0,0.0,49.96,41.25,2019-01-01 16:55:54,50.7,8.0,1
0,1071.85,86,271.4,1.708,1.708,144,635.0,0.5,49.59,42.0,2019-01-01 16:56:01,69.2,9.75,1
0,1092.03,88,270.4,1.978,1.978,144,687.0,0.0,50.0,42.0,2019-01-01 16:56:11,66.2,9.56,1
0,1094.24,87,270.20000000000005,1.978,1.978,146,687.0,0.0,50.09,42.0,2019-01-01 16:56:12,66.2,9.56,1
0,1105.25,121,269.79999999999995,1.987,1.987,143,700.0,0.0,49.96,41.5,2019-01-01 16:56:17,58.5,10.15,1
0,1125.94,98,269.20000000000005,1.791,1.791,144,554.0,0.0,49.37,41.0,2019-01-01 16:56:28,57.5,10.03,1
0,1127.65,114,269.20000000000005,1.745,1.745,145,537.0,0.5,49.37,40.75,2019-01-01 16:56:29,52.5,10.62,1
0,1136.13,88,267.79999999999995,2.015,2.015,145,676.0,0.5,49.96,41.75,2019-01-01 16:56:33,73.0,9.93,1
0,1137.56,88,267.79999999999995,2.015,2.015,145,692.0,0.0,49.96,42.0,2019-01-01 16:56:34,74.0,9.93,1
0,1143.59,128,267.20000000000005,1.157,1.157,145,288.0,0.0,48.81,42.75,2019-01-01 16:56:40,36.0,12.28,1
0,1145.91,91,266.79999999999995,1.39,1.39,145,371.0,0.0,48.43,42.75,2019-01-01 16:56:42,71.2,15.12,1
0,1155.95,83,265.79999999999995,1.68,1.68,144,682.0,0.5,48.37,43.75,2019-01-01 16:56:48,67.2,12.28,1
0,1170.35,92,265.0,1.624,1.624,147,585.0,0.0,49.12,43.25,2019-01-01 16:56:56,60.5,10.03,1
0,1176.28,90,264.6,1.67,1.67,147,577.0,0.5,49.43,42.25,2019-01-01 16:56:59,62.5,10.62,1
0,1179.31,90,264.79999999999995,1.698,1.698,147,589.0,0.0,49.43,41.75,2019-01-01 16:57:01,63.2,10.62,1
0,1180.59,90,264.79999999999995,1.68,1.68,142,594.0,0.0,49.43,41.75,2019-01-01 16:57:02,64.2,10.71,1
0,1183.15,92,265.0,1.624,1.624,141,586.0,0.5,49.43,41.5,2019-01-01 16:57:04,62.5,10.62,1
0,1185.69,103,264.79999999999995,1.577,1.577,140,541.0,0.0,49.21,41.5,2019-01-01 16:57:06,61.5,11.21,1
0,1190.45,97,264.4,1.605,1.605,142,447.0,0.5,49.31,40.5,2019-01-01 16:57:09,57.5,12.18,1
0,1193.77,99,263.6,1.642,1.642,144,463.0,0.5,49.21,40.25,2019-01-01 16:57:11,58.5,12.18,1
0,1201.61,88,262.6,1.764,1.764,146,596.0,0.5,49.31,39.75,2019-01-01 16:57:15,70.2,11.71,1
0,1222.72,88,263.0,1.81,1.81,147,622.0,0.5,49.53,42.5,2019-01-01 16:57:27,65.2,10.03,1
0,1243.68,85,263.6,1.829,1.829,146,683.0,0.5,49.81,41.75,2019-01-01 16:57:38,74.0,9.84,1
0,1247.47,86,263.4,1.801,1.801,146,651.0,0.0,49.71,41.25,2019-01-01 16:57:40,73.0,10.53,1
0,1250.52,98,263.0,1.764,1.764,146,550.0,0.5,49.5,40.5,2019-01-01 16:57:44,56.5,10.81,1
0,1256.19,88,261.0,1.484,1.484,146,361.0,0.5,49.31,40.75,2019-01-01 16:57:48,70.2,23.9,1
0,1275.05,90,260.20000000000005,1.847,1.847,145,596.0,0.5,49.68,41.0,2019-01-01 16:57:58,65.2,11.03,1
0,1288.21,99,260.20000000000005,1.726,1.726,144,582.0,0.0,49.59,40.75,2019-01-01 16:58:05,54.5,10.62,1
0,1291.96,97,259.79999999999995,1.838,1.838,144,569.0,0.5,49.5,41.25,2019-01-01 16:58:07,58.5,10.34,1
0,1294.81,97,259.20000000000005,1.801,1.801,143,580.0,0.5,49.4,41.25,2019-01-01 16:58:09,59.5,10.15,1
0,1298.41,88,258.79999999999995,1.726,1.726,143,590.0,0.0,49.4,40.75,2019-01-01 16:58:11,71.2,10.62,1
0,1306.32,90,257.4,1.661,1.661,141,586.0,0.0,49.31,42.0,2019-01-01 16:58:16,58.5,10.62,1
0,1315.97,90,256.4,1.754,1.754,141,597.0,0.5,49.59,41.0,2019-01-01 16:58:21,65.2,10.93,1
0,1323.76,84,256.4,1.745,1.745,141,651.0,0.0,49.5,44.0,2019-01-01 16:58:26,77.0,9.93,1
0,1329.42,96,256.6,1.633,1.633,141,465.0,0.0,49.25,42.5,2019-01-01 16:58:29,62.5,12.0,1
0,1345.49,89,257.20000000000005,1.624,1.624,144,540.0,0.5,49.46,43.25,2019-01-01 16:58:39,61.5,10.03,1
0,1367.63,91,257.0,1.791,1.791,146,658.0,0.5,49.37,41.25,2019-01-01 16:58:50,61.5,9.93,1
0,1379.66,89,257.0,1.894,1.894,146,681.0,0.0,49.68,42.75,2019-01-01 16:58:56,60.5,8.78,1
0,1387.05,89,257.4,1.875,1.875,147,632.0,0.5,49.78,43.25,2019-01-01 16:59:00,56.5,8.68,1
0,1390.3,90,257.6,1.875,1.875,148,628.0,0.0,49.87,44.25,2019-01-01 16:59:02,51.7,8.37,1
0,1396.56,92,258.0,1.819,1.819,150,562.0,0.0,49.68,45.5,2019-01-01 16:59:06,43.7,7.9,1
0,1400.32,90,258.6,1.81,1.81,150,565.0,0.5,49.68,45.5,2019-01-01 16:59:08,58.5,8.68,1
0,1401.54,91,258.79999999999995,1.801,1.801,150,568.0,0.5,49.68,45.25,2019-01-01 16:59:09,53.5,8.78,1
0,1409.18,89,259.6,1.745,1.745,152,550.0,0.0,49.68,42.75,2019-01-01 16:59:14,59.5,10.25,1
0,1417.49,93,259.6,1.698,1.698,153,549.0,0.0,49.81,43.75,2019-01-01 16:59:20,51.7,9.65,1
0,1419.45,91,259.6,1.652,1.652,153,527.0,0.0,49.68,44.5,2019-01-01 16:59:22,49.7,9.56,1
0,1429.21,87,260.6,1.493,1.493,155,482.0,0.0,49.78,44.5,2019-01-01 16:59:28,50.7,10.93,1
0,1430.82,87,261.0,1.484,1.484,155,524.0,0.0,49.43,45.25,2019-01-01 16:59:29,50.7,10.43,1
0,1448.67,89,261.79999999999995,1.652,1.652,158,582.0,0.5,49.53,41.25,2019-01-01 16:59:39,62.5,11.21,1
0,1469.05,94,260.79999999999995,1.885,1.885,159,667.0,0.5,49.75,40.5,2019-01-01 16:59:49,60.5,9.37,1
0,1471.12,93,260.6,1.903,1.903,159,676.0,0.5,49.75,40.25,2019-01-01 16:59:50,61.5,9.25,1
0,1474.97,88,260.20000000000005,1.922,1.922,158,671.0,0.5,49.75,38.5,2019-01-01 16:59:52,65.2,9.37,1
0,1482.29,90,259.6,1.847,1.847,157,611.0,0.0,49.93,40.25,2019-01-01 16:59:57,71.2,10.43,1
0,1484.86,90,258.79999999999995,1.698,1.698,157,583.0,0.5,50.03,40.25,2019-01-01 16:59:59,75.0,11.59,1
0,1486.57,90,258.20000000000005,1.633,1.633,157,586.0,0.0,50.03,40.5,2019-01-01 17:00:00,71.2,11.59,1
0,1493.94,86,257.20000000000005,1.577,1.577,155,553.0,0.5,49.84,41.5,2019-01-01 17:00:05,68.2,12.0,1
0,1500.24,93,257.4,1.605,1.605,153,534.0,0.0,49.75,40.75,2019-01-01 17:00:09,63.2,12.09,1
0,1509.71,87,256.79999999999995,1.614,1.614,150,544.0,0.5,49.53,42.5,2019-01-01 17:00:15,56.5,11.21,1
0,1524.04,86,257.0,1.68,1.68,149,594.0,0.0,49.81,43.25,2019-01-01 17:00:23,64.2,10.15,1
0,1546.03,88,257.20000000000005,1.838,1.838,147,649.0,0.5,49.9,41.5,2019-01-01 17:00:34,66.2,9.93,1
0,1553.89,87,257.4,1.885,1.885,148,669.0,0.0,50.0,43.25,2019-01-01 17:00:38,64.2,9.37,1
0,1558.58,86,257.4,1.819,1.819,148,651.0,0.5,49.9,44.0,2019-01-01 17:00:41,57.5,9.06,1
0,1560.17,86,257.4,1.81,1.81,147,632.0,0.0,49.9,44.25,2019-01-01 17:00:42,60.5,9.25,1
0,1561.95,85,257.6,1.81,1.81,147,612.0,0.5,49.9,44.25,2019-01-01 17:00:43,62.5,9.65,1
0,1568.07,86,258.20000000000005,1.782,1.782,148,617.0,0.0,49.9,42.25,2019-01-01 17:00:47,68.2,10.71,1
0,1569.17,85,258.20000000000005,1.764,1.764,149,619.0,0.0,49.9,42.25,2019-01-01 17:00:48,70.2,10.93,1
0,1571.63,82,258.20000000000005,1.717,1.717,149,613.0,0.5,50.03,44.0,2019-01-01 17:00:50,67.2,10.71,1
0,1577.25,86,258.20000000000005,1.68,1.68,151,504.0,0.5,49.93,44.25,2019-01-01 17:00:53,55.5,10.53,1
0,1579.67,88,258.79999999999995,1.689,1.689,153,557.0,0.5,49.93,44.75,2019-01-01 17:00:55,50.7,9.56,1
0,1582.84,87,259.4,1.614,1.614,154,549.0,0.5,49.93,44.5,2019-01-01 17:00:57,54.5,10.03,1
0,1596.24,87,260.4,1.652,1.652,157,590.0,0.0,50.03,44.25,2019-01-01 17:01:04,53.5,9.37,1
0,1597.61,87,260.6,1.661,1.661,157,597.0,0.0,50.03,44.5,2019-01-01 17:01:05,52.5,9.15,1
0,1599.49,86,261.0,1.642,1.642,157,602.0,0.5,50.12,45.0,2019-01-01 17:01:07,51.7,8.78,1
0,1602.3,84,261.4,1.586,1.586,157,568.0,0.5,50.21,45.75,2019-01-01 17:01:09,53.5,9.25,1
0,1609.54,84,261.79999999999995,1.558,1.558,159,534.0,0.5,50.12,45.5,2019-01-01 17:01:14,58.5,10.53,1
0,1613.97,89,262.20000000000005,1.558,1.558,160,524.0,0.5,50.03,44.5,2019-01-01 17:01:17,53.5,10.43,1
0,1620.29,88,262.4,1.484,1.484,160,499.0,0.0,50.12,43.25,2019-01-01 17:01:21,59.5,11.4,1
0,1629.28,88,262.79999999999995,1.586,1.586,159,552.0,0.0,50.12,42.25,2019-01-01 17:01:25,61.5,11.21,1
0,1632.32,88,263.6,1.652,1.652,159,685.0,0.0,50.12,42.75,2019-01-01 17:01:27,59.5,10.25,1
0,1632.65,89,263.79999999999995,1.661,1.661,159,631.0,0.0,50.12,43.0,2019-01-01 17:01:28,57.5,9.65,1
0,1637.0,83,264.6,1.568,1.568,159,549.0,0.5,50.03,43.5,2019-01-01 17:01:32,56.5,9.65,1
0,1639.36,93,265.0,1.521,1.521,160,464.0,0.5,49.78,42.0,2019-01-01 17:01:34,41.0,9.46,1
0,1645.67,87,265.79999999999995,1.353,1.353,160,448.0,0.0,49.81,45.25,2019-01-01 17:01:38,47.7,10.15,1
0,1649.8,88,266.4,1.512,1.512,160,459.0,0.0,49.9,42.75,2019-01-01 17:01:40,79.0,14.93,1
0,1664.79,86,266.20000000000005,1.894,1.894,159,671.0,0.5,50.09,42.25,2019-01-01 17:01:47,60.5,9.56,1
0,1676.54,86,266.4,1.931,1.931,158,688.0,0.5,49.9,42.0,2019-01-01 17:01:53,67.2,9.15,1
0,1687.6,84,266.20000000000005,1.866,1.866,155,658.0,0.5,50.09,42.25,2019-01-01 17:01:59,65.2,9.65,1
0,1701.91,87,266.20000000000005,1.885,1.885,155,649.0,0.5,50.09,41.75,2019-01-01 17:02:06,73.0,10.15,1
0,1707.49,96,265.79999999999995,1.857,1.857,154,627.0,0.5,50.0,41.5,2019-01-01 17:02:09,59.5,9.75,1
0,1720.82,86,265.0,1.931,1.931,153,644.0,0.5,49.68,42.25,2019-01-01 17:02:16,56.5,9.84,1
0,1723.81,84,264.79999999999995,1.903,1.903,154,713.0,0.5,49.68,42.75,2019-01-01 17:02:18,64.2,9.46,1
0,1733.56,96,263.6,1.456,1.456,152,461.0,0.5,49.9,37.75,2019-01-01 17:02:25,57.5,11.71,1
0,1753.77,97,262.79999999999995,1.913,1.913,149,650.0,0.0,50.0,42.25,2019-01-01 17:02:35,57.5,9.25,1
0,1760.43,97,262.79999999999995,1.67,1.67,146,495.0,0.5,49.71,40.0,2019-01-01 17:02:39,54.5,9.93,1
0,1762.23,98,262.6,1.661,1.661,146,485.0,0.5,49.43,40.0,2019-01-01 17:02:40,55.5,11.31,1
0,1771.31,90,261.6,1.726,1.726,146,592.0,0.5,49.43,40.5,2019-01-01 17:02:45,72.2,11.21,1
0,1780.96,83,260.6,1.791,1.791,144,645.0,0.5,49.75,41.25,2019-01-01 17:02:50,72.2,10.43,1
0,1793.71,91,259.4,1.661,1.661,144,546.0,0.0,49.87,40.75,2019-01-01 17:02:58,64.2,11.31,1
0,1802.66,96,258.20000000000005,1.661,1.661,143,554.0,0.5,50.06,42.25,2019-01-01 17:03:03,53.5,10.71,1
0,1814.03,93,257.20000000000005,1.866,1.866,141,628.0,0.0,50.25,40.0,2019-01-01 17:03:09,59.5,10.53,1
0,1826.04,88,256.4,1.922,1.922,141,667.0,0.5,50.12,40.25,2019-01-01 17:03:15,76.0,11.03,1
0,1828.39,87,256.0,1.997,1.997,141,673.0,0.0,50.12,40.25,2019-01-01 17:03:16,77.0,11.03,1
0,1848.68,84,255.79999999999995,2.043,2.043,141,729.0,0.5,50.03,41.5,2019-01-01 17:03:25,71.2,9.56,1
0,1864.59,84,255.39999999999998,1.913,1.913,142,624.0,0.5,50.31,42.75,2019-01-01 17:03:35,66.2,10.34,1
0,1873.07,84,255.60000000000002,1.801,1.801,142,598.0,0.5,50.31,42.25,2019-01-01 17:03:41,67.2,10.93,1
0,1894.58,86,255.60000000000002,1.745,1.745,143,598.0,0.5,50.43,41.0,2019-01-01 17:03:53,69.2,11.59,1
0,1915.72,85,255.20000000000005,1.829,1.829,144,664.0,0.5,50.0,43.0,2019-01-01 17:04:04,62.5,9.75,1
0,1935.94,85,256.20000000000005,1.754,1.754,145,640.0,0.0,50.0,43.25,2019-01-01 17:04:15,64.2,9.75,1
0,1939.03,85,256.20000000000005,1.689,1.689,146,598.0,0.0,49.9,44.5,2019-01-01 17:04:17,61.5,9.93,1
0,1951.38,84,257.20000000000005,1.624,1.624,148,628.0,0.5,50.12,42.25,2019-01-01 17:04:24,84.7,12.18,1
0,1965.06,85,257.4,1.67,1.67,146,627.0,0.0,50.12,41.75,2019-01-01 17:04:31,68.2,10.81,1
0,1973.9,85,257.4,1.68,1.68,148,624.0,0.5,50.21,42.0,2019-01-01 17:04:36,66.2,10.62,1
0,1984.55,83,256.79999999999995,1.708,1.708,145,607.0,0.5,50.21,41.5,2019-01-01 17:04:44,70.2,11.31,1
0,1999.12,87,256.0,1.857,1.857,146,647.0,0.0,50.03,42.0,2019-01-01 17:04:52,68.2,10.53,1
0,2018.37,88,256.0,1.68,1.68,143,566.0,0.0,50.21,40.5,2019-01-01 17:05:04,75.0,12.59,1
0,2025.58,86,255.0,1.838,1.838,144,704.0,0.0,50.12,40.25,2019-01-01 17:05:07,76.0,12.09,1
0,2042.96,85,254.0,1.922,1.922,145,678.0,0.5,50.21,41.0,2019-01-01 17:05:17,72.2,10.15,1
0,2055.22,87,254.60000000000002,1.773,1.773,147,576.0,0.0,50.21,42.25,2019-01-01 17:05:25,64.2,10.93,1
0,2061.31,85,255.0,1.736,1.736,147,590.0,0.5,50.21,42.25,2019-01-01 17:05:28,74.0,11.03,1
0,2067.96,91,255.0,1.791,1.791,144,610.0,0.0,50.21,41.0,2019-01-01 17:05:31,73.0,11.4,1
0,2088.37,86,254.39999999999998,1.922,1.922,143,685.0,0.5,50.21,40.0,2019-01-01 17:05:41,75.0,10.71,1
0,2095.4,87,253.79999999999995,1.875,1.875,144,645.0,0.0,50.21,41.25,2019-01-01 17:05:45,69.2,10.62,1
0,2108.43,90,252.79999999999995,2.025,2.025,147,700.0,0.0,50.31,41.0,2019-01-01 17:05:51,63.2,9.56,1
0,2110.33,90,252.79999999999995,2.025,2.025,146,708.0,0.0,50.43,41.25,2019-01-01 17:05:52,63.2,9.06,1
0,2126.36,89,253.79999999999995,1.885,1.885,146,628.0,0.5,50.43,43.25,2019-01-01 17:06:01,55.5,8.78,1
0,2128.35,89,254.0,1.885,1.885,146,626.0,0.0,50.43,42.75,2019-01-01 17:06:02,58.5,9.06,1
0,2136.2,88,255.0,1.885,1.885,148,656.0,0.0,50.12,43.5,2019-01-01 17:06:07,61.5,8.87,1
