activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,run_number,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio
running,336.6,86,3529.87,336.6,2.473,0,159,492587346,-1145925690,10,2.473,278,50.12,39.75,859,15,1/8/19 13:13,80,10.15
running,336.6,86,3531.7,336.6,2.473,0,158,492587538,-1145925747,10,2.473,279,50,40,862,15,1/8/19 13:13,79,9.65
running,336.6,85,3533.71,336.6,2.379,0.5,158,492587750,-1145925797,10,2.379,281,50,40,862,15,1/8/19 13:13,78,9.46
running,336.8,85,3535.69,336.8,2.333,0.5,158,492587961,-1145925841,10,2.333,287,50.09,41.25,820,15,1/8/19 13:13,77,9.25
running,336.6,85,3538.33,336.6,2.286,0.5,159,492588244,-1145925896,10,2.286,291,50.21,41.75,801,15,1/8/19 13:13,75,9.25
running,336.8,85,3541.1,336.8,2.249,0.5,157,492588527,-1145926013,10,2.249,289,50.21,41.5,779,15,1/8/19 13:13,74,9.37
running,337,85,3543.5,337,2.249,0.5,158,492588780,-1145926085,10,2.249,290,50.31,41.5,758,15,1/8/19 13:13,75,9.65
running,337.2,85,3546.17,337.2,2.258,0.5,158,492589059,-1145926172,10,2.258,286,50.31,41,754,15,1/8/19 13:13,78,9.93
running,337.2,86,3549.12,337.2,2.258,0.5,158,492589372,-1145926244,10,2.258,281,50.31,40.5,751,15,1/8/19 13:13,78,10.03
running,337.2,87,3551.87,337.2,2.267,0.5,159,492589658,-1145926337,10,2.267,278,50.31,40.25,756,15,1/8/19 13:13,77,9.93
running,337.2,87,3554.73,337.2,2.295,0.5,159,492589952,-1145926457,10,2.295,275,50.31,40,761,15,1/8/19 13:13,78,10.03
running,337.4,87,3557.58,337.4,2.323,0.5,159,492590245,-1145926579,10,2.323,275,50.31,39.75,784,15,1/8/19 13:13,78,9.84
running,337.2,87,3560.07,337.2,2.333,0,159,492590508,-1145926644,10,2.333,273,50.4,39.5,815,15,1/8/19 13:13,78,9.56
running,337.2,87,3562.55,337.2,2.37,0,159,492590769,-1145926711,10,2.37,275,50.4,39.75,831,15,1/8/19 13:13,77,9.46
running,337,87,3564.98,337,2.37,0,160,492591026,-1145926782,10,2.37,276,50.4,39.75,856,15,1/8/19 13:13,80,9.46
running,337,87,3567.52,337,2.379,0,160,492591289,-1145926878,10,2.379,276,50.4,39.75,863,15,1/8/19 13:13,79,9.15
running,337,87,3570.54,337,2.379,0,160,492591605,-1145926978,10,2.379,277,50.4,40,863,15,1/8/19 13:13,78,9.06
running,337,87,3573.23,337,2.379,0,159,492591885,-1145927077,10,2.379,278,50.4,40,861,15,1/8/19 13:13,79,9.15
running,337,86,3575.57,337,2.398,0.5,159,492592129,-1145927155,10,2.398,278,50.4,40,858,15,1/8/19 13:13,79,9.06
running,337,86,3577.92,337,2.407,0.5,159,492592376,-1145927218,10,2.407,275,50.4,39.75,858,15,1/8/19 13:13,78,8.96
running,337.2,87,3580.02,337.2,2.407,0,159,492592601,-1145927251,10,2.407,275,50.4,39.5,856,15,1/8/19 13:13,78,8.87
running,337.2,87,3582.18,337.2,2.398,0,159,492592834,-1145927269,10,2.398,277,50.4,40,853,15,1/8/19 13:13,77,8.87
running,337.2,86,3584.49,337.2,2.389,0.5,159,492593080,-1145927308,10,2.389,277,50.4,40,832,15,1/8/19 13:13,77,8.96
running,336.8,87,3589.51,336.8,2.379,0,159,492593614,-1145927409,10,2.379,276,50.4,40,803,15,1/8/19 13:13,75,9.06
running,336.8,87,3591.98,336.8,2.379,0,158,492593874,-1145927482,10,2.379,276,50.5,40,801,15,1/8/19 13:13,75,9.15
running,336.8,87,3594.89,336.8,2.379,0,158,492594171,-1145927613,10,2.379,276,50.5,40,804,15,1/8/19 13:13,75,9.15
running,336.8,87,3597.57,336.8,2.379,0,158,492594451,-1145927703,10,2.379,275,50.5,40,806,15,1/8/19 13:13,77,9.15
running,336.8,87,3600.7,336.8,2.407,0,158,492594767,-1145927852,10,2.407,276,50.5,40,813,15,1/8/19 13:13,79,9.37
running,337,86,3603.32,337,2.417,0.5,158,492595038,-1145927953,10,2.417,276,50.5,39.5,832,15,1/8/19 13:13,79,9.25
running,337,86,3606.14,337,2.445,0.5,158,492595330,-1145928061,10,2.445,275,50.5,39.5,860,15,1/8/19 13:13,79,8.96
running,337.2,87,3608.79,337.2,2.454,0,158,492595609,-1145928134,10,2.454,273,50.5,39.5,887,15,1/8/19 13:13,78,8.68
running,337,87,3611.51,337,2.463,0,159,492595899,-1145928186,10,2.463,273,50.5,39.5,889,15,1/8/19 13:13,78,8.59
running,336.8,87,3614.17,336.8,2.473,0,159,492596182,-1145928239,10,2.473,273,50.5,39.5,897,15,1/8/19 13:13,78,8.46
running,336.8,87,3616.69,336.8,2.482,0,159,492596452,-1145928276,10,2.482,272,50.5,39.5,899,15,1/8/19 13:13,77,8.37
running,336.8,87,3619.38,336.8,2.491,0.5,159,492596734,-1145928352,10,2.491,271,50.4,39.5,900,15,1/8/19 13:13,77,8.46
running,337,87,3621.94,337,2.491,0.5,159,492597006,-1145928411,10,2.491,272,50.4,39.5,900,15,1/8/19 13:13,78,8.46
running,337,88,3624.41,337,2.501,0,158,492597264,-1145928496,10,2.501,271,50.4,39.5,887,15,1/8/19 13:13,77,8.46
running,337.2,88,3626.79,337.2,2.501,0.5,160,492597516,-1145928548,10,2.501,269,50.4,39.5,887,15,1/8/19 13:13,77,8.46
running,337.2,88,3629.4,337.2,2.51,0,159,492597790,-1145928629,10,2.51,270,50.5,39.5,889,15,1/8/19 13:13,77,8.46
running,337.4,87,3631.84,337.4,2.51,0,159,492598052,-1145928655,10,2.51,272,50.5,39.5,892,15,1/8/19 13:13,78,8.46
running,337.4,87,3634.16,337.4,2.51,0,159,492598301,-1145928664,10,2.51,272,50.5,39.5,895,15,1/8/19 13:13,79,8.59
running,337.4,86,3636.69,337.4,2.51,0.5,159,492598570,-1145928724,10,2.51,274,50.5,39.5,892,15,1/8/19 13:13,80,8.59
running,337.2,87,3639.32,337.2,2.51,0,159,492598847,-1145928801,10,2.51,270,50.4,39.25,884,15,1/8/19 13:14,80,8.68
running,337,87,3642.13,337,2.519,0,160,492599141,-1145928882,10,2.519,268,50.4,39,876,15,1/8/19 13:14,80,8.87
running,337,87,3644.86,337,2.519,0,159,492599431,-1145928951,10,2.519,269,50.4,39,883,15,1/8/19 13:14,81,8.96
running,336.8,87,3647.43,336.8,2.538,0,159,492599697,-1145929047,10,2.538,269,50.4,39,886,15,1/8/19 13:14,82,8.96
running,336.8,87,3650.07,336.8,2.538,0,159,492599973,-1145929133,10,2.538,269,50.4,39,892,15,1/8/19 13:14,82,9.06
running,336.8,87,3652.6,336.8,2.538,0,159,492600234,-1145929235,10,2.538,267,50.5,38.75,895,15,1/8/19 13:14,83.7,8.96
running,336.8,87,3655.2,336.8,2.547,0.5,159,492600511,-1145929285,10,2.547,267,50.5,39,896,15,1/8/19 13:14,83,8.87
running,336.8,87,3657.81,336.8,2.547,0.5,159,492600787,-1145929350,10,2.547,263,50.5,38.5,898,15,1/8/19 13:14,83,8.96
running,337,88,3660.64,337,2.557,0.5,159,492601089,-1145929403,10,2.557,263,50.5,38.75,894,15,1/8/19 13:14,83,8.96
running,337.2,89,3663.5,337.2,2.557,0,159,492601395,-1145929422,10,2.557,260,50.5,38.5,890,15,1/8/19 13:14,83,9.06
running,337.4,88,3666.38,337.4,2.566,0.5,160,492601705,-1145929445,10,2.566,258,50.5,38,893,15,1/8/19 13:14,89.7,9.25
running,337.4,88,3669.49,337.4,2.575,0.5,160,492602035,-1145929516,10,2.575,257,50.4,38,919,15,1/8/19 13:14,90.7,9.37
running,337.6,88,3672.68,337.6,2.585,0.5,160,492602371,-1145929598,10,2.585,258,50.4,37.75,929,15,1/8/19 13:14,90.7,9.25
running,337.2,87,3675.37,337.2,2.603,0.5,160,492602656,-1145929667,10,2.603,258,50.31,37.75,949,15,1/8/19 13:14,90.7,9.25
running,337,87,3678.08,337,2.613,0.5,160,492602939,-1145929754,10,2.613,258,50.18,37.75,985,15,1/8/19 13:14,90.7,8.96
running,336.8,87,3680.84,336.8,2.622,0.5,160,492603229,-1145929837,10,2.622,259,50.18,38,989,15,1/8/19 13:14,87.7,8.87
running,336.6,88,3683.57,336.6,2.622,0,160,492603517,-1145929911,10,2.622,258,50.18,38,982,15,1/8/19 13:14,85.7,8.78
running,336.6,88,3686.32,336.6,2.631,0,159,492603812,-1145929950,10,2.631,259,50.18,38,980,15,1/8/19 13:14,84.7,8.68
running,336.6,88,3688.87,336.6,2.641,0,160,492604082,-1145930008,10,2.641,260,50.18,38.25,975,15,1/8/19 13:14,84.7,8.59
running,336.6,88,3691.39,336.6,2.641,0,160,492604348,-1145930072,10,2.641,261,50.18,38.25,969,15,1/8/19 13:14,83.7,8.37
running,336.6,88,3693.97,336.6,2.65,0.5,160,492604618,-1145930161,10,2.65,263,50.18,38.75,948,15,1/8/19 13:14,79,8.18
running,337,89,3696.6,337,2.65,0,161,492604894,-1145930239,10,2.65,263,50.09,39,940,15,1/8/19 13:14,78,8.28
running,337.2,89,3699.32,337.2,2.65,0.5,161,492605182,-1145930312,10,2.65,262,50.09,39,926,15,1/8/19 13:14,79,8.37
running,337.4,89,3701.96,337.4,2.65,0.5,162,492605463,-1145930362,10,2.65,261,50.09,38.75,918,15,1/8/19 13:14,79,8.37
running,337.4,89,3704.68,337.4,2.659,0.5,162,492605748,-1145930450,10,2.659,261,50.09,39,913,15,1/8/19 13:14,78,8.37
running,337.6,89,3707.21,337.6,2.659,0.5,163,492606012,-1145930536,10,2.659,261,50.18,39,910,15,1/8/19 13:14,78,8.37
running,337.4,89,3709.78,337.4,2.65,0.5,164,492606275,-1145930652,10,2.65,262,50.28,39.25,911,15,1/8/19 13:14,78,8.28
running,337.6,89,3712.43,337.6,2.65,0.5,164,492606555,-1145930717,10,2.65,262,50.28,39.25,910,15,1/8/19 13:14,77,8.18
running,337.6,89,3715.25,337.6,2.65,0,164,492606849,-1145930814,10,2.65,268,50.28,39.75,908,15,1/8/19 13:14,76,8.18
running,337.8,88,3717.9,337.8,2.65,0.5,165,492607124,-1145930911,10,2.65,267,50.37,39.5,901,15,1/8/19 13:14,78,8.37
running,337.4,89,3720.79,337.4,2.65,0,165,492607404,-1145931090,10,2.65,265,50.37,39.25,894,15,1/8/19 13:14,78,8.46
running,337.4,89,3723.52,337.4,2.65,0,166,492607676,-1145931237,10,2.65,265,50.37,39.25,895,15,1/8/19 13:14,78,8.59
running,337.2,89,3726.18,337.2,2.659,0,166,492607953,-1145931331,10,2.659,262,50.28,38.75,899,15,1/8/19 13:14,78,8.46
running,337,89,3728.38,337,2.659,0,165,492608186,-1145931387,10,2.659,268,50.28,39.75,899,15,1/8/19 13:14,74,8.28
running,336.8,89,3730.27,336.8,2.659,0,166,492608384,-1145931449,10,2.659,266,50.28,39.5,900,15,1/8/19 13:14,74,8.28
running,337,89,3732.28,337,2.641,0,167,492608590,-1145931537,10,2.641,264,50.37,39.25,899,15,1/8/19 13:14,77,8.37
running,337,89,3734.38,337,2.631,0,166,492608807,-1145931617,10,2.631,263,50.37,39,889,15,1/8/19 13:14,78,8.46
running,337,88,3736.75,337,2.613,0.5,166,492609055,-1145931694,10,2.613,265,50.37,39.25,854,15,1/8/19 13:14,79,8.78
running,337,88,3739.25,337,2.594,0.5,166,492609321,-1145931748,10,2.594,268,50.37,39.5,831,15,1/8/19 13:14,77,8.87
running,337.2,89,3741.5,337.2,2.594,0,166,492609559,-1145931803,10,2.594,268,50.37,39.75,806,15,1/8/19 13:14,77,9.06
running,337.2,89,3744.42,337.2,2.585,0,166,492609857,-1145931933,10,2.585,268,50.37,39.75,803,15,1/8/19 13:14,77,9.06
running,337.4,89,3747.43,337.4,2.585,0.5,167,492610170,-1145932039,10,2.585,266,50.37,39.5,804,15,1/8/19 13:14,76,9.15
running,337.4,89,3750.52,337.4,2.585,0.5,167,492610493,-1145932143,10,2.585,265,50.37,39.5,802,15,1/8/19 13:14,76,9.25
running,337.4,89,3753.22,337.4,2.594,0,167,492610776,-1145932232,10,2.594,267,50.37,39.5,828,15,1/8/19 13:14,76,9.06
running,337.4,88,3755.87,337.4,2.603,0.5,166,492611049,-1145932337,10,2.603,266,50.37,39.25,926,15,1/8/19 13:14,77,8.87
running,337.4,88,3758.78,337.4,2.613,0.5,168,492611350,-1145932447,10,2.613,267,50.37,39.5,934,15,1/8/19 13:14,78,8.78
running,337.6,88,3761.39,337.6,2.613,0,168,492611628,-1145932499,10,2.613,268,50.37,39.25,934,15,1/8/19 13:14,80,8.78
running,337.6,87,3764.09,337.6,2.613,0.5,168,492611915,-1145932554,10,2.613,268,50.37,39.25,934,15,1/8/19 13:14,81,8.68
running,337.8,87,3767.06,337.8,2.613,0.5,169,492612230,-1145932628,10,2.613,267,50.37,39,936,15,1/8/19 13:14,81,8.68
running,337.8,87,3770.15,337.8,2.613,0.5,169,492612557,-1145932700,10,2.613,267,50.37,38.75,931,15,1/8/19 13:14,81,8.78
running,338,87,3772.91,338,2.622,0,168,492612851,-1145932761,10,2.622,268,50.37,38.75,924,15,1/8/19 13:14,82,8.78
running,338,87,3775.93,338,2.622,0,167,492613168,-1145932850,10,2.622,266,50.28,38.75,919,15,1/8/19 13:14,82,8.78
running,338.2,87,3778.8,338.2,2.622,0,167,492613471,-1145932927,10,2.622,265,50.28,38.75,919,15,1/8/19 13:14,82,8.68
running,338,87,3781.52,338,2.631,0.5,167,492613759,-1145932988,10,2.631,265,50.28,38.75,916,15,1/8/19 13:14,81,8.59
running,337.8,87,3784.21,337.8,2.641,0.5,168,492614042,-1145933071,10,2.641,265,50.28,38.75,917,15,1/8/19 13:14,81,8.59
running,337.6,87,3786.85,337.6,2.641,0.5,167,492614319,-1145933147,10,2.641,264,50.28,38.75,923,15,1/8/19 13:14,81,8.59
running,337.6,87,3789.05,337.6,2.641,0.5,166,492614544,-1145933245,10,2.641,267,50.28,38.75,925,15,1/8/19 13:14,83,8.68
running,337.6,87,3790.43,337.6,2.65,0,167,492614692,-1145933276,10,2.65,267,50.28,38.75,931,15,1/8/19 13:14,83.7,8.59
running,337.6,86,3791.76,337.6,2.641,0.5,166,492614840,-1145933301,10,2.641,269,50.28,39,925,15,1/8/19 13:14,82,8.59
running,337.6,87,3793.27,337.6,2.613,0,166,492614992,-1145933374,10,2.613,269,50.28,39.25,892,15,1/8/19 13:14,82,8.78
running,337.6,87,3794.78,337.6,2.603,0,166,492615149,-1145933434,10,2.603,269,50.28,39,793,15,1/8/19 13:15,81,9.06
running,337.8,87,3796.78,337.8,2.594,0.5,166,492615357,-1145933510,10,2.594,269,50.28,39.25,778,15,1/8/19 13:15,81,9.46
running,337.6,87,3799.31,337.6,2.529,0.5,167,492615606,-1145933655,10,2.529,266,50.28,38.75,759,15,1/8/19 13:15,82,9.84
running,337.6,87,3801.63,337.6,2.314,0,166,492615852,-1145933719,10,2.314,266,50.28,38.75,721,15,1/8/19 13:15,82,10.53
running,337.2,87,3803.99,337.2,2.314,0.5,166,492616100,-1145933783,10,2.314,266,50.28,38.75,713,15,1/8/19 13:15,82,10.34
running,337,88,3805.77,337,2.342,0.5,167,492616291,-1145933815,10,2.342,269,50.28,39.5,724,15,1/8/19 13:15,75,10.43
running,337,88,3807.67,337,2.342,0.5,166,492616497,-1145933830,10,2.342,269,50.28,39.5,728,15,1/8/19 13:15,79,10.43
running,337,88,3809.3,337,2.053,0,165,492616667,-1145933887,10,2.053,267,50.28,39.25,738,15,1/8/19 13:15,80,10.53
running,337,88,3810.78,337,1.931,0,168,492616827,-1145933914,10,1.931,266,50.28,39,734,15,1/8/19 13:15,81,10.53
running,337,88,3812.44,337,1.913,0,167,492617000,-1145933975,10,1.913,265,50.28,39,717,15,1/8/19 13:15,80,10.71
running,337,88,3814.03,337,1.791,0.5,167,492617169,-1145934002,10,1.791,265,50.28,39,686,15,1/8/19 13:15,78,10.71
running,337,89,3815.77,337,1.754,0,166,492617357,-1145934044,10,1.754,265,50.28,39.25,664,15,1/8/19 13:15,75,10.93
running,337,88,3818.1,337,1.754,0.5,166,492617606,-1145934091,10,1.754,266,50.28,39.25,646,15,1/8/19 13:15,75,11.21
running,336.8,88,3820.27,336.8,1.801,0.5,166,492617837,-1145934129,10,1.801,266,50.28,39.25,642,15,1/8/19 13:15,75,11.31
running,336.8,88,3822.95,336.8,1.903,0.5,166,492618123,-1145934174,10,1.903,266,50.37,39.25,633,15,1/8/19 13:15,75,11.4
running,336.8,88,3828.54,336.8,2.025,0.5,165,492618710,-1145934353,10,2.025,268,50.37,39.25,678,15,1/8/19 13:15,75,11.03
running,336.8,88,3831.13,336.8,2.071,0.5,164,492618987,-1145934401,10,2.071,268,50.37,39.5,699,15,1/8/19 13:15,74,10.71
running,337.2,88,3833.58,337.2,2.137,0.5,164,492619246,-1145934341,10,2.137,269,50.37,39.5,718,15,1/8/19 13:15,73,10.53
running,337.2,88,3836.39,337.2,2.155,0.5,164,492619549,-1145934292,10,2.155,272,50.37,40,735,15,1/8/19 13:15,72.2,10.15
running,337.4,88,3839.41,337.4,2.174,0,164,492619867,-1145934374,10,2.174,272,50.37,39.75,750,15,1/8/19 13:15,73,10.03
running,337.4,87,3842.06,337.4,2.23,0.5,164,492620152,-1145934397,10,2.23,274,50.28,40,788,15,1/8/19 13:15,75,9.84
running,337.4,86,3843.95,337.4,2.286,0.5,163,492620355,-1145934425,10,2.286,276,50.28,40,799,15,1/8/19 13:15,75,9.56
running,337.2,86,3846,337.2,2.286,0.5,163,492620573,-1145934493,10,2.286,277,50.28,40,809,15,1/8/19 13:15,74,9.37
running,337.2,86,3847.83,337.2,2.267,0.5,163,492620769,-1145934492,10,2.267,278,50.28,40,827,15,1/8/19 13:15,74,9.15
running,337,86,3849.72,337,2.239,0.5,163,492620974,-1145934467,10,2.239,277,50.28,40,816,15,1/8/19 13:15,76,9.25
running,336.8,87,3852.22,336.8,2.202,0,163,492621244,-1145934447,10,2.202,276,50.28,40,773,15,1/8/19 13:15,76,9.37
running,336.6,88,3854.5,336.6,2.211,0,163,492621493,-1145934454,10,2.211,275,50.28,40,759,15,1/8/19 13:15,73,9.37
running,336.8,88,3857.39,336.8,2.249,0,163,492621796,-1145934545,10,2.249,275,50.28,40,755,15,1/8/19 13:15,74,9.65
running,337,87,3860.24,337,2.286,0.5,162,492622096,-1145934628,10,2.286,276,50.28,40,759,15,1/8/19 13:15,76,9.65
running,337,88,3863.38,337,2.342,0,162,492622427,-1145934713,10,2.342,274,50.28,40,768,15,1/8/19 13:15,76,9.56
running,337,87,3866.19,337,2.398,0.5,163,492622724,-1145934786,10,2.398,273,50.28,39.75,803,15,1/8/19 13:15,78,9.56
running,336.8,87,3868.65,336.8,2.482,0.5,162,492622986,-1145934834,10,2.482,273,50.28,39.75,828,15,1/8/19 13:15,77,9.37
running,336.8,87,3871.23,336.8,2.491,0,162,492623260,-1145934897,10,2.491,273,50.37,39.75,861,15,1/8/19 13:15,77,9.06
running,336.8,87,3874.2,336.8,2.491,0.5,163,492623572,-1145934981,10,2.491,273,50.46,40,871,15,1/8/19 13:15,75,8.78
running,336.6,87,3877.71,336.6,2.491,0.5,163,492623930,-1145935139,10,2.491,272,50.46,39.75,869,15,1/8/19 13:15,75,8.68
running,336.6,87,3880.74,336.6,2.501,0.5,163,492624234,-1145935297,10,2.501,272,50.46,39.75,861,15,1/8/19 13:15,75,8.59
running,336.6,88,3883,336.6,2.547,0,163,492624463,-1145935405,10,2.547,274,50.46,40.25,864,15,1/8/19 13:15,74,8.46
running,336.6,88,3885.28,336.6,2.547,0,162,492624696,-1145935506,10,2.547,273,50.46,40,874,15,1/8/19 13:15,77,8.59
running,336.8,87,3887.68,336.8,2.519,0.5,162,492624941,-1145935612,10,2.519,273,50.46,40,887,15,1/8/19 13:15,79,8.68
running,337,86,3890.62,337,2.491,0.5,162,492625236,-1145935759,10,2.491,277,50.46,40,881,15,1/8/19 13:15,80,8.78
running,337,86,3893.36,337,2.491,0.5,162,492625521,-1145935864,10,2.491,277,50.46,40,870,15,1/8/19 13:15,81,8.96
running,337.2,86,3896.03,337.2,2.51,0.5,161,492625795,-1145935976,10,2.51,276,50.46,40,854,15,1/8/19 13:15,80,8.87
running,337,86,3898.98,337,2.519,0.5,160,492626099,-1145936089,10,2.519,274,50.46,39.75,857,15,1/8/19 13:15,79,8.87
running,337,86,3901.81,337,2.557,0.5,161,492626392,-1145936203,10,2.557,273,50.56,39.5,862,15,1/8/19 13:15,79,8.87
running,337,87,3907.6,337,2.641,0,161,492626994,-1145936407,10,2.641,273,50.56,39.5,884,15,1/8/19 13:15,78,8.78
running,337,87,3910.46,337,2.65,0,161,492627297,-1145936480,10,2.65,273,50.56,39.5,894,15,1/8/19 13:15,79,8.68
running,337,87,3913.23,337,2.687,0,161,492627586,-1145936575,10,2.687,272,50.56,39.5,907,15,1/8/19 13:15,79,8.59
running,337.2,87,3915.57,337.2,2.687,0,161,492627833,-1145936637,10,2.687,269,50.56,39.25,919,15,1/8/19 13:15,80,8.59
running,337.2,87,3917.82,337.2,2.678,0.5,162,492628072,-1145936686,10,2.678,269,50.56,39.25,919,15,1/8/19 13:15,80,8.46
running,337.4,87,3920.07,337.4,2.659,0.5,163,492628312,-1145936720,10,2.659,269,50.46,39.25,917,15,1/8/19 13:15,79,8.28
running,337.2,87,3922.51,337.2,2.622,0.5,162,492628572,-1145936766,10,2.622,269,50.46,39.5,906,15,1/8/19 13:15,77,8.28
running,337.4,88,3924.89,337.4,2.603,0,162,492628825,-1145936818,10,2.603,269,50.46,39.75,880,15,1/8/19 13:15,74,8.28
running,337.2,88,3928.13,337.2,2.585,0,161,492629164,-1145936922,10,2.585,269,50.46,39.75,848,15,1/8/19 13:15,74,8.46
running,337.2,88,3930.96,337.2,2.585,0,162,492629462,-1145937000,10,2.585,270,50.46,40,844,15,1/8/19 13:15,74,8.46
running,337,88,3933.94,337,2.613,0.5,161,492629777,-1145937081,10,2.613,269,50.46,39.75,838,15,1/8/19 13:15,73,8.46
running,336.6,88,3939.86,336.6,2.641,0.5,161,492630403,-1145937230,10,2.641,270,50.46,40,925,15,1/8/19 13:15,73,8.28
running,336.6,88,3942.53,336.6,2.669,0.5,161,492630687,-1145937284,10,2.669,271,50.46,40,924,15,1/8/19 13:15,73,8.09
running,336.6,88,3944.87,336.6,2.678,0,161,492630938,-1145937319,10,2.678,272,50.46,40,936,15,1/8/19 13:16,75,8.09
running,336.8,88,3947.49,336.8,2.678,0,161,492631211,-1145937406,10,2.678,272,50.46,39.75,940,15,1/8/19 13:16,77,8.09
running,337,87,3950.15,337,2.669,0.5,161,492631491,-1145937478,10,2.669,273,50.46,40,941,15,1/8/19 13:16,77,8.09
running,337,87,3952.81,337,2.669,0.5,161,492631766,-1145937587,10,2.669,273,50.46,39.75,938,15,1/8/19 13:16,78,8.18
running,337.4,86,3955.5,337.4,2.669,0,160,492632042,-1145937696,10,2.669,277,50.46,40,940,15,1/8/19 13:16,80,8.28
running,337.4,86,3958.45,337.4,2.678,0,159,492632347,-1145937815,10,2.678,276,50.46,39.75,936,15,1/8/19 13:16,79,8.28
running,337.6,86,3961.11,337.6,2.678,0,159,492632632,-1145937853,10,2.678,276,50.46,39.5,936,15,1/8/19 13:16,79,8.28
running,337.4,86,3963.23,337.4,2.687,0.5,159,492632855,-1145937910,10,2.687,276,50.46,39.75,934,15,1/8/19 13:16,79,8.28
running,337.2,86,3965.14,337.2,2.687,0.5,159,492633046,-1145938010,10,2.687,277,50.46,39.75,941,15,1/8/19 13:16,79,8.18
running,337.2,86,3967.05,337.2,2.669,0.5,159,492633231,-1145938129,10,2.669,276,50.46,39.75,931,15,1/8/19 13:16,79,8.18
running,337.4,86,3968.54,337.4,2.641,0.5,159,492633376,-1145938242,10,2.641,272,50.46,39.5,895,15,1/8/19 13:16,78,8.46
running,337.6,87,3970.39,337.6,2.622,0,160,492633570,-1145938297,10,2.622,270,50.46,39.25,832,15,1/8/19 13:16,79,8.78
running,337.6,87,3972.63,337.6,2.585,0,160,492633800,-1145938394,10,2.585,271,50.46,39.25,831,15,1/8/19 13:16,77,8.78
running,337.8,87,3975.12,337.8,2.566,0.5,160,492634060,-1145938475,10,2.566,272,50.37,39.5,772,15,1/8/19 13:16,76,8.96
running,338,88,3978.07,338,2.566,0,161,492634366,-1145938586,10,2.566,272,50.37,39.75,759,15,1/8/19 13:16,74,9.15
running,338.2,87,3980.88,338.2,2.594,0.5,161,492634660,-1145938676,10,2.594,272,50.37,39.75,784,15,1/8/19 13:16,76,9.37
running,338.2,87,3983.26,338.2,2.799,0.5,161,492634916,-1145938701,10,2.799,272,50.37,39.5,891,15,1/8/19 13:16,77,9.25
running,338,87,3985.74,338,2.799,0.5,161,492635185,-1145938700,10,2.799,272,50.37,39.5,871,15,1/8/19 13:16,78,9.15
running,338,87,3987.76,338,2.594,0,161,492635404,-1145938673,10,2.594,273,50.37,39.5,899,15,1/8/19 13:16,78,8.87
running,338,87,3989.79,338,2.501,0,161,492635622,-1145938688,10,2.501,275,50.37,39.5,892,15,1/8/19 13:16,78,8.78
running,338,87,3991.92,338,2.351,0,162,492635851,-1145938709,10,2.351,278,50.46,40,894,15,1/8/19 13:16,77,8.68
running,337.6,86,3993.88,337.6,2.314,0.5,162,492636061,-1145938701,10,2.314,280,50.46,40.25,870,15,1/8/19 13:16,77,8.87
running,337.4,86,3996.24,337.4,2.295,0.5,162,492636314,-1145938668,10,2.295,280,50.46,40,851,15,1/8/19 13:16,78,9.06
running,337.4,85,3998.8,337.4,2.295,0.5,161,492636583,-1145938577,10,2.295,281,50.46,40,838,15,1/8/19 13:16,81,9.25
running,337.4,85,4001.04,337.4,2.333,0.5,161,492636824,-1145938553,10,2.333,279,50.46,39.5,818,15,1/8/19 13:16,82,9.56
running,337,85,4003.08,337,2.361,0.5,162,492637041,-1145938520,10,2.361,277,50.46,39.5,821,15,1/8/19 13:16,81,9.56
running,336.8,86,4005.12,336.8,2.361,0.5,162,492637257,-1145938470,10,2.361,275,50.46,39.5,824,15,1/8/19 13:16,80,9.46
running,336.6,86,4007.4,336.6,2.342,0.5,162,492637498,-1145938415,10,2.342,276,50.46,39.5,830,15,1/8/19 13:16,80,9.46
running,336.4,86,4009.45,336.4,2.342,0.5,162,492637717,-1145938373,10,2.342,280,50.46,40.25,824,15,1/8/19 13:16,77,9.25
running,336.4,86,4011.61,336.4,2.342,0.5,161,492637943,-1145938302,10,2.342,282,50.46,40.5,824,15,1/8/19 13:16,75,8.96
running,336.2,86,4013.76,336.2,2.342,0,161,492638165,-1145938213,10,2.342,284,50.46,40.5,822,15,1/8/19 13:16,73,8.87
running,336.4,86,4015.88,336.4,2.342,0,161,492638376,-1145938098,10,2.342,287,50.46,41,820,15,1/8/19 13:16,74,8.87
running,337,86,4018.02,337,2.333,0,161,492638572,-1145937937,10,2.333,287,50.46,41,821,15,1/8/19 13:16,76,9.06
running,337.2,85,4020,337.2,2.333,0.5,161,492638763,-1145937804,10,2.333,288,50.56,41,821,15,1/8/19 13:16,77,9.15
running,337.2,85,4022.39,337.2,2.314,0.5,160,492638990,-1145937644,10,2.314,288,50.56,41,817,15,1/8/19 13:16,77,9.15
running,337.2,85,4024.77,337.2,2.314,0.5,160,492639204,-1145937454,10,2.314,287,50.56,40.75,813,15,1/8/19 13:16,77,9.15
running,337.2,85,4027.1,337.2,2.323,0.5,160,492639401,-1145937240,10,2.323,285,50.56,40.5,813,15,1/8/19 13:16,77,9.37
running,337.2,85,4029.2,337.2,2.333,0.5,160,492639589,-1145937069,10,2.333,284,50.65,40.25,819,15,1/8/19 13:16,78,9.25
