activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,run_number,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio
running,252.8,37,0,252.8,0,0,93,,,1,0,701,47.9,43.75,0,26,1/1/19 16:44,38,0
running,252.8,41,0,252.8,0,0,94,,,1,0,643,47.9,50,0,26,1/1/19 16:44,40,0
running,253,48,1.76,253,0.905,0,97,,,1,0.905,636,48,50,0,26,1/1/19 16:44,42.7,0
running,253.2,48,3.78,253.2,1.036,0.5,101,,,1,1.036,621,48.12,45.75,0,26,1/1/19 16:44,42.7,0
running,253.2,49,4.84,253.2,1.064,0,104,,,1,1.064,601,48.31,45.5,0,26,1/1/19 16:44,42.7,0
running,253.2,51,5.93,253.2,1.092,0,108,492778188,-1146595148,1,1.092,553,48.46,45,0,26,1/1/19 16:44,55.5,0
running,253.2,51,7.04,253.2,1.101,0.5,111,492778012,-1146595177,1,1.101,548,49.12,45,0,26,1/1/19 16:44,53.5,0
running,253.8,51,24.75,253.8,1.073,0,108,492776212,-1146596880,1,1.073,550,50.78,45.75,0,26,1/1/19 16:44,52.5,0
running,253.8,51,26.95,253.8,1.026,0,111,492776021,-1146596651,1,1.026,550,50.9,45.75,0,26,1/1/19 16:44,52.5,0
running,253.6,59,29.84,253.6,1.045,0,114,492775878,-1146596241,1,1.045,515,51.21,44.75,459,26,1/1/19 16:44,49.7,1.25
running,253.4,60,33.12,253.4,1.12,0.5,113,492775635,-1146595901,1,1.12,463,51.75,39.5,550,26,1/1/19 16:44,35,7.03
running,252.6,54,47.56,252.6,1.204,0.5,108,492774333,-1146595671,1,1.204,541,52.4,49.75,661,26,1/1/19 16:45,45.7,6.81
running,252.8,56,79.63,252.8,1.194,0.5,113,492770914,-1146594985,1,1.194,531,50.65,49.25,668,26,1/1/19 16:45,46.7,7.21
running,252,60,114.83,252,1.222,0,117,492767194,-1146595730,1,1.222,497,50.53,49.5,625,26,1/1/19 16:46,70.2,10.25
running,252.4,63,128.74,252.4,1.334,0,122,492765816,-1146596437,1,1.334,479,50.71,48.75,652,26,1/1/19 16:46,67.2,10.15
running,252.2,64,148.55,252.2,1.502,0,123,492763649,-1146596863,1,1.502,470,49.87,49,729,26,1/1/19 16:46,52.5,7.68
running,252.2,64,154.91,252.2,1.568,0.5,123,492762965,-1146596799,1,1.568,461,49.31,49,798,26,1/1/19 16:46,57.5,7.31
running,252.2,61,159.11,252.2,1.568,0,124,492762524,-1146596663,1,1.568,470,49.31,48.5,817,26,1/1/19 16:46,61.5,7.21
running,252.4,62,176.18,252.4,1.689,0,121,492760739,-1146596305,1,1.689,479,49.03,49.25,834,26,1/1/19 16:46,62.5,7.21
running,253.8,69,211.69,253.8,1.54,0,128,492757814,-1146598869,1,1.54,449,48.87,49.5,684,26,1/1/19 16:47,44.7,6.12
running,254.6,63,219.9,254.6,1.624,0.5,130,492757478,-1146599936,1,1.624,466,48.87,49.25,742,26,1/1/19 16:47,53.5,6.71
running,254.8,58,222.89,254.8,1.605,0.5,130,492757205,-1146600161,1,1.605,472,48.87,48.5,848,26,1/1/19 16:47,54.5,6.71
running,254.2,71,234.79,254.2,1.838,0,128,492755966,-1146600599,1,1.838,427,49.12,49,877,26,1/1/19 16:47,41.7,6.53
running,254.6,63,261.39,254.6,1.633,0.5,128,492753694,-1146602422,1,1.633,460,48.93,48.5,842,25,1/1/19 16:47,57.5,6.71
running,254.8,61,263.06,254.8,1.624,0.5,131,492753626,-1146602642,1,1.624,477,49.06,50,871,25,1/1/19 16:47,58.5,6.81
running,256,69,273.43,256,1.913,0.5,134,492753207,-1146604009,1,1.913,380,49.65,46.75,830,25,1/1/19 16:47,35,5.15
running,255.8,70,276.59,255.8,1.633,0,132,492753062,-1146604415,1,1.633,391,49.65,47.25,548,25,1/1/19 16:47,57.5,6.03
running,256.2,68,282.15,256.2,1.381,0.5,132,492752831,-1146605145,1,1.381,404,49.84,47.25,652,25,1/1/19 16:47,40,6.53
running,256.2,69,285.72,256.2,1.614,0.5,134,492752684,-1146605613,1,1.614,408,49.34,47.5,625,25,1/1/19 16:47,36,6.03
running,257.4,63,321.42,257.4,1.558,0,134,492751982,-1146610144,1,1.558,469,49.03,50,803,25,1/1/19 16:48,45.7,6.12
running,257.4,63,322.79,257.4,1.558,0,134,492751863,-1146610284,1,1.558,469,49.03,50,803,25,1/1/19 16:48,45.7,6.12
running,261.4,62,412.72,261.4,1.446,0.5,126,492747904,-1146619838,1,1.446,466,47.4,48.75,704,24,1/1/19 16:49,58.5,6.25
running,262.4,57,419.45,262.4,1.502,0.5,127,492748520,-1146620341,1,1.502,455,47.71,44,775,24,1/1/19 16:49,62.5,7.4
running,264,63,432.57,264,1.68,0.5,129,492749080,-1146621920,1,1.68,461,48.18,48.5,808,24,1/1/19 16:49,42.7,6.25
running,264.2,67,541.63,264.2,1.484,0,122,492751363,-1146624664,1,1.484,444,48.28,48.75,675,23,1/1/19 16:50,40,5.93
running,264.2,68,547.18,264.2,1.53,0,122,492751597,-1146623949,1,1.53,427,48.31,48.5,697,23,1/1/19 16:50,37,5.56
running,265.4,70,596.9,265.4,1.344,0,120,492753919,-1146621130,1,1.344,242,48.18,44.5,508,23,1/1/19 16:51,51.7,7.4
running,265.6,70,597.58,265.6,1.372,0,121,492754006,-1146621136,1,1.372,242,48.43,44.5,551,23,1/1/19 16:51,51.7,8.78
running,265.6,68,599.94,265.6,1.278,0,123,492754151,-1146621465,1,1.278,297,48.84,50,568,23,1/1/19 16:51,59.5,9.46
running,265.8,58,602.15,265.8,1.278,0,124,492754134,-1146621816,1,1.278,437,49.37,50,628,23,1/1/19 16:51,55.5,8.78
running,266.4,68,625.67,266.4,1.53,0,128,492754781,-1146624920,1,1.53,456,49.18,50,703,22,1/1/19 16:51,35,6.25
running,267.8,49,654.9,267.8,1.372,0,126,492754935,-1146628077,1,1.372,597,49.28,50,743,22,1/1/19 16:52,60.5,6.25
running,268,57,656.12,268,1.157,0,127,492755060,-1146628025,1,1.157,561,49.18,49.25,712,22,1/1/19 16:52,50.7,6.43
running,269.4,83,695.71,269.4,1.521,0.5,125,492756981,-1146623507,1,1.521,412,49.12,49.25,540,22,1/1/19 16:52,41,6.03
running,268.6,77,730.16,268.6,1.596,0.5,119,492758510,-1146619716,1,1.596,424,52,48.5,723,22,1/1/19 16:52,43.7,5.06
running,269.2,103,735.07,269.2,1.465,0,122,492759038,-1146619676,1,1.465,117,51.59,18.75,442,22,1/1/19 16:52,48.7,6.53
running,269.6,72,740.52,269.6,1.381,0,126,492759214,-1146618947,1,1.381,345,51.25,45,510,22,1/1/19 16:52,72.2,12.68
running,269.6,91,746.84,269.6,1.698,0.5,127,492759270,-1146618069,1,1.698,297,50.65,42.25,576,22,1/1/19 16:53,59.5,12.96
running,269.4,90,751.22,269.4,2.081,0,128,492759614,-1146617654,1,2.081,286,50.65,41.5,750,22,1/1/19 16:53,64.2,11.12
running,269.2,91,754.96,269.2,2.137,0,130,492760019,-1146617617,1,2.137,287,50.37,42.5,729,22,1/1/19 16:53,61.5,9.25
running,269.8,79,761.7,269.8,2.043,0.5,133,492760449,-1146618383,1,2.043,302,49.87,41.5,706,22,1/1/19 16:53,79,8.96
running,270.4,92,765.32,270.4,1.885,0.5,134,492760716,-1146618759,1,1.885,304,49.75,44,591,22,1/1/19 16:53,49.7,8.78
running,271.2,88,770.99,271.2,1.894,0,137,492761145,-1146619334,1,1.894,307,49.53,44.5,690,22,1/1/19 16:53,54.5,8.59
running,271.4,85,772.46,271.4,1.903,0.5,138,492761278,-1146619446,1,1.903,313,49.53,45,736,22,1/1/19 16:53,55.5,8.46
running,271.6,78,775.04,271.6,1.764,0,140,492761548,-1146619500,1,1.764,338,49.53,45.5,756,22,1/1/19 16:53,69.2,8.46
running,271.8,79,777.95,271.8,1.586,0.5,143,492761854,-1146619418,1,1.586,336,49.65,45.25,492,22,1/1/19 16:53,64.2,10.43
running,272.2,85,783.6,272.2,1.586,0,146,492762415,-1146619107,1,1.586,323,49.75,44.5,531,22,1/1/19 16:53,60.5,10.81
running,272.4,87,790.77,272.4,1.717,0,148,492763036,-1146618509,1,1.717,305,49.71,43.75,652,22,1/1/19 16:53,60.5,9.75
running,273.6,87,801.85,273.6,1.857,0,150,492764016,-1146617655,1,1.857,301,49.62,43.5,677,22,1/1/19 16:53,60.5,8.87
running,273.2,87,806.58,273.2,1.903,0.5,152,492764458,-1146617946,1,1.903,301,49.62,43.75,720,22,1/1/19 16:53,58.5,8.28
running,273.2,84,809.85,273.2,1.922,0,153,492764617,-1146618360,1,1.922,308,49.43,43.75,801,22,1/1/19 16:53,58.5,7.68
running,274,83,819.88,274,1.782,0.5,154,492764247,-1146619715,1,1.782,320,48.56,44.5,621,22,1/1/19 16:53,54.5,9.06
running,274.6,83,822.75,274.6,1.782,0.5,155,492764266,-1146620125,1,1.782,324,48.93,44.75,635,22,1/1/19 16:53,53.5,8.68
running,275.4,84,829.89,275.4,1.736,0,157,492764515,-1146621086,1,1.736,326,49.15,44.5,637,21,1/1/19 16:53,63.2,9.37
running,275.6,83,831.28,275.6,1.736,0,158,492764529,-1146621283,1,1.736,333,49.15,45,644,21,1/1/19 16:53,61.5,9.37
running,276.2,84,834.94,276.2,1.689,0,158,492764431,-1146621781,1,1.689,328,49.28,45,627,21,1/1/19 16:53,62.5,9.46
running,276.8,79,839.62,276.8,1.698,0,160,492764408,-1146622447,1,1.698,334,49.18,44.5,673,21,1/1/19 16:53,58.5,8.96
running,277.4,81,850.82,277.4,1.726,0.5,161,492764478,-1146624053,1,1.726,334,49.28,45.25,672,21,1/1/19 16:54,60.5,9.25
running,277.6,89,858.4,277.6,1.717,0.5,161,492764072,-1146624996,1,1.717,305,49.28,43,590,21,1/1/19 16:54,60.5,9.46
running,277.2,84,872.25,277.2,1.941,0,161,492763403,-1146626747,1,1.941,309,49.56,43.25,667,21,1/1/19 16:54,63.2,9.37
running,277.2,84,877.98,277.2,1.922,0.5,161,492763489,-1146627534,1,1.922,306,49.59,43,679,21,1/1/19 16:54,64.2,9.37
running,277.6,82,883.75,277.6,1.903,0,161,492763877,-1146628186,1,1.903,321,49.78,44,714,21,1/1/19 16:54,65.2,9.25
running,275,83,891.59,275,1.829,0.5,161,492764687,-1146628281,1,1.829,321,49.5,44.25,696,22,1/1/19 16:54,60.5,8.78
running,273.8,82,893.03,273.8,1.782,0.5,161,492764801,-1146628142,1,1.782,324,49.5,44.25,687,22,1/1/19 16:54,63.2,9.25
running,272.2,81,895.98,272.2,1.633,0.5,160,492764830,-1146627709,1,1.633,324,49.5,44,559,22,1/1/19 16:54,67.2,10.15
running,272.6,86,910.47,272.6,2.09,0.5,161,492764966,-1146625739,1,2.09,303,49.87,43.25,726,22,1/1/19 16:54,64.2,9.56
running,273,81,927.75,273,1.689,0,158,492766469,-1146626835,1,1.689,327,49.59,44.5,643,21,1/1/19 16:54,63.2,9.46
running,273.4,81,930.98,273.4,1.456,0.5,158,492766712,-1146626505,1,1.456,331,49.5,45,593,21,1/1/19 16:54,58.5,9.65
running,273.8,81,932.71,273.8,1.456,0.5,158,492766804,-1146626290,1,1.456,330,49.5,44.75,502,21,1/1/19 16:54,62.5,11.03
running,274,81,936.49,274,1.474,0,158,492766896,-1146625752,1,1.474,330,49.59,44.5,543,21,1/1/19 16:54,68.2,11.9
running,274.2,87,940.37,274.2,1.512,0,158,492766761,-1146625220,1,1.512,312,49.59,43.25,541,21,1/1/19 16:54,68.2,12.09
running,274,84,943.78,274,1.614,0.5,157,492766791,-1146624725,1,1.614,311,49.5,43.25,574,21,1/1/19 16:54,69.2,12
running,274.4,85,949.3,274.4,1.577,0,156,492767328,-1146624766,1,1.577,314,49.4,43.5,592,21,1/1/19 16:54,61.5,10.34
running,274.6,86,950.53,274.6,1.446,0.5,156,492767344,-1146624576,1,1.446,307,49.31,43.25,396,21,1/1/19 16:54,60.5,10.81
running,274.2,86,966.12,274.2,1.39,0,153,492767552,-1146622363,1,1.39,307,49.68,42.75,550,21,1/1/19 16:55,68.2,12.37
running,273.4,84,978.17,273.4,1.791,0.5,151,492768244,-1146620932,1,1.791,295,49.87,41.75,676,21,1/1/19 16:55,80,12.09
running,272.4,87,999.54,272.4,1.931,0.5,151,492770078,-1146619564,1,1.931,298,50,42.75,673,21,1/1/19 16:55,64.2,9.37
running,273,86,1020.63,273,1.95,0,150,492772298,-1146619674,1,1.95,295,49.96,41.75,666,21,1/1/19 16:55,73,10.34
running,273.4,89,1031.43,273.4,2.006,0,147,492773437,-1146619953,1,2.006,287,50.15,42,706,21,1/1/19 16:55,62.5,9.37
running,273.6,88,1036.05,273.6,2.062,0.5,147,492773907,-1146620161,1,2.062,283,50.15,41.5,742,21,1/1/19 16:55,67.2,9.15
running,272.6,90,1058.09,272.6,2.23,0,147,492776176,-1146621045,1,2.23,269,50.25,40.25,789,21,1/1/19 16:55,65.2,8.46
running,272.4,96,1059.68,272.4,2.221,0,147,492776348,-1146621064,1,2.221,270,49.96,41.25,745,21,1/1/19 16:55,50.7,8
running,271.4,86,1071.85,271.4,1.708,0.5,144,492777598,-1146620548,1,1.708,290,49.59,42,635,21,1/1/19 16:56,69.2,9.75
running,270.4,88,1092.03,270.4,1.978,0,144,492779682,-1146620973,1,1.978,288,50,42,687,21,1/1/19 16:56,66.2,9.56
running,270.2,87,1094.24,270.2,1.978,0,146,492779916,-1146621031,1,1.978,289,50.09,42,687,21,1/1/19 16:56,66.2,9.56
running,269.8,121,1105.25,269.8,1.987,0,143,492781070,-1146620776,1,1.987,262,49.96,41.5,700,21,1/1/19 16:56,58.5,10.15
running,269.2,98,1125.94,269.2,1.791,0,144,492783164,-1146619830,1,1.791,255,49.37,41,554,21,1/1/19 16:56,57.5,10.03
running,269.2,114,1127.65,269.2,1.745,0.5,145,492783321,-1146619702,1,1.745,251,49.37,40.75,537,21,1/1/19 16:56,52.5,10.62
running,267.8,88,1136.13,267.8,2.015,0.5,145,492784154,-1146619212,1,2.015,270,49.96,41.75,676,21,1/1/19 16:56,73,9.93
running,267.8,88,1137.56,267.8,2.015,0,145,492784258,-1146619046,1,2.015,277,49.96,42,692,21,1/1/19 16:56,74,9.93
running,267.2,128,1143.59,267.2,1.157,0,145,492784161,-1146618177,1,1.157,233,48.81,42.75,288,21,1/1/19 16:56,36,12.28
running,266.8,91,1145.91,266.8,1.39,0,145,492784045,-1146617863,1,1.39,249,48.43,42.75,371,21,1/1/19 16:56,71.2,15.12
running,265.8,83,1155.95,265.8,1.68,0.5,144,492783309,-1146616816,1,1.68,310,48.37,43.75,682,20,1/1/19 16:56,67.2,12.28
running,265,92,1170.35,265,1.624,0,147,492781809,-1146616323,1,1.624,299,49.12,43.25,585,20,1/1/19 16:56,60.5,10.03
running,264.6,90,1176.28,264.6,1.67,0.5,147,492781207,-1146616042,1,1.67,286,49.43,42.25,577,20,1/1/19 16:56,62.5,10.62
running,264.8,90,1179.31,264.8,1.698,0,147,492780937,-1146615783,1,1.698,281,49.43,41.75,589,20,1/1/19 16:57,63.2,10.62
running,264.8,90,1180.59,264.8,1.68,0,142,492780847,-1146615644,1,1.68,282,49.43,41.75,594,20,1/1/19 16:57,64.2,10.71
running,265,92,1183.15,265,1.624,0.5,141,492780679,-1146615342,1,1.624,282,49.43,41.5,586,20,1/1/19 16:57,62.5,10.62
running,264.8,103,1185.69,264.8,1.577,0,140,492780698,-1146614989,1,1.577,277,49.21,41.5,541,20,1/1/19 16:57,61.5,11.21
running,264.4,97,1190.45,264.4,1.605,0.5,142,492781055,-1146614521,1,1.605,249,49.31,40.5,447,20,1/1/19 16:57,57.5,12.18
running,263.6,99,1193.77,263.6,1.642,0.5,144,492781404,-1146614425,1,1.642,245,49.21,40.25,463,20,1/1/19 16:57,58.5,12.18
running,262.6,88,1201.61,262.6,1.764,0.5,146,492782238,-1146614241,1,1.764,255,49.31,39.75,596,20,1/1/19 16:57,70.2,11.71
running,263,88,1222.72,263,1.81,0.5,147,492784274,-1146615368,1,1.81,288,49.53,42.5,622,20,1/1/19 16:57,65.2,10.03
running,263.6,85,1243.68,263.6,1.829,0.5,146,492786471,-1146616009,1,1.829,293,49.81,41.75,683,20,1/1/19 16:57,74,9.84
running,263.4,86,1247.47,263.4,1.801,0,146,492786877,-1146616034,1,1.801,288,49.71,41.25,651,20,1/1/19 16:57,73,10.53
running,263,98,1250.52,263,1.764,0.5,146,492787194,-1146615956,1,1.764,268,49.5,40.5,550,20,1/1/19 16:57,56.5,10.81
running,261,88,1256.19,261,1.484,0.5,146,492786995,-1146615218,1,1.484,275,49.31,40.75,361,20,1/1/19 16:57,70.2,23.9
running,260.2,90,1275.05,260.2,1.847,0.5,145,492785164,-1146614254,1,1.847,273,49.68,41,596,20,1/1/19 16:57,65.2,11.03
running,260.2,99,1288.21,260.2,1.726,0,144,492784170,-1146612907,1,1.726,265,49.59,40.75,582,19,1/1/19 16:58,54.5,10.62
running,259.8,97,1291.96,259.8,1.838,0.5,144,492783950,-1146612458,1,1.838,262,49.5,41.25,569,19,1/1/19 16:58,58.5,10.34
running,259.2,97,1294.81,259.2,1.801,0.5,143,492784008,-1146612047,1,1.801,259,49.4,41.25,580,19,1/1/19 16:58,59.5,10.15
running,258.8,88,1298.41,258.8,1.726,0,143,492784362,-1146611849,1,1.726,266,49.4,40.75,590,19,1/1/19 16:58,71.2,10.62
running,257.4,90,1306.32,257.4,1.661,0,141,492785152,-1146611455,1,1.661,284,49.31,42,586,19,1/1/19 16:58,58.5,10.62
running,256.4,90,1315.97,256.4,1.754,0.5,141,492786140,-1146611628,1,1.754,273,49.59,41,597,19,1/1/19 16:58,65.2,10.93
running,256.4,84,1323.76,256.4,1.745,0,141,492786789,-1146612282,1,1.745,309,49.5,44,651,19,1/1/19 16:58,77,9.93
running,256.6,96,1329.42,256.6,1.633,0,141,492787339,-1146612528,1,1.633,285,49.25,42.5,465,19,1/1/19 16:58,62.5,12
running,257.2,89,1345.49,257.2,1.624,0.5,144,492788469,-1146614199,1,1.624,289,49.46,43.25,540,19,1/1/19 16:58,61.5,10.03
running,257,91,1367.63,257,1.791,0.5,146,492790811,-1146614734,1,1.791,269,49.37,41.25,658,18,1/1/19 16:58,61.5,9.93
running,257,89,1379.66,257,1.894,0,146,492791914,-1146615640,1,1.894,290,49.68,42.75,681,18,1/1/19 16:58,60.5,8.78
running,257.4,89,1387.05,257.4,1.875,0.5,147,492792422,-1146616471,1,1.875,291,49.78,43.25,632,18,1/1/19 16:59,56.5,8.68
running,257.6,90,1390.3,257.6,1.875,0,148,492792452,-1146616949,1,1.875,296,49.87,44.25,628,18,1/1/19 16:59,51.7,8.37
running,258,92,1396.56,258,1.819,0,150,492791787,-1146617125,1,1.819,299,49.68,45.5,562,18,1/1/19 16:59,43.7,7.9
running,258.6,90,1400.32,258.6,1.81,0.5,150,492791400,-1146617302,1,1.81,301,49.68,45.5,565,18,1/1/19 16:59,58.5,8.68
running,258.8,91,1401.54,258.8,1.801,0.5,150,492791259,-1146617316,1,1.801,297,49.68,45.25,568,18,1/1/19 16:59,53.5,8.78
running,259.6,89,1409.18,259.6,1.745,0,152,492790510,-1146616873,1,1.745,291,49.68,42.75,550,18,1/1/19 16:59,59.5,10.25
running,259.6,93,1417.49,259.6,1.698,0,153,492789703,-1146616425,1,1.698,293,49.81,43.75,549,18,1/1/19 16:59,51.7,9.65
running,259.6,91,1419.45,259.6,1.652,0,153,492789568,-1146616642,1,1.652,298,49.68,44.5,527,18,1/1/19 16:59,49.7,9.56
running,260.6,87,1429.21,260.6,1.493,0,155,492789480,-1146618036,1,1.493,306,49.78,44.5,482,18,1/1/19 16:59,50.7,10.93
running,261,87,1430.82,261,1.484,0,155,492789515,-1146618264,1,1.484,311,49.43,45.25,524,18,1/1/19 16:59,50.7,10.43
running,261.8,89,1448.67,261.8,1.652,0.5,158,492790857,-1146620070,1,1.652,280,49.53,41.25,582,18,1/1/19 16:59,62.5,11.21
running,260.8,94,1469.05,260.8,1.885,0.5,159,492793038,-1146620031,1,1.885,257,49.75,40.5,667,17,1/1/19 16:59,60.5,9.37
running,260.6,93,1471.12,260.6,1.903,0.5,159,492793261,-1146620030,1,1.903,257,49.75,40.25,676,17,1/1/19 16:59,61.5,9.25
running,260.2,88,1474.97,260.2,1.922,0.5,158,492793675,-1146620089,1,1.922,254,49.75,38.5,671,17,1/1/19 16:59,65.2,9.37
running,259.6,90,1482.29,259.6,1.847,0,157,492794422,-1146620304,1,1.847,270,49.93,40.25,611,17,1/1/19 16:59,71.2,10.43
running,258.8,90,1484.86,258.8,1.698,0.5,157,492794607,-1146620034,1,1.698,269,50.03,40.25,583,17,1/1/19 16:59,75,11.59
running,258.2,90,1486.57,258.2,1.633,0,157,492794624,-1146619791,1,1.633,271,50.03,40.5,586,17,1/1/19 17:00,71.2,11.59
running,257.2,86,1493.94,257.2,1.577,0.5,155,492794415,-1146618785,1,1.577,284,49.84,41.5,553,17,1/1/19 17:00,68.2,12
running,257.4,93,1500.24,257.4,1.605,0,153,492794323,-1146617901,1,1.605,274,49.75,40.75,534,17,1/1/19 17:00,63.2,12.09
running,256.8,87,1509.71,256.8,1.614,0.5,150,492795189,-1146618324,1,1.614,290,49.53,42.5,544,17,1/1/19 17:00,56.5,11.21
running,257,86,1524.04,257,1.68,0,149,492796268,-1146619740,1,1.68,300,49.81,43.25,594,17,1/1/19 17:00,64.2,10.15
running,257.2,88,1546.03,257.2,1.838,0.5,147,492798362,-1146620824,1,1.838,281,49.9,41.5,649,17,1/1/19 17:00,66.2,9.93
running,257.4,87,1553.89,257.4,1.885,0,148,492798194,-1146621903,1,1.885,297,50,43.25,669,16,1/1/19 17:00,64.2,9.37
running,257.4,86,1558.58,257.4,1.819,0.5,148,492797738,-1146622201,1,1.819,304,49.9,44,651,16,1/1/19 17:00,57.5,9.06
running,257.4,86,1560.17,257.4,1.81,0,147,492797578,-1146622124,1,1.81,307,49.9,44.25,632,16,1/1/19 17:00,60.5,9.25
running,257.6,85,1561.95,257.6,1.81,0.5,147,492797412,-1146621989,1,1.81,309,49.9,44.25,612,16,1/1/19 17:00,62.5,9.65
running,258.2,86,1568.07,258.2,1.782,0,148,492796926,-1146621448,1,1.782,295,49.9,42.25,617,16,1/1/19 17:00,68.2,10.71
running,258.2,85,1569.17,258.2,1.764,0,149,492796814,-1146621505,1,1.764,300,49.9,42.25,619,16,1/1/19 17:00,70.2,10.93
running,258.2,82,1571.63,258.2,1.717,0.5,149,492796725,-1146621831,1,1.717,315,50.03,44,613,16,1/1/19 17:00,67.2,10.71
running,258.2,86,1577.25,258.2,1.68,0.5,151,492796751,-1146622628,1,1.68,311,49.93,44.25,504,16,1/1/19 17:00,55.5,10.53
running,258.8,88,1579.67,258.8,1.689,0.5,153,492796528,-1146622862,1,1.689,308,49.93,44.75,557,16,1/1/19 17:00,50.7,9.56
running,259.4,87,1582.84,259.4,1.614,0.5,154,492796202,-1146622712,1,1.614,307,49.93,44.5,549,16,1/1/19 17:00,54.5,10.03
running,260.4,87,1596.24,260.4,1.652,0,157,492794840,-1146623181,1,1.652,308,50.03,44.25,590,16,1/1/19 17:01,53.5,9.37
running,260.6,87,1597.61,260.6,1.661,0,157,492794742,-1146623343,1,1.661,311,50.03,44.5,597,16,1/1/19 17:01,52.5,9.15
running,261,86,1599.49,261,1.642,0.5,157,492794727,-1146623626,1,1.642,316,50.12,45,602,16,1/1/19 17:01,51.7,8.78
running,261.4,84,1602.3,261.4,1.586,0.5,157,492794829,-1146624002,1,1.586,325,50.21,45.75,568,16,1/1/19 17:01,53.5,9.25
running,261.8,84,1609.54,261.8,1.558,0.5,159,492794917,-1146625045,1,1.558,326,50.12,45.5,534,16,1/1/19 17:01,58.5,10.53
running,262.2,89,1613.97,262.2,1.558,0.5,160,492795104,-1146625635,1,1.558,309,50.03,44.5,524,16,1/1/19 17:01,53.5,10.43
running,262.4,88,1620.29,262.4,1.484,0,160,492795309,-1146626477,1,1.484,296,50.12,43.25,499,16,1/1/19 17:01,59.5,11.4
running,262.8,88,1629.28,262.8,1.586,0,159,492795593,-1146627688,1,1.586,291,50.12,42.25,552,16,1/1/19 17:01,61.5,11.21
running,263.6,88,1632.32,263.6,1.652,0,159,492795597,-1146628166,1,1.652,292,50.12,42.75,685,16,1/1/19 17:01,59.5,10.25
running,263.8,89,1632.65,263.8,1.661,0,159,492795578,-1146628279,1,1.661,291,50.12,43,631,16,1/1/19 17:01,57.5,9.65
running,264.6,83,1637,264.6,1.568,0.5,159,492795216,-1146627898,1,1.568,303,50.03,43.5,549,16,1/1/19 17:01,56.5,9.65
running,265,93,1639.36,265,1.521,0.5,160,492794977,-1146627804,1,1.521,287,49.78,42,464,16,1/1/19 17:01,41,9.46
running,265.8,87,1645.67,265.8,1.353,0,160,492794496,-1146628383,1,1.353,311,49.81,45.25,448,16,1/1/19 17:01,47.7,10.15
running,266.4,88,1649.8,266.4,1.512,0,160,492794479,-1146628974,1,1.512,297,49.9,42.75,459,16,1/1/19 17:01,79,14.93
running,266.2,86,1664.79,266.2,1.894,0.5,159,492794932,-1146631025,1,1.894,292,50.09,42.25,671,15,1/1/19 17:01,60.5,9.56
running,266.4,86,1676.54,266.4,1.931,0.5,158,492794798,-1146632704,1,1.931,291,49.9,42,688,15,1/1/19 17:01,67.2,9.15
running,266.2,84,1687.6,266.2,1.866,0.5,155,492795089,-1146634164,1,1.866,300,50.09,42.25,658,15,1/1/19 17:01,65.2,9.65
running,266.2,87,1701.91,266.2,1.885,0.5,155,492796547,-1146634238,1,1.885,288,50.09,41.75,649,15,1/1/19 17:02,73,10.15
running,265.8,96,1707.49,265.8,1.857,0.5,154,492796828,-1146633557,1,1.857,273,50,41.5,627,15,1/1/19 17:02,59.5,9.75
running,265,86,1720.82,265,1.931,0.5,153,492795966,-1146632066,1,1.931,291,49.68,42.25,644,15,1/1/19 17:02,56.5,9.84
running,264.8,84,1723.81,264.8,1.903,0.5,154,492796007,-1146631659,1,1.903,302,49.68,42.75,713,15,1/1/19 17:02,64.2,9.46
running,263.6,96,1733.56,263.6,1.456,0.5,152,492796992,-1146631310,1,1.456,247,49.9,37.75,461,15,1/1/19 17:02,57.5,11.71
running,262.8,97,1753.77,262.8,1.913,0,149,492798902,-1146630127,1,1.913,284,50,42.25,650,15,1/1/19 17:02,57.5,9.25
running,262.8,97,1760.43,262.8,1.67,0.5,146,492799100,-1146629236,1,1.67,252,49.71,40,495,15,1/1/19 17:02,54.5,9.93
running,262.6,98,1762.23,262.6,1.661,0.5,146,492799113,-1146628979,1,1.661,250,49.43,40,485,15,1/1/19 17:02,55.5,11.31
running,261.6,90,1771.31,261.6,1.726,0.5,146,492798954,-1146627708,1,1.726,266,49.43,40.5,592,15,1/1/19 17:02,72.2,11.21
running,260.6,83,1780.96,260.6,1.791,0.5,144,492798454,-1146626502,1,1.791,286,49.75,41.25,645,15,1/1/19 17:02,72.2,10.43
running,259.4,91,1793.71,259.4,1.661,0,144,492798894,-1146624885,1,1.661,272,49.87,40.75,546,15,1/1/19 17:02,64.2,11.31
running,258.2,96,1802.66,258.2,1.661,0.5,143,492799229,-1146623679,1,1.661,277,50.06,42.25,554,15,1/1/19 17:03,53.5,10.71
running,257.2,93,1814.03,257.2,1.866,0,141,492800014,-1146622409,1,1.866,261,50.25,40,628,14,1/1/19 17:03,59.5,10.53
running,256.4,88,1826.04,256.4,1.922,0.5,141,492800764,-1146621049,1,1.922,271,50.12,40.25,667,14,1/1/19 17:03,76,11.03
running,256,87,1828.39,256,1.997,0,141,492800796,-1146620716,1,1.997,276,50.12,40.25,673,14,1/1/19 17:03,77,11.03
