,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,speed,temperature,timestamp
0,326.0,0,105.48,326.0,0.019,0.0,100,492378919,-1145953819,0.019,28,2019-01-25 12:59:48
0,326.0,58,111.44,326.0,1.67,0.5,101,492379533,-1145953642,1.67,28,2019-01-25 12:59:54
0,326.4,58,117.32,326.4,1.465,0.5,101,492380163,-1145953612,1.465,28,2019-01-25 12:59:58
0,326.79999999999995,60,120.44,326.79999999999995,1.512,0.0,97,492380497,-1145953592,1.512,28,2019-01-25 13:00:00
0,327.79999999999995,61,126.88,327.79999999999995,1.465,0.5,96,492381189,-1145953573,1.465,28,2019-01-25 13:00:05
0,328.4,58,129.07,328.4,1.316,0.5,96,492381417,-1145953514,1.316,28,2019-01-25 13:00:08
0,328.79999999999995,58,131.1,328.79999999999995,0.924,0.5,96,492381480,-1145953236,0.924,28,2019-01-25 13:00:11
0,329.0,58,133.01,329.0,0.896,0.5,97,492381414,-1145952975,0.896,28,2019-01-25 13:00:13
0,329.0,60,135.0,329.0,0.914,0.0,97,492381420,-1145952691,0.914,28,2019-01-25 13:00:15
0,329.20000000000005,59,138.7,329.20000000000005,0.933,0.0,99,492381482,-1145952172,0.933,28,2019-01-25 13:00:18
0,329.20000000000005,58,148.08,329.20000000000005,1.017,0.5,101,492381490,-1145950811,1.017,27,2019-01-25 13:00:26
0,329.4,0,148.71,329.4,1.026,0.0,101,492381470,-1145950657,1.026,27,2019-01-25 13:00:28
0,329.6,0,149.81,329.6,1.008,0.0,101,492381526,-1145950438,1.008,27,2019-01-25 13:00:31
0,329.6,0,151.08,329.6,0.989,0.0,100,492381651,-1145950267,0.989,27,2019-01-25 13:00:33
0,329.6,58,151.43,329.6,0.961,0.5,100,492381643,-1145950107,0.961,27,2019-01-25 13:00:36
0,329.4,58,153.87,329.4,0.961,0.5,100,492381375,-1145950060,0.961,27,2019-01-25 13:00:38
0,329.0,58,155.14,329.0,0.961,0.5,101,492381233,-1145950075,0.961,27,2019-01-25 13:00:39
0,327.6,65,160.72,327.6,1.185,0.5,100,492380630,-1145950014,1.185,27,2019-01-25 13:00:43
0,326.4,66,168.04,326.4,1.381,0.5,99,492379847,-1145950083,1.381,27,2019-01-25 13:00:48
0,325.6,59,180.42,325.6,1.717,0.0,99,492378616,-1145949597,1.717,26,2019-01-25 13:00:54
0,325.4,59,182.19,325.4,1.745,0.0,104,492378516,-1145949383,1.745,26,2019-01-25 13:00:55
0,325.6,59,183.85,325.6,1.745,0.0,109,492378454,-1145949161,1.745,26,2019-01-25 13:00:56
0,325.6,59,185.76,325.6,1.736,0.0,107,492378394,-1145948899,1.736,26,2019-01-25 13:00:57
0,325.6,59,187.98,325.6,1.698,0.0,110,492378321,-1145948599,1.698,26,2019-01-25 13:00:58
0,325.6,63,189.94,325.6,1.708,0.0,115,492378281,-1145948314,1.708,26,2019-01-25 13:00:59
0,325.4,63,195.78,325.4,1.801,0.0,118,492378257,-1145947478,1.801,26,2019-01-25 13:01:02
0,325.6,63,200.03,325.6,1.857,0.0,123,492378191,-1145946881,1.857,26,2019-01-25 13:01:04
0,325.6,60,207.13,325.6,1.969,0.0,126,492378096,-1145945877,1.969,26,2019-01-25 13:01:07
0,325.79999999999995,60,208.87,325.79999999999995,1.987,0.0,126,492378083,-1145945627,1.987,26,2019-01-25 13:01:08
0,325.79999999999995,60,212.78,325.79999999999995,1.959,0.0,123,492378083,-1145945070,1.959,26,2019-01-25 13:01:10
0,325.6,66,220.2,325.6,2.081,0.5,117,492377998,-1145944019,2.081,26,2019-01-25 13:01:13
0,325.4,63,221.76,325.4,2.081,0.0,117,492377948,-1145943805,2.081,26,2019-01-25 13:01:14
0,325.79999999999995,63,227.7,325.79999999999995,1.894,0.0,118,492377796,-1145942983,1.894,26,2019-01-25 13:01:18
0,326.0,63,237.64,326.0,1.782,0.0,114,492377668,-1145941576,1.782,25,2019-01-25 13:01:24
0,326.20000000000005,61,244.23,326.20000000000005,1.782,0.0,114,492377715,-1145940630,1.782,25,2019-01-25 13:01:28
0,326.20000000000005,61,247.98,326.20000000000005,1.782,0.0,118,492377700,-1145940099,1.782,25,2019-01-25 13:01:30
0,326.4,61,251.23,326.4,1.791,0.0,116,492377640,-1145939642,1.791,25,2019-01-25 13:01:32
0,326.4,65,252.81,326.4,1.791,0.0,119,492377634,-1145939417,1.791,25,2019-01-25 13:01:33
0,326.0,62,262.38,326.0,1.81,0.0,117,492377600,-1145938051,1.81,25,2019-01-25 13:01:38
0,326.20000000000005,63,268.24,326.20000000000005,1.857,0.0,120,492377680,-1145937222,1.857,25,2019-01-25 13:01:41
0,326.20000000000005,63,275.67,326.20000000000005,1.885,0.0,121,492377905,-1145936212,1.885,25,2019-01-25 13:01:45
0,325.6,63,280.99,325.6,1.913,0.0,123,492377862,-1145935458,1.913,25,2019-01-25 13:01:48
0,326.4,63,288.15,326.4,1.875,0.0,119,492377997,-1145934438,1.875,24,2019-01-25 13:01:53
0,326.6,63,289.42,326.6,1.847,0.0,123,492378034,-1145934263,1.847,24,2019-01-25 13:01:54
0,327.0,63,292.15,327.0,1.801,0.0,124,492378107,-1145933878,1.801,24,2019-01-25 13:01:56
0,327.0,63,295.71,327.0,1.773,0.0,123,492378039,-1145933369,1.773,24,2019-01-25 13:01:58
0,327.0,63,297.23,327.0,1.764,0.0,124,492378011,-1145933153,1.764,24,2019-01-25 13:01:59
0,327.20000000000005,63,298.69,327.20000000000005,1.764,0.0,124,492377987,-1145932946,1.764,24,2019-01-25 13:02:00
0,327.6,63,309.51,327.6,1.754,0.0,122,492377876,-1145931414,1.754,24,2019-01-25 13:02:06
0,327.6,63,313.14,327.6,1.745,0.0,122,492377869,-1145930899,1.745,24,2019-01-25 13:02:08
0,327.6,63,319.29,327.6,1.773,0.0,125,492377979,-1145930041,1.773,24,2019-01-25 13:02:11
0,328.20000000000005,63,330.92,328.20000000000005,1.791,0.0,124,492377934,-1145928392,1.791,23,2019-01-25 13:02:18
0,328.6,63,342.52,328.6,1.745,0.0,126,492377900,-1145926740,1.745,23,2019-01-25 13:02:25
0,328.79999999999995,63,344.11,328.79999999999995,1.745,0.0,126,492377862,-1145926519,1.745,23,2019-01-25 13:02:26
0,329.0,63,345.62,329.0,1.745,0.0,126,492377818,-1145926312,1.745,23,2019-01-25 13:02:27
0,329.0,64,347.01,329.0,1.745,0.5,126,492377779,-1145926120,1.745,23,2019-01-25 13:02:28
0,329.79999999999995,60,361.88,329.79999999999995,1.708,0.5,125,492377814,-1145924057,1.708,23,2019-01-25 13:02:37
0,330.0,60,362.93,330.0,1.698,0.5,124,492377876,-1145923925,1.698,23,2019-01-25 13:02:38
0,330.6,0,363.21,330.6,1.53,0.0,122,492377867,-1145923906,1.53,23,2019-01-25 13:02:40
0,331.0,0,363.74,331.0,1.474,0.0,122,492377815,-1145923880,1.474,23,2019-01-25 13:02:41
0,331.6,0,364.74,331.6,0.0,0.0,119,492377683,-1145924002,0.0,22,2019-01-25 13:02:45
0,331.6,0,366.07,331.6,0.0,0.0,118,492377535,-1145923974,0.0,22,2019-01-25 13:02:48
0,330.79999999999995,58,374.89,330.79999999999995,1.53,0.5,118,492377081,-1145922841,1.53,23,2019-01-25 13:02:55
0,329.6,58,376.55,329.6,1.754,0.5,118,492377107,-1145922602,1.754,23,2019-01-25 13:02:56
0,328.0,68,378.21,328.0,1.754,0.5,118,492377041,-1145922382,1.754,23,2019-01-25 13:02:57
0,326.4,68,379.73,326.4,1.698,0.5,118,492377004,-1145922169,1.698,23,2019-01-25 13:02:58
0,325.0,58,382.43,325.0,1.68,0.5,117,492377072,-1145921771,1.68,23,2019-01-25 13:03:00
0,325.20000000000005,58,389.79,325.20000000000005,1.502,0.5,114,492377291,-1145920691,1.502,22,2019-01-25 13:03:05
0,325.79999999999995,58,395.1,325.79999999999995,1.642,0.5,113,492377458,-1145919954,1.642,22,2019-01-25 13:03:08
0,326.0,62,396.6,326.0,1.661,0.5,113,492377513,-1145919749,1.661,22,2019-01-25 13:03:09
0,326.79999999999995,62,410.53,326.79999999999995,1.717,0.5,111,492377677,-1145917781,1.717,22,2019-01-25 13:03:18
0,326.79999999999995,58,415.88,326.79999999999995,1.661,0.5,110,492377585,-1145917029,1.661,22,2019-01-25 13:03:22
0,327.20000000000005,60,422.4,327.20000000000005,1.568,0.0,110,492377582,-1145916102,1.568,22,2019-01-25 13:03:27
0,327.20000000000005,58,423.39,327.20000000000005,1.549,0.5,110,492377564,-1145915962,1.549,22,2019-01-25 13:03:28
0,326.79999999999995,58,434.55,326.79999999999995,1.418,0.5,109,492377769,-1145914424,1.418,22,2019-01-25 13:03:38
0,326.20000000000005,0,435.4,326.20000000000005,0.0,0.0,111,492377861,-1145914463,0.0,21,2019-01-25 13:03:48
0,326.0,0,435.74,326.0,0.0,0.0,110,492377890,-1145914430,0.0,21,2019-01-25 13:03:54
0,326.0,0,436.32,326.0,0.0,0.0,109,492377962,-1145914428,0.0,21,2019-01-25 13:03:58
0,326.20000000000005,58,442.05,326.20000000000005,0.0,0.5,107,492377976,-1145913802,0.0,21,2019-01-25 13:04:08
0,326.0,58,447.86,326.0,1.306,0.5,105,492378024,-1145912982,1.306,21,2019-01-25 13:04:12
0,326.0,63,457.0,326.0,1.819,0.5,102,492377939,-1145911688,1.819,21,2019-01-25 13:04:17
0,325.79999999999995,63,458.78,325.79999999999995,1.857,0.5,102,492377923,-1145911434,1.857,21,2019-01-25 13:04:18
0,325.6,63,466.08,325.6,1.838,0.5,99,492377977,-1145910398,1.838,21,2019-01-25 13:04:22
0,325.6,63,469.26,325.6,1.829,0.0,96,492377974,-1145909945,1.829,21,2019-01-25 13:04:24
0,325.20000000000005,63,472.98,325.20000000000005,1.745,0.0,98,492378033,-1145909420,1.745,21,2019-01-25 13:04:26
0,325.0,63,475.1,325.0,1.745,0.0,95,492378045,-1145909119,1.745,21,2019-01-25 13:04:27
0,324.79999999999995,88,477.49,324.79999999999995,1.754,0.0,96,492378044,-1145908779,1.754,21,2019-01-25 13:04:28
0,324.0,97,493.56,324.0,2.305,0.0,97,492377801,-1145906507,2.305,21,2019-01-25 13:04:35
0,322.79999999999995,95,500.02,322.79999999999995,2.342,0.5,98,492377685,-1145905596,2.342,21,2019-01-25 13:04:38
0,322.20000000000005,99,506.44,322.20000000000005,2.314,0.5,102,492377568,-1145904696,2.314,21,2019-01-25 13:04:41
0,321.79999999999995,99,512.08,321.79999999999995,2.314,0.5,107,492377464,-1145903904,2.314,21,2019-01-25 13:04:43
0,321.79999999999995,99,514.55,321.79999999999995,2.342,0.5,110,492377423,-1145903552,2.342,21,2019-01-25 13:04:44
0,321.79999999999995,99,516.94,321.79999999999995,2.37,0.5,113,492377415,-1145903210,2.37,21,2019-01-25 13:04:45
0,321.4,99,518.95,321.4,2.379,0.5,117,492377386,-1145902927,2.379,21,2019-01-25 13:04:46
0,321.0,99,520.84,321.0,2.379,0.5,120,492377376,-1145902657,2.379,21,2019-01-25 13:04:47
0,320.20000000000005,99,523.15,320.20000000000005,2.37,0.5,126,492377411,-1145902330,2.37,21,2019-01-25 13:04:48
0,318.6,94,527.52,318.6,2.361,0.5,129,492377406,-1145901713,2.361,21,2019-01-25 13:04:50
0,317.6,94,534.12,317.6,2.333,0.5,132,492377432,-1145900773,2.333,21,2019-01-25 13:04:53
0,316.20000000000005,94,543.65,316.20000000000005,2.361,0.5,132,492377436,-1145899418,2.361,20,2019-01-25 13:04:57
0,315.79999999999995,94,545.75,315.79999999999995,2.379,0.5,133,492377432,-1145899120,2.379,20,2019-01-25 13:04:58
0,315.0,94,549.82,315.0,2.37,0.5,136,492377525,-1145898549,2.37,20,2019-01-25 13:05:00
0,314.4,94,551.86,314.4,2.342,0.5,139,492377534,-1145898258,2.342,20,2019-01-25 13:05:01
0,313.6,91,553.92,313.6,2.323,0.5,145,492377542,-1145897963,2.323,20,2019-01-25 13:05:02
0,313.4,91,556.22,313.4,2.305,0.5,150,492377555,-1145897636,2.305,20,2019-01-25 13:05:03
0,312.6,91,560.77,312.6,2.286,0.5,149,492377567,-1145896986,2.286,20,2019-01-25 13:05:05
0,312.0,91,565.11,312.0,2.258,0.5,146,492377549,-1145896369,2.258,20,2019-01-25 13:05:07
0,312.0,91,567.6,312.0,2.249,0.5,146,492377563,-1145896014,2.249,20,2019-01-25 13:05:08
0,312.0,90,573.06,312.0,2.249,0.5,143,492377698,-1145895258,2.249,20,2019-01-25 13:05:10
0,311.6,95,584.05,311.6,2.323,0.5,140,492377568,-1145893703,2.323,20,2019-01-25 13:05:14
0,311.20000000000005,94,586.36,311.20000000000005,2.323,0.5,140,492377538,-1145893375,2.323,20,2019-01-25 13:05:15
0,310.79999999999995,94,593.64,310.79999999999995,2.333,0.5,140,492377477,-1145892342,2.333,20,2019-01-25 13:05:18
0,310.4,92,598.19,310.4,2.323,0.5,140,492377477,-1145891696,2.323,20,2019-01-25 13:05:20
0,309.4,95,608.14,309.4,2.323,0.5,143,492377518,-1145890281,2.323,20,2019-01-25 13:05:24
0,308.79999999999995,95,613.35,308.79999999999995,2.333,0.5,147,492377467,-1145889543,2.333,20,2019-01-25 13:05:26
0,308.6,95,617.8,308.6,2.351,0.5,147,492377436,-1145888910,2.351,20,2019-01-25 13:05:28
0,308.20000000000005,91,620.07,308.20000000000005,2.351,0.5,145,492377415,-1145888589,2.351,20,2019-01-25 13:05:29
0,307.20000000000005,90,630.18,307.20000000000005,2.351,0.5,144,492377243,-1145887168,2.351,20,2019-01-25 13:05:33
0,306.20000000000005,90,640.76,306.20000000000005,2.389,0.5,145,492377014,-1145885694,2.389,19,2019-01-25 13:05:37
0,306.0,92,643.51,306.0,2.398,0.5,146,492376959,-1145885310,2.398,19,2019-01-25 13:05:38
0,305.4,91,665.4,305.4,2.51,0.5,146,492376903,-1145882197,2.51,19,2019-01-25 13:05:46
0,305.4,90,670.47,305.4,2.51,0.5,147,492376895,-1145881476,2.51,19,2019-01-25 13:05:48
0,305.0,90,678.41,305.0,2.519,0.0,147,492376975,-1145880352,2.519,19,2019-01-25 13:05:51
0,304.4,91,690.47,304.4,2.529,0.5,147,492377162,-1145878648,2.529,19,2019-01-25 13:05:56
0,304.20000000000005,90,695.54,304.20000000000005,2.501,0.5,147,492377195,-1145877926,2.501,19,2019-01-25 13:05:58
0,304.0,90,700.32,304.0,2.501,0.0,147,492377169,-1145877245,2.501,19,2019-01-25 13:06:00
0,303.79999999999995,92,719.43,303.79999999999995,2.445,0.5,148,492377194,-1145874537,2.445,19,2019-01-25 13:06:08
0,302.79999999999995,92,730.93,302.79999999999995,2.389,0.5,148,492377065,-1145872909,2.389,19,2019-01-25 13:06:13
0,303.0,90,742.52,303.0,2.389,0.0,148,492377210,-1145871279,2.389,18,2019-01-25 13:06:18
0,303.20000000000005,90,763.05,303.20000000000005,2.323,0.0,149,492377309,-1145868364,2.323,18,2019-01-25 13:06:27
0,303.4,89,765.46,303.4,2.323,0.5,149,492377342,-1145868024,2.323,18,2019-01-25 13:06:28
0,303.4,90,770.58,303.4,2.333,0.0,146,492377393,-1145867297,2.333,18,2019-01-25 13:06:30
0,303.0,89,777.81,303.0,2.342,0.5,149,492377480,-1145866273,2.342,18,2019-01-25 13:06:33
0,302.20000000000005,87,791.59,302.20000000000005,2.361,0.5,149,492377695,-1145864333,2.361,18,2019-01-25 13:06:38
0,302.6,91,801.66,302.6,2.398,0.5,149,492377609,-1145862922,2.398,18,2019-01-25 13:06:42
0,302.79999999999995,92,806.97,302.79999999999995,2.407,0.5,152,492377573,-1145862168,2.407,18,2019-01-25 13:06:44
0,302.20000000000005,91,817.24,302.20000000000005,2.445,0.5,153,492377449,-1145860712,2.445,18,2019-01-25 13:06:48
0,301.79999999999995,91,822.23,301.79999999999995,2.454,0.5,152,492377379,-1145860007,2.454,18,2019-01-25 13:06:50
0,301.20000000000005,91,840.01,301.20000000000005,2.463,0.5,155,492377196,-1145857494,2.463,18,2019-01-25 13:06:57
0,301.20000000000005,90,842.53,301.20000000000005,2.463,0.5,154,492377176,-1145857136,2.463,18,2019-01-25 13:06:58
0,300.79999999999995,90,863.02,300.79999999999995,2.417,0.0,153,492377119,-1145854224,2.417,18,2019-01-25 13:07:07
0,301.0,90,865.49,301.0,2.417,0.0,153,492377088,-1145853875,2.417,18,2019-01-25 13:07:08
0,301.0,90,870.48,301.0,2.407,0.0,156,492377022,-1145853170,2.407,18,2019-01-25 13:07:10
0,301.20000000000005,90,880.03,301.20000000000005,2.407,0.5,153,492377024,-1145851810,2.407,17,2019-01-25 13:07:14
0,301.20000000000005,91,889.45,301.20000000000005,2.417,0.5,154,492377003,-1145850468,2.417,17,2019-01-25 13:07:18
0,301.0,90,911.48,301.0,2.389,0.0,154,492376868,-1145847339,2.389,17,2019-01-25 13:07:27
0,301.0,90,913.89,301.0,2.407,0.0,153,492376846,-1145846997,2.407,17,2019-01-25 13:07:28
0,300.79999999999995,90,918.61,300.79999999999995,2.407,0.0,153,492376852,-1145846325,2.407,17,2019-01-25 13:07:30
0,301.4,88,934.54,301.4,2.389,0.5,157,492376986,-1145844066,2.389,17,2019-01-25 13:07:37
0,301.4,88,936.28,301.4,2.389,0.5,158,492377067,-1145843838,2.389,17,2019-01-25 13:07:38
0,301.4,87,938.13,301.4,2.333,0.5,157,492377167,-1145843607,2.333,17,2019-01-25 13:07:40
0,301.4,0,939.15,301.4,0.336,0.0,155,492377260,-1145843478,0.336,17,2019-01-25 13:07:48
0,301.20000000000005,0,940.1,301.20000000000005,0.028,0.0,153,492377065,-1145843534,0.028,17,2019-01-25 13:07:53
0,300.79999999999995,118,945.76,300.79999999999995,0.112,0.0,152,492377171,-1145842757,0.112,17,2019-01-25 13:07:58
0,300.6,118,948.33,300.6,2.025,0.0,150,492377196,-1145842391,2.025,17,2019-01-25 13:07:59
0,301.20000000000005,90,968.82,301.20000000000005,2.501,0.5,151,492377161,-1145839479,2.501,17,2019-01-25 13:08:07
0,301.6,90,971.47,301.6,2.501,0.5,151,492377124,-1145839105,2.501,17,2019-01-25 13:08:08
0,301.6,92,983.08,301.6,2.417,0.5,148,492377210,-1145837461,2.417,17,2019-01-25 13:08:13
0,301.6,91,994.61,301.6,2.333,0.5,147,492377185,-1145835820,2.333,17,2019-01-25 13:08:18
0,300.79999999999995,90,1016.23,300.79999999999995,2.398,0.5,149,492377164,-1145832752,2.398,16,2019-01-25 13:08:27
0,300.79999999999995,90,1018.67,300.79999999999995,2.379,0.5,148,492377163,-1145832404,2.379,16,2019-01-25 13:08:28
0,300.79999999999995,87,1039.33,300.79999999999995,2.361,0.5,147,492377220,-1145829465,2.361,16,2019-01-25 13:08:37
0,300.79999999999995,87,1041.71,300.79999999999995,2.351,0.5,147,492377234,-1145829127,2.351,16,2019-01-25 13:08:38
0,301.4,90,1062.02,301.4,2.417,0.5,148,492377260,-1145826238,2.417,16,2019-01-25 13:08:46
0,301.6,90,1066.72,301.6,2.426,0.0,149,492377267,-1145825569,2.426,16,2019-01-25 13:08:48
0,301.79999999999995,90,1069.06,301.79999999999995,2.417,0.0,149,492377276,-1145825237,2.417,16,2019-01-25 13:08:49
0,301.79999999999995,86,1088.76,301.79999999999995,2.351,0.5,150,492377236,-1145822446,2.351,16,2019-01-25 13:08:58
0,302.4,87,1105.86,302.4,2.342,0.5,153,492377183,-1145820012,2.342,16,2019-01-25 13:09:05
0,302.4,87,1110.64,302.4,2.361,0.5,153,492377136,-1145819334,2.361,16,2019-01-25 13:09:07
0,302.4,87,1112.92,302.4,2.361,0.5,153,492377155,-1145819011,2.361,16,2019-01-25 13:09:08
0,303.0,87,1119.29,303.0,2.361,0.5,154,492377249,-1145818106,2.361,16,2019-01-25 13:09:11
0,304.20000000000005,88,1133.47,304.20000000000005,2.351,0.5,157,492377392,-1145816095,2.351,16,2019-01-25 13:09:17
0,304.0,89,1135.82,304.0,2.361,0.5,159,492377414,-1145815762,2.361,16,2019-01-25 13:09:18
0,304.0,90,1145.1,304.0,2.361,0.5,162,492377430,-1145814442,2.361,16,2019-01-25 13:09:22
0,304.0,90,1159.95,304.0,2.37,0.5,160,492377502,-1145812325,2.37,16,2019-01-25 13:09:28
0,304.6,85,1181.53,304.6,2.295,0.0,159,492377823,-1145809312,2.295,16,2019-01-25 13:09:38
0,304.0,85,1202.4,304.0,2.165,0.0,159,492379507,-1145811108,2.165,15,2019-01-25 13:09:48
0,303.4,87,1214.65,303.4,2.239,0.0,155,492380414,-1145812334,2.239,15,2019-01-25 13:09:53
0,302.79999999999995,86,1220.8,302.79999999999995,2.211,0.0,156,492379855,-1145812641,2.211,15,2019-01-25 13:09:56
0,302.4,86,1226.04,302.4,2.202,0.0,156,492379330,-1145812371,2.202,15,2019-01-25 13:09:58
0,301.79999999999995,88,1244.47,301.79999999999995,2.295,0.5,156,492377493,-1145811400,2.295,15,2019-01-25 13:10:05
0,301.20000000000005,87,1251.01,301.20000000000005,2.305,0.5,155,492376838,-1145811062,2.305,15,2019-01-25 13:10:08
0,300.6,87,1256.47,300.6,2.295,0.5,151,492376286,-1145810810,2.295,15,2019-01-25 13:10:11
0,300.79999999999995,88,1259.36,300.79999999999995,2.286,0.5,151,492376024,-1145810591,2.286,15,2019-01-25 13:10:12
0,301.0,91,1268.74,301.0,2.286,0.5,154,492375085,-1145810110,2.286,15,2019-01-25 13:10:16
0,301.0,91,1273.76,301.0,2.305,0.5,153,492374642,-1145809699,2.305,15,2019-01-25 13:10:18
0,301.79999999999995,87,1292.56,301.79999999999995,2.323,0.5,153,492372993,-1145808165,2.323,15,2019-01-25 13:10:26
0,302.6,87,1297.35,302.6,2.323,0.0,153,492372563,-1145807790,2.323,15,2019-01-25 13:10:28
0,303.0,86,1303.89,303.0,2.314,0.5,153,492371947,-1145807345,2.314,15,2019-01-25 13:10:31
0,302.4,89,1320.87,302.4,2.314,0.5,152,492370174,-1145806812,2.314,15,2019-01-25 13:10:38
0,303.0,90,1341.9,303.0,2.351,0.5,153,492367951,-1145806388,2.351,14,2019-01-25 13:10:47
0,302.79999999999995,90,1344.27,302.79999999999995,2.351,0.5,153,492367703,-1145806312,2.351,14,2019-01-25 13:10:48
0,302.4,92,1361.69,302.4,2.426,0.5,156,492365858,-1145805917,2.426,14,2019-01-25 13:10:55
0,302.4,90,1369.17,302.4,2.435,0.0,157,492365058,-1145805827,2.435,14,2019-01-25 13:10:58
0,302.20000000000005,87,1390.05,302.20000000000005,2.407,0.5,157,492362907,-1145805003,2.407,14,2019-01-25 13:11:07
0,302.0,87,1392.26,302.0,2.398,0.5,157,492362673,-1145804951,2.398,14,2019-01-25 13:11:08
0,302.0,88,1397.09,302.0,2.389,0.5,156,492362159,-1145804869,2.389,14,2019-01-25 13:11:10
0,302.4,87,1416.01,302.4,2.398,0.5,155,492360212,-1145804119,2.398,14,2019-01-25 13:11:18
0,301.79999999999995,89,1430.12,301.79999999999995,2.398,0.5,153,492358740,-1145803637,2.398,14,2019-01-25 13:11:24
0,301.0,89,1439.68,301.0,2.389,0.5,154,492357733,-1145803369,2.389,14,2019-01-25 13:11:28
0,301.0,89,1442.14,301.0,2.398,0.5,154,492357484,-1145803251,2.398,14,2019-01-25 13:11:29
0,301.4,86,1463.43,301.4,2.389,0.5,156,492355397,-1145802082,2.389,14,2019-01-25 13:11:38
0,301.4,87,1484.71,301.4,2.407,0.5,156,492353302,-1145800876,2.407,14,2019-01-25 13:11:47
0,301.4,86,1486.98,301.4,2.407,0.5,156,492353081,-1145800737,2.407,14,2019-01-25 13:11:48
0,302.0,89,1497.26,302.0,2.407,0.5,156,492352089,-1145800099,2.407,14,2019-01-25 13:11:52
0,302.20000000000005,90,1511.17,302.20000000000005,2.389,0.0,156,492350705,-1145799357,2.389,13,2019-01-25 13:11:58
0,302.4,90,1530.27,302.4,2.398,0.5,163,492348856,-1145798181,2.398,13,2019-01-25 13:12:06
0,302.4,90,1534.94,302.4,2.398,0.5,161,492348373,-1145797988,2.398,13,2019-01-25 13:12:08
