0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
altitude: 315.0 [m],cadence: 90 [rpm],distance: 2021.32 [m],enhanced_altitude: 315.0 [m],enhanced_speed: 2.678 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 161 [bpm],position_lat: 492301238 [semicircles],position_long: -1145762842 [semicircles],speed: 2.678 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:10:52,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.4 [m],cadence: 90 [rpm],distance: 2043.1 [m],enhanced_altitude: 314.4 [m],enhanced_speed: 2.678 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 161 [bpm],position_lat: 492299213 [semicircles],position_long: -1145761285 [semicircles],speed: 2.678 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:00,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.79999999999995 [m],cadence: 87 [rpm],distance: 2064.3 [m],enhanced_altitude: 314.79999999999995 [m],enhanced_speed: 2.678 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 160 [bpm],position_lat: 492297307 [semicircles],position_long: -1145759634 [semicircles],speed: 2.678 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:08,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 86 [rpm],distance: 2085.55 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.65 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 157 [bpm],position_lat: 492295273 [semicircles],position_long: -1145758268 [semicircles],speed: 2.65 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:16,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 88 [rpm],distance: 2099.75 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.585 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 157 [bpm],position_lat: 492293854 [semicircles],position_long: -1145757528 [semicircles],speed: 2.585 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:22,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 312.6 [m],cadence: 88 [rpm],distance: 2111.95 [m],enhanced_altitude: 312.6 [m],enhanced_speed: 2.557 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 158 [bpm],position_lat: 492292622 [semicircles],position_long: -1145756933 [semicircles],speed: 2.557 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:27,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 312.20000000000005 [m],cadence: 87 [rpm],distance: 2114.14 [m],enhanced_altitude: 312.20000000000005 [m],enhanced_speed: 2.547 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 157 [bpm],position_lat: 492292421 [semicircles],position_long: -1145756770 [semicircles],speed: 2.547 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:28,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 312.0 [m],cadence: 90 [rpm],distance: 2129.67 [m],enhanced_altitude: 312.0 [m],enhanced_speed: 2.491 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 156 [bpm],position_lat: 492290924 [semicircles],position_long: -1145755788 [semicircles],speed: 2.491 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:35,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"avg_cadence_position: (None, None) [rpm]",avg_combined_pedal_smoothness: None [percent],avg_fractional_cadence: 0.828125 [rpm],avg_heart_rate: 162 [bpm],avg_left_pco: None [mm],avg_left_pedal_smoothness: None [percent],"avg_left_power_phase: (None, None, None, None) [degrees]","avg_left_power_phase_peak: (None, None, None, None) [degrees]",avg_left_torque_effectiveness: None [percent],avg_power: None [watts],"avg_power_position: (None, None) [watts]",avg_right_pco: None [mm],avg_right_pedal_smoothness: None [percent],"avg_right_power_phase: (None, None, None, None) [degrees]","avg_right_power_phase_peak: (None, None, None, None) [degrees]",avg_right_torque_effectiveness: None [percent],avg_running_cadence: 90 [strides/min],avg_speed: 2.849 [m/s],avg_stance_time: None [ms],avg_stance_time_balance: None [percent],avg_stance_time_percent: None [percent],avg_step_length: None [mm],avg_stroke_distance: None [m],avg_vertical_oscillation: None [mm],avg_vertical_ratio: None [percent],end_position_lat: 492290924 [semicircles],end_position_long: -1145755788 [semicircles],enhanced_avg_speed: 2.849 [m/s],enhanced_max_speed: 3.266 [m/s],event: lap,event_group: None,event_type: stop,first_length_index: None,intensity: None,lap_trigger: distance,left_right_balance: None,"max_cadence_position: (None, None) [rpm]",max_fractional_cadence: 0.0 [rpm],max_heart_rate: 179 [bpm],max_power: None [watts],"max_power_position: (None, None) [watts]",max_running_cadence: 97 [strides/min],max_speed: 3.266 [m/s],message_index: 1,normalized_power: None [watts],num_active_lengths: None [lengths],num_lengths: None [lengths],sport: running,stand_count: None,start_position_lat: 492377526 [semicircles],start_position_long: -1145900221 [semicircles],start_time: 2019-01-16 23:02:10,sub_sport: generic,swim_stroke: None,"time_in_hr_zone: (None, None, None, None, None, None, None) [s]","time_in_power_zone: (None, None, None, None, None, None, None, None) [s]",time_standing: None [s],timestamp: 2019-01-16 23:11:35,total_ascent: 2 [m],total_calories: 124 [kcal],total_descent: 22 [m],total_distance: 1609.35 [m],total_elapsed_time: 564.899 [s],total_fractional_cycles: None [cycles],total_strides: 853 [strides],total_timer_time: 564.899 [s],total_work: None [J],wkt_step_index: None,unknown_27: 492380507,unknown_28: -1145755788,unknown_29: 492290924,unknown_30: -1145900221,unknown_70: None,unknown_72: None,unknown_73: None,unknown_90: None,unknown_96: None,unknown_97: None,,,,,,
unknown_0: 19,unknown_1: 1,unknown_10: 3,unknown_11: 198,unknown_12: 0,unknown_13: 170,unknown_14: None,unknown_15: None,"unknown_2: (0, 28411, 39000, 157000, 192003, 148997, 0)",unknown_253: 916614695,"unknown_5: (None, None, None, None, None, None, None, None)","unknown_6: (31, 136, 151, 162, 170, 202)","unknown_9: (None, None, None, None, None, None, None, None)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 311.6 [m],cadence: 89 [rpm],distance: 2139.19 [m],enhanced_altitude: 311.6 [m],enhanced_speed: 2.491 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 154 [bpm],position_lat: 492289999 [semicircles],position_long: -1145755211 [semicircles],speed: 2.491 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:39,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 311.20000000000005 [m],cadence: 88 [rpm],distance: 2161.91 [m],enhanced_altitude: 311.20000000000005 [m],enhanced_speed: 2.585 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 155 [bpm],position_lat: 492287898 [semicircles],position_long: -1145753667 [semicircles],speed: 2.585 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:47,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 311.4 [m],cadence: 87 [rpm],distance: 2167.11 [m],enhanced_altitude: 311.4 [m],enhanced_speed: 2.566 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 152 [bpm],position_lat: 492287528 [semicircles],position_long: -1145753118 [semicircles],speed: 2.566 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:49,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 311.6 [m],cadence: 87 [rpm],distance: 2169.66 [m],enhanced_altitude: 311.6 [m],enhanced_speed: 2.575 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 148 [bpm],position_lat: 492287296 [semicircles],position_long: -1145752924 [semicircles],speed: 2.575 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:50,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 311.79999999999995 [m],cadence: 87 [rpm],distance: 2172.12 [m],enhanced_altitude: 311.79999999999995 [m],enhanced_speed: 2.557 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 148 [bpm],position_lat: 492287064 [semicircles],position_long: -1145752755 [semicircles],speed: 2.557 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:51,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 312.20000000000005 [m],cadence: 86 [rpm],distance: 2190.68 [m],enhanced_altitude: 312.20000000000005 [m],enhanced_speed: 2.529 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 151 [bpm],position_lat: 492285417 [semicircles],position_long: -1145751279 [semicircles],speed: 2.529 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:11:58,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 312.79999999999995 [m],cadence: 86 [rpm],distance: 2199.46 [m],enhanced_altitude: 312.79999999999995 [m],enhanced_speed: 2.547 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 151 [bpm],position_lat: 492284685 [semicircles],position_long: -1145750492 [semicircles],speed: 2.547 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:12:01,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 89 [rpm],distance: 2211.06 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.594 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 152 [bpm],position_lat: 492283638 [semicircles],position_long: -1145749596 [semicircles],speed: 2.594 [m/s],temperature: 18 [C],timestamp: 2019-01-16 23:12:05,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 88 [rpm],distance: 2227.79 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.65 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 155 [bpm],position_lat: 492282013 [semicircles],position_long: -1145748598 [semicircles],speed: 2.65 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:11,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.0 [m],cadence: 89 [rpm],distance: 2230.54 [m],enhanced_altitude: 314.0 [m],enhanced_speed: 2.659 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 159 [bpm],position_lat: 492281761 [semicircles],position_long: -1145748386 [semicircles],speed: 2.659 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:12,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 90 [rpm],distance: 2233.19 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.669 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 159 [bpm],position_lat: 492281495 [semicircles],position_long: -1145748253 [semicircles],speed: 2.669 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:13,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 90 [rpm],distance: 2254.37 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.725 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 160 [bpm],position_lat: 492279352 [semicircles],position_long: -1145747249 [semicircles],speed: 2.725 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:20,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 89 [rpm],distance: 2262.86 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.743 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 164 [bpm],position_lat: 492278503 [semicircles],position_long: -1145746810 [semicircles],speed: 2.743 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:23,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.6 [m],cadence: 90 [rpm],distance: 2268.24 [m],enhanced_altitude: 313.6 [m],enhanced_speed: 2.753 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 167 [bpm],position_lat: 492277989 [semicircles],position_long: -1145746457 [semicircles],speed: 2.753 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:25,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.6 [m],cadence: 90 [rpm],distance: 2276.7 [m],enhanced_altitude: 313.6 [m],enhanced_speed: 2.762 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 170 [bpm],position_lat: 492277227 [semicircles],position_long: -1145745795 [semicircles],speed: 2.762 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:28,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 91 [rpm],distance: 2281.93 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.762 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 167 [bpm],position_lat: 492276753 [semicircles],position_long: -1145745383 [semicircles],speed: 2.762 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:30,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.20000000000005 [m],cadence: 88 [rpm],distance: 2302.89 [m],enhanced_altitude: 313.20000000000005 [m],enhanced_speed: 2.734 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 168 [bpm],position_lat: 492274875 [semicircles],position_long: -1145743738 [semicircles],speed: 2.734 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:38,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 86 [rpm],distance: 2313.36 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.725 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 164 [bpm],position_lat: 492273923 [semicircles],position_long: -1145742940 [semicircles],speed: 2.725 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:42,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.4 [m],cadence: 86 [rpm],distance: 2331.87 [m],enhanced_altitude: 313.4 [m],enhanced_speed: 2.706 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 161 [bpm],position_lat: 492272246 [semicircles],position_long: -1145741519 [semicircles],speed: 2.706 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:49,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.0 [m],cadence: 89 [rpm],distance: 2352.86 [m],enhanced_altitude: 313.0 [m],enhanced_speed: 2.687 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 161 [bpm],position_lat: 492270371 [semicircles],position_long: -1145739853 [semicircles],speed: 2.687 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:12:57,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.0 [m],cadence: 87 [rpm],distance: 2373.5 [m],enhanced_altitude: 313.0 [m],enhanced_speed: 2.659 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 162 [bpm],position_lat: 492268393 [semicircles],position_long: -1145738527 [semicircles],speed: 2.659 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:13:05,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 89 [rpm],distance: 2391.84 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.249 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 165 [bpm],position_lat: 492267175 [semicircles],position_long: -1145736442 [semicircles],speed: 2.249 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:13:14,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 314.20000000000005 [m],cadence: 87 [rpm],distance: 2413.11 [m],enhanced_altitude: 314.20000000000005 [m],enhanced_speed: 2.267 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 165 [bpm],position_lat: 492265360 [semicircles],position_long: -1145734607 [semicircles],speed: 2.267 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:13:23,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 90 [rpm],distance: 2435.42 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.771 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 164 [bpm],position_lat: 492263048 [semicircles],position_long: -1145733828 [semicircles],speed: 2.771 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:13:30,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 87 [rpm],distance: 2458.31 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.743 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 163 [bpm],position_lat: 492260594 [semicircles],position_long: -1145733707 [semicircles],speed: 2.743 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:13:38,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 313.79999999999995 [m],cadence: 90 [rpm],distance: 2480.91 [m],enhanced_altitude: 313.79999999999995 [m],enhanced_speed: 2.762 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 161 [bpm],position_lat: 492258167 [semicircles],position_long: -1145733679 [semicircles],speed: 2.762 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:13:46,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 312.6 [m],cadence: 89 [rpm],distance: 2496.87 [m],enhanced_altitude: 312.6 [m],enhanced_speed: 2.734 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 161 [bpm],position_lat: 492256455 [semicircles],position_long: -1145733811 [semicircles],speed: 2.734 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:13:52,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 311.6 [m],cadence: 87 [rpm],distance: 2517.01 [m],enhanced_altitude: 311.6 [m],enhanced_speed: 2.641 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 161 [bpm],position_lat: 492254301 [semicircles],position_long: -1145733667 [semicircles],speed: 2.641 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:00,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 311.4 [m],cadence: 86 [rpm],distance: 2519.73 [m],enhanced_altitude: 311.4 [m],enhanced_speed: 2.65 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 161 [bpm],position_lat: 492254010 [semicircles],position_long: -1145733705 [semicircles],speed: 2.65 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:01,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 310.6 [m],cadence: 86 [rpm],distance: 2533.74 [m],enhanced_altitude: 310.6 [m],enhanced_speed: 2.659 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 158 [bpm],position_lat: 492252526 [semicircles],position_long: -1145734056 [semicircles],speed: 2.659 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:06,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 310.6 [m],cadence: 86 [rpm],distance: 2554.36 [m],enhanced_altitude: 310.6 [m],enhanced_speed: 2.687 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 159 [bpm],position_lat: 492250338 [semicircles],position_long: -1145734540 [semicircles],speed: 2.687 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:13,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 310.4 [m],cadence: 86 [rpm],distance: 2557.11 [m],enhanced_altitude: 310.4 [m],enhanced_speed: 2.697 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 158 [bpm],position_lat: 492250048 [semicircles],position_long: -1145734608 [semicircles],speed: 2.697 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:14,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 309.79999999999995 [m],cadence: 85 [rpm],distance: 2579.66 [m],enhanced_altitude: 309.79999999999995 [m],enhanced_speed: 2.687 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 157 [bpm],position_lat: 492247685 [semicircles],position_long: -1145735293 [semicircles],speed: 2.687 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:23,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 310.20000000000005 [m],cadence: 89 [rpm],distance: 2603.19 [m],enhanced_altitude: 310.20000000000005 [m],enhanced_speed: 2.687 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 157 [bpm],position_lat: 492245231 [semicircles],position_long: -1145735270 [semicircles],speed: 2.687 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:31,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 310.4 [m],cadence: 90 [rpm],distance: 2625.91 [m],enhanced_altitude: 310.4 [m],enhanced_speed: 2.762 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 159 [bpm],position_lat: 492242895 [semicircles],position_long: -1145734450 [semicircles],speed: 2.762 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:39,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 310.79999999999995 [m],cadence: 88 [rpm],distance: 2633.48 [m],enhanced_altitude: 310.79999999999995 [m],enhanced_speed: 2.734 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 162 [bpm],position_lat: 492242089 [semicircles],position_long: -1145734299 [semicircles],speed: 2.734 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:42,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 311.20000000000005 [m],cadence: 90 [rpm],distance: 2653.97 [m],enhanced_altitude: 311.20000000000005 [m],enhanced_speed: 2.743 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 163 [bpm],position_lat: 492239965 [semicircles],position_long: -1145733599 [semicircles],speed: 2.743 [m/s],temperature: 17 [C],timestamp: 2019-01-16 23:14:49,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 311.4 [m],cadence: 87 [rpm],distance: 2671.84 [m],enhanced_altitude: 311.4 [m],enhanced_speed: 2.678 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 165 [bpm],position_lat: 492238308 [semicircles],position_long: -1145732299 [semicircles],speed: 2.678 [m/s],temperature: 16 [C],timestamp: 2019-01-16 23:14:56,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
