0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
altitude: 308.4 [m],cadence: 86 [rpm],distance: 4674.88 [m],enhanced_altitude: 308.4 [m],enhanced_speed: 2.473 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 161 [bpm],position_lat: 492084450 [semicircles],position_long: -1145569176 [semicircles],speed: 2.473 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:27:38,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.4 [m],cadence: 86 [rpm],distance: 4676.77 [m],enhanced_altitude: 308.4 [m],enhanced_speed: 2.473 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 161 [bpm],position_lat: 492084255 [semicircles],position_long: -1145569101 [semicircles],speed: 2.473 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:27:39,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.20000000000005 [m],cadence: 86 [rpm],distance: 4698.44 [m],enhanced_altitude: 308.20000000000005 [m],enhanced_speed: 2.482 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 164 [bpm],position_lat: 492081941 [semicircles],position_long: -1145568766 [semicircles],speed: 2.482 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:27:47,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 309.20000000000005 [m],cadence: 86 [rpm],distance: 4719.21 [m],enhanced_altitude: 309.20000000000005 [m],enhanced_speed: 2.51 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 164 [bpm],position_lat: 492079782 [semicircles],position_long: -1145568038 [semicircles],speed: 2.51 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:27:55,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 309.4 [m],cadence: 86 [rpm],distance: 4721.62 [m],enhanced_altitude: 309.4 [m],enhanced_speed: 2.501 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 164 [bpm],position_lat: 492079528 [semicircles],position_long: -1145567966 [semicircles],speed: 2.501 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:27:56,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 309.79999999999995 [m],cadence: 86 [rpm],distance: 4744.15 [m],enhanced_altitude: 309.79999999999995 [m],enhanced_speed: 2.51 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 165 [bpm],position_lat: 492077162 [semicircles],position_long: -1145567286 [semicircles],speed: 2.51 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:05,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.6 [m],cadence: 85 [rpm],distance: 4766.67 [m],enhanced_altitude: 308.6 [m],enhanced_speed: 2.519 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 166 [bpm],position_lat: 492074789 [semicircles],position_long: -1145566711 [semicircles],speed: 2.519 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:14,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.4 [m],cadence: 86 [rpm],distance: 4771.53 [m],enhanced_altitude: 308.4 [m],enhanced_speed: 2.51 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 167 [bpm],position_lat: 492074270 [semicircles],position_long: -1145566640 [semicircles],speed: 2.51 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:16,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 307.20000000000005 [m],cadence: 86 [rpm],distance: 4787.69 [m],enhanced_altitude: 307.20000000000005 [m],enhanced_speed: 2.463 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 167 [bpm],position_lat: 492072571 [semicircles],position_long: -1145566170 [semicircles],speed: 2.463 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:23,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 306.4 [m],cadence: 86 [rpm],distance: 4809.08 [m],enhanced_altitude: 306.4 [m],enhanced_speed: 2.463 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 166 [bpm],position_lat: 492070504 [semicircles],position_long: -1145564971 [semicircles],speed: 2.463 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:32,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 306.20000000000005 [m],cadence: 86 [rpm],distance: 4812.08 [m],enhanced_altitude: 306.20000000000005 [m],enhanced_speed: 2.454 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 166 [bpm],position_lat: 492070287 [semicircles],position_long: -1145564597 [semicircles],speed: 2.454 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:34,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 306.20000000000005 [m],cadence: 86 [rpm],distance: 4813.89 [m],enhanced_altitude: 306.20000000000005 [m],enhanced_speed: 2.435 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 169 [bpm],position_lat: 492070096 [semicircles],position_long: -1145564544 [semicircles],speed: 2.435 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:35,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 306.6 [m],cadence: 85 [rpm],distance: 4825.35 [m],enhanced_altitude: 306.6 [m],enhanced_speed: 2.426 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 172 [bpm],position_lat: 492068872 [semicircles],position_long: -1145564259 [semicircles],speed: 2.426 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:39,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 307.0 [m],cadence: 86 [rpm],distance: 4847.36 [m],enhanced_altitude: 307.0 [m],enhanced_speed: 2.463 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 171 [bpm],position_lat: 492066612 [semicircles],position_long: -1145563853 [semicircles],speed: 2.463 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:46,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 307.4 [m],cadence: 86 [rpm],distance: 4852.36 [m],enhanced_altitude: 307.4 [m],enhanced_speed: 2.463 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 169 [bpm],position_lat: 492066160 [semicircles],position_long: -1145563471 [semicircles],speed: 2.463 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:48,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.0 [m],cadence: 86 [rpm],distance: 4862.82 [m],enhanced_altitude: 308.0 [m],enhanced_speed: 2.491 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 166 [bpm],position_lat: 492065163 [semicircles],position_long: -1145562782 [semicircles],speed: 2.491 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:52,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.0 [m],cadence: 86 [rpm],distance: 4867.94 [m],enhanced_altitude: 308.0 [m],enhanced_speed: 2.529 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 161 [bpm],position_lat: 492064693 [semicircles],position_long: -1145562404 [semicircles],speed: 2.529 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:54,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.20000000000005 [m],cadence: 85 [rpm],distance: 4873.1 [m],enhanced_altitude: 308.20000000000005 [m],enhanced_speed: 2.575 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 157 [bpm],position_lat: 492064177 [semicircles],position_long: -1145562134 [semicircles],speed: 2.575 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:28:56,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 307.6 [m],cadence: 84 [rpm],distance: 4893.32 [m],enhanced_altitude: 307.6 [m],enhanced_speed: 2.426 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 157 [bpm],position_lat: 492062059 [semicircles],position_long: -1145561524 [semicircles],speed: 2.426 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:05,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 307.4 [m],cadence: 86 [rpm],distance: 4900.19 [m],enhanced_altitude: 307.4 [m],enhanced_speed: 2.417 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 160 [bpm],position_lat: 492061339 [semicircles],position_long: -1145561303 [semicircles],speed: 2.417 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:08,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 307.20000000000005 [m],cadence: 86 [rpm],distance: 4902.56 [m],enhanced_altitude: 307.20000000000005 [m],enhanced_speed: 2.417 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 165 [bpm],position_lat: 492061089 [semicircles],position_long: -1145561230 [semicircles],speed: 2.417 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:09,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 306.79999999999995 [m],cadence: 86 [rpm],distance: 4910.12 [m],enhanced_altitude: 306.79999999999995 [m],enhanced_speed: 2.426 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 168 [bpm],position_lat: 492060303 [semicircles],position_long: -1145560985 [semicircles],speed: 2.426 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:12,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 306.6 [m],cadence: 86 [rpm],distance: 4914.47 [m],enhanced_altitude: 306.6 [m],enhanced_speed: 2.417 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 172 [bpm],position_lat: 492059872 [semicircles],position_long: -1145560744 [semicircles],speed: 2.417 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:14,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 306.4 [m],cadence: 86 [rpm],distance: 4916.85 [m],enhanced_altitude: 306.4 [m],enhanced_speed: 2.398 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 175 [bpm],position_lat: 492059634 [semicircles],position_long: -1145560619 [semicircles],speed: 2.398 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:15,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 306.20000000000005 [m],cadence: 86 [rpm],distance: 4919.35 [m],enhanced_altitude: 306.20000000000005 [m],enhanced_speed: 2.398 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 179 [bpm],position_lat: 492059400 [semicircles],position_long: -1145560444 [semicircles],speed: 2.398 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:16,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 305.79999999999995 [m],cadence: 87 [rpm],distance: 4940.38 [m],enhanced_altitude: 305.79999999999995 [m],enhanced_speed: 2.398 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 178 [bpm],position_lat: 492057393 [semicircles],position_long: -1145559080 [semicircles],speed: 2.398 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:25,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 305.6 [m],cadence: 85 [rpm],distance: 4955.0 [m],enhanced_altitude: 305.6 [m],enhanced_speed: 2.37 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 172 [bpm],position_lat: 492056098 [semicircles],position_long: -1145558045 [semicircles],speed: 2.37 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:31,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 305.79999999999995 [m],cadence: 85 [rpm],distance: 4960.83 [m],enhanced_altitude: 305.79999999999995 [m],enhanced_speed: 2.417 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 167 [bpm],position_lat: 492055495 [semicircles],position_long: -1145557819 [semicircles],speed: 2.417 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:33,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 305.79999999999995 [m],cadence: 85 [rpm],distance: 4963.43 [m],enhanced_altitude: 305.79999999999995 [m],enhanced_speed: 2.426 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 167 [bpm],position_lat: 492055241 [semicircles],position_long: -1145557663 [semicircles],speed: 2.426 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:34,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 306.20000000000005 [m],cadence: 85 [rpm],distance: 4973.99 [m],enhanced_altitude: 306.20000000000005 [m],enhanced_speed: 2.454 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 164 [bpm],position_lat: 492054200 [semicircles],position_long: -1145557063 [semicircles],speed: 2.454 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:38,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 307.20000000000005 [m],cadence: 83 [rpm],distance: 4995.72 [m],enhanced_altitude: 307.20000000000005 [m],enhanced_speed: 2.426 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 161 [bpm],position_lat: 492052036 [semicircles],position_long: -1145555913 [semicircles],speed: 2.426 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:47,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 307.20000000000005 [m],cadence: 83 [rpm],distance: 4997.99 [m],enhanced_altitude: 307.20000000000005 [m],enhanced_speed: 2.426 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 163 [bpm],position_lat: 492051808 [semicircles],position_long: -1145555799 [semicircles],speed: 2.426 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:48,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.0 [m],cadence: 84 [rpm],distance: 5019.38 [m],enhanced_altitude: 308.0 [m],enhanced_speed: 2.342 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 164 [bpm],position_lat: 492049669 [semicircles],position_long: -1145554697 [semicircles],speed: 2.342 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:29:58,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.4 [m],cadence: 84 [rpm],distance: 5023.71 [m],enhanced_altitude: 308.4 [m],enhanced_speed: 2.333 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 164 [bpm],position_lat: 492049243 [semicircles],position_long: -1145554446 [semicircles],speed: 2.333 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:00,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.6 [m],cadence: 84 [rpm],distance: 5038.06 [m],enhanced_altitude: 308.6 [m],enhanced_speed: 2.333 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 168 [bpm],position_lat: 492047801 [semicircles],position_long: -1145553744 [semicircles],speed: 2.333 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:06,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.6 [m],cadence: 85 [rpm],distance: 5040.55 [m],enhanced_altitude: 308.6 [m],enhanced_speed: 2.342 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 165 [bpm],position_lat: 492047568 [semicircles],position_long: -1145553569 [semicircles],speed: 2.342 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:07,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 309.4 [m],cadence: 86 [rpm],distance: 5056.37 [m],enhanced_altitude: 309.4 [m],enhanced_speed: 2.323 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 166 [bpm],position_lat: 492046021 [semicircles],position_long: -1145552643 [semicircles],speed: 2.323 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:14,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 309.79999999999995 [m],cadence: 86 [rpm],distance: 5069.53 [m],enhanced_altitude: 309.79999999999995 [m],enhanced_speed: 2.295 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 170 [bpm],position_lat: 492044706 [semicircles],position_long: -1145551964 [semicircles],speed: 2.295 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:20,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 309.20000000000005 [m],cadence: 87 [rpm],distance: 5091.13 [m],enhanced_altitude: 309.20000000000005 [m],enhanced_speed: 2.323 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 170 [bpm],position_lat: 492042545 [semicircles],position_long: -1145550853 [semicircles],speed: 2.323 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:29,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.79999999999995 [m],cadence: 87 [rpm],distance: 5098.56 [m],enhanced_altitude: 308.79999999999995 [m],enhanced_speed: 2.342 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 166 [bpm],position_lat: 492041798 [semicircles],position_long: -1145550489 [semicircles],speed: 2.342 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:32,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.6 [m],cadence: 87 [rpm],distance: 5101.04 [m],enhanced_altitude: 308.6 [m],enhanced_speed: 2.351 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 163 [bpm],position_lat: 492041544 [semicircles],position_long: -1145550379 [semicircles],speed: 2.351 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:33,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.6 [m],cadence: 84 [rpm],distance: 5123.53 [m],enhanced_altitude: 308.6 [m],enhanced_speed: 2.379 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 165 [bpm],position_lat: 492039308 [semicircles],position_long: -1145549177 [semicircles],speed: 2.379 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:42,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.6 [m],cadence: 84 [rpm],distance: 5145.19 [m],enhanced_altitude: 308.6 [m],enhanced_speed: 2.389 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 165 [bpm],position_lat: 492037145 [semicircles],position_long: -1145548050 [semicircles],speed: 2.389 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:51,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.79999999999995 [m],cadence: 84 [rpm],distance: 5150.1 [m],enhanced_altitude: 308.79999999999995 [m],enhanced_speed: 2.389 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 162 [bpm],position_lat: 492036653 [semicircles],position_long: -1145547800 [semicircles],speed: 2.389 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:30:53,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.79999999999995 [m],cadence: 86 [rpm],distance: 5166.92 [m],enhanced_altitude: 308.79999999999995 [m],enhanced_speed: 2.398 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 166 [bpm],position_lat: 492034903 [semicircles],position_long: -1145547226 [semicircles],speed: 2.398 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:31:00,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.6 [m],cadence: 86 [rpm],distance: 5179.43 [m],enhanced_altitude: 308.6 [m],enhanced_speed: 2.417 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 163 [bpm],position_lat: 492033601 [semicircles],position_long: -1145546791 [semicircles],speed: 2.417 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:31:05,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.20000000000005 [m],cadence: 87 [rpm],distance: 5191.75 [m],enhanced_altitude: 308.20000000000005 [m],enhanced_speed: 2.426 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 161 [bpm],position_lat: 492032303 [semicircles],position_long: -1145546491 [semicircles],speed: 2.426 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:31:10,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.20000000000005 [m],cadence: 85 [rpm],distance: 5212.12 [m],enhanced_altitude: 308.20000000000005 [m],enhanced_speed: 2.445 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 161 [bpm],position_lat: 492030367 [semicircles],position_long: -1145545139 [semicircles],speed: 2.445 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:31:18,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.0 [m],cadence: 84 [rpm],distance: 5226.93 [m],enhanced_altitude: 308.0 [m],enhanced_speed: 2.454 [m/s],fractional_cadence: 0.5 [rpm],heart_rate: 158 [bpm],position_lat: 492028874 [semicircles],position_long: -1145544413 [semicircles],speed: 2.454 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:31:24,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.4 [m],cadence: 83 [rpm],distance: 5236.44 [m],enhanced_altitude: 308.4 [m],enhanced_speed: 2.435 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 161 [bpm],position_lat: 492027874 [semicircles],position_long: -1145544164 [semicircles],speed: 2.435 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:31:28,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
altitude: 308.4 [m],cadence: 85 [rpm],distance: 5251.46 [m],enhanced_altitude: 308.4 [m],enhanced_speed: 2.398 [m/s],fractional_cadence: 0.0 [rpm],heart_rate: 160 [bpm],position_lat: 492026294 [semicircles],position_long: -1145543776 [semicircles],speed: 2.398 [m/s],temperature: 15 [C],timestamp: 2019-01-16 23:31:35,unknown_87: 0,unknown_88: 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
